מספר סידורי,כתובת,שטח במר,תאריך העסקה,מחיר העסקה,גוש,סוג נכס,חדרים,קומה
1,יהודה הלוי 25,87.26,"2025","693000",6496-258-2,דירה בבית קומות,3,ראשונה
2,סעדיה גאון 29,240,"2024","3242000",6496-138-2,קוטג' דו משפחתי,6,לא ידוע
3,יהודה הלוי 29,61.07,"2024","211000",6496-260-1,קרקע למגורים,לא ידוע,ראשונה
4,יהודה הלוי 13,85.87,"2024","550000",6496-252-2,קרקע למגורים,לא ידוע,ראשונה
5,סעדיה גאון 10,200,"2024","292000",6496-144-1,קוטג' דו משפחתי,5,ראשונה
"6","רש"י 3","316","04/06/2023","1600000","6496-354-1","קוטג' דו משפחתי","5","ראשונה"
7,יהודה הלוי 3,91.39,"2023","1050000",6496-247-1,דירה בבית קומות,4,ראשונה
8,סעדיה גאון 8,500,"2022","4650000",6496-143-2,קרקע למגורים,לא ידוע,לא ידוע
9,יהודה הלוי 13,83.2,"2022","1517800",6496-252-1,דירה בבית קומות,4,ראשונה
10,סעדיה גאון 39,210.87,"2021","2500000",6496-173-2,קוטג' דו משפחתי,7,מרתף,ראשונה,שניה,
11,סעדיה גאון 5,321,"2021","5450000",6496-126-1,דירה בבית קומות,6,ראשונה
12,דוד דבורה 22,191,"2021","5500000",6496-168-1,קוטג' דו משפחתי,6,ראשונה
"13","רש"י 2","50.05","20/05/2021","280000","6496-244-1","קרקע למגורים","לא ידוע","ראשונה"
"14","רמב"ן 6","194","18/03/2021","5340000","6496-147-3","קוטג' דו משפחתי","7","ראשונה"
15,סעדיה גאון 35,235,"2020","4500000",6496-171-4,קוטג' דו משפחתי,7,ראשונה
16,סעדיה גאון 8,500,"2020","2850000",6496-143-1,קרקע למגורים,לא ידוע,לא ידוע
17,סעדיה גאון 49,204,"2019","5470000",6496-178-3,קוטג' דו משפחתי,7,לא ידוע
18,דוד דבורה 19,500,"2019","5550000",6496-161-1,קרקע למגורים,לא ידוע,לא ידוע
19,סעדיה גאון 19,208,"2019","235000",6496-133-3,קוטג' דו משפחתי,6,לא ידוע
20,סעדיה גאון 7,233,"2019","2750000",6496-127-1,קרקע למגורים,לא ידוע,לא ידוע
"21","רמב"ן 6","194","12/08/2018","3900000","6496-147-2","קוטג' דו משפחתי","7","לא ידוע"
"22","רש"י 16","82.39","21/03/2018","242000","6496-237-2","קרקע למגורים","לא ידוע","ראשונה"
"23","רש"י 16","229","11/03/2018","545000","6496-237-1","קוטג' דו משפחתי","5","ראשונה"
24,סעדיה גאון 53,180,"2017","4200000",6496-180-2,קוטג' דו משפחתי,6,לא ידוע
25,סעדיה גאון 13,234,"2017","2730000",6496-130-2,קרקע למגורים,לא ידוע,לא ידוע
26,סעדיה גאון 13,467,"2017","2599000",6496-130-1,קרקע למגורים,לא ידוע,לא ידוע
27,סעדיה גאון 53,180,"2016","3800000",6496-180-1,קוטג' דו משפחתי,6,לא ידוע
28,יהודה הלוי 9,50.05,"2016","2059000",6496-250-1,קוטג' דו משפחתי,3,ראשונה
29,דוד דבורה 11,173.37,"2015","3475000",6496-157-1,דירה בבית קומות,4.5,מרתף,קרקע,ראשונה
30,יהודה הלוי 9,164,"2015","3150000",6496-250-2,דירה בבית קומות,6,ראשונה
"31","רש"י 10","108.04","05/01/2015","1275000","6496-240-2","קוטג' דו משפחתי","4","ראשונה"
32,סעדיה גאון 14,200,"2014","3390000",6496-146-1,קוטג' דו משפחתי,5,ראשונה
33,סעדיה גאון 29,260,"2014","4400000",6496-138-1,קוטג' דו משפחתי,7,ראשונה
34,סעדיה גאון 35,140,"2014","3600000",6496-171-3,דירה בבית קומות,7,ראשונה
35,סעדיה גאון 37,205,"2013","3800000",6496-172-2,דירה בבית קומות,7,ראשונה
36,סעדיה גאון 15,150,"2013","4200000",6496-131-2,קוטג' דו משפחתי,7,ראשונה
37,סעדיה גאון 15,150,"2013","4180000",6496-131-1,קוטג' דו משפחתי,5,ראשונה
38,דוד דבורה 7,168,"2009","2724000",6496-155-1,קוטג' דו משפחתי,5,שלישית
39,סעדיה גאון 2,175,"2009","2825000",6496-140-1,קוטג' דו משפחתי,7,שלישית
40,סעדיה גאון 23,228.3,"2009","3030000",6496-135-2,קוטג' דו משפחתי,5,מרתף,קרקע,ראשנה,שניה
41,סעדיה גאון 37,160,"2009","2315000",6496-172-1,קוטג' דו משפחתי,5,ראשונה
42,סעדיה גאון 4,218,"2008","2200000",6496-141-1,קוטג' דו משפחתי,6,ראשונה
"43","רש"י 11","130","29/10/2007","119000","6496-362-0","קוטג' דו משפחתי","4","לא ידוע"
44,סעדיה גאון 35,200,"2007","4200000",6496-171-2,דירה בבית קומות,6,לא ידוע
45,סעדיה גאון 49,200,"2007","1967000",6496-178-2,קוטג' דו משפחתי,6,ראשונה
46,סעדיה גאון 49,192,"2007","1878000",6496-178-1,קוטג' חד משפחתי,6,ראשונה
"47","רמב"ן 4","160","14/11/2006","1887000","6496-159-1","קוטג' דו משפחתי","6","ראשונה"
48,סעדיה גאון 19,200,"2006","1916000",6496-133-2,קוטג' דו משפחתי,5,לא ידוע
49,דוד דבורה 21,198.76,"2005","1862000",6496-162-2,קוטג' דו משפחתי,7,מרתף,קרקע,ראשונה,גג
50,סעדיה גאון 16,180,"2003","1596000",6496-147-1,קוטג' דו משפחתי,6,לא ידוע
51,סעדיה גאון 43,180,"2003","2207000",6496-175-1,לא ידוע,7,לא ידוע
52,דוד דבורה 3,250,"2003","851000",6496-153-1,קרקע למגורים,לא ידוע,לא ידוע
53,סעדיה גאון 18,203.37,"2003","2009000",6496-148-1,לא ידוע,6,מרתף,קרקע,ראשונה
"54","רש"י 8","121.4","31/12/2002","1136000","6496-241-1","לא ידוע","4","ראשונה"
"55","רש"י 12","48.4","28/10/2002","428000","6496-239-3","לא ידוע","לא ידוע","קרקע"
56,סעדיה גאון 19,150,"2001","1739000",6496-133-1,לא ידוע,5,שניה
57,סעדיה גאון 33,515,"2001","1691000",6496-170-2,לא ידוע,8,מרתף,קרקע,ראשנה,שניה
58,סעדיה גאון 35,180,"2001","1696000",6496-171-1,לא ידוע,5,לא ידוע
59,סעדיה גאון 9,170,"2000","1636000",6496-128-1,לא ידוע,5,לא ידוע
60,סעדיה גאון 2,617,"1999","1730000",6496-152-0,לא ידוע,לא ידוע,לא ידוע
61,סעדיה גאון 29,225,"1999","2003000",6496-138-3,לא ידוע,5,לא ידוע
62,סעדיה גאון 21,150,"1998","1581000",6496-134-1,לא ידוע,5,לא ידוע
