מספר סידורי,שם העיר,שם השכונה,כתובת,שטח במר,תאריך העסקה,מחיר העסקה,גוש,סוג נכס,חדרים,מחיר למר
1,אשקלון,גן לאומי אשקלון,0,130,2024,221000,1948-28-1,דירה בבית,4,1700
3,אשקלון,גן לאומי אשקלון,0,101,2024,1400000,1949-31-2,דירה בבית,4,13861
5,אשקלון,גן לאומי אשקלון,0,122,2023,1735000,1949-31-3,דירה בבית,5,14221
7,אשקלון,גן לאומי אשקלון,0,91,2021,1300000,1949-31-4,דירה בבית,4,14286
8,אשקלון,גן לאומי אשקלון,0,120,2016,1335000,1949-23-1,דירה בבית,5,11125
9,אשקלון,גן לאומי אשקלון,0,121,2016,1370000,1949-31-5,דירה בבית,5,11322
11,אשקלון,גן לאומי אשקלון,0,70,2015,934000,1949-23-2,דירה בבית,4,13343
12,אשקלון,גן לאומי אשקלון,0,100,2015,910000,1949-23-3,דירה בבית,4,9100
13,אשקלון,גן לאומי אשקלון,0,103,2015,990000,1949-31-6,דירה בבית,4,9612
14,אשקלון,גן לאומי אשקלון,0,92,2015,940000,1949-23-4,דירה בבית,4.5,10217
15,אשקלון,גן לאומי אשקלון,0,93,2015,940000,1949-23-5,דירה בבית,4,10108
