מספר סידורי,כתובת,שטח במר,תאריך העסקה,מחיר העסקה,גוש,סוג נכס,חדרים,קומה
1,אשבל 1,160,"2025","4200000",3694-35-19,דירה בבית קומות,5,ראשונה
2,יערה 6,249,"2025","2192000",3694-35-18,קוטג' חד משפחתי,5,לא ידוע
3,מרווה 14,206,"2024","6300000",3694-35-17,קוטג' דו משפחתי,5,לא ידוע
4,אשבל 1,100,"2023","1500000",3694-35-16,קרקע למגורים,לא ידוע,לא ידוע
5,אשבל 1,100,"2023","1474000",3694-35-15,קרקע למגורים,לא ידוע,לא ידוע
6,אשבל 1,150,"2023","1474000",3694-35-14,קרקע למגורים,לא ידוע,לא ידוע
7,0,לא ידוע,"2023","72500000",5908-92-1,חנות,לא ידוע,ראשונה
8,אשבל 1,לא ידוע,"2023","1474000",3694-35-13,קרקע למגורים,לא ידוע,לא ידוע
9,אשבל 1,לא ידוע,"2023","1359000",3694-35-20,מגורים,לא ידוע,לא ידוע
10,אשבל 1,100,"2023","1204000",3694-35-12,קרקע למגורים,לא ידוע,לא ידוע
11,אשבל 1,270,"2022","2888000",3694-35-11,קרקע למגורים,לא ידוע,לא ידוע
12,אשבל 1,לא ידוע,"2022","829000",3694-35-10,קרקע למגורים,לא ידוע,לא ידוע
13,אשבל 1,לא ידוע,"2022","846000",3694-35-9,קרקע למגורים,לא ידוע,לא ידוע
14,0,2115,"2022","44500000",3690-12-1,קרקע למגורים,לא ידוע,לא ידוע
15,אשבל 1,לא ידוע,"2022","861000",3694-35-8,קרקע למגורים,לא ידוע,לא ידוע
16,אשבל 1,לא ידוע,"2022","896000",3694-35-7,קרקע למגורים,לא ידוע,לא ידוע
17,0,131,"2022","3400000",3694-197-1,דירה בבית קומות,5,שלוש עשרה
18,אשבל 1,לא ידוע,"2021","679000",3694-35-6,קרקע למגורים,לא ידוע,לא ידוע
19,אשבל 1,לא ידוע,"2020","2176000",3694-35-5,קרקע למגורים,לא ידוע,לא ידוע
20,0,214,"2020","7500000",3694-183-1,קוטג' חד משפחתי,6,ראשונה
21,אשבל 1,270,"2020","1364000",3694-35-4,קרקע למגורים,לא ידוע,לא ידוע
22,0,176,"2020","3717000",3694-216-2,קוטג' דו משפחתי,6,לא ידוע
23,פינסקר 3,260,"2017","3235000",3694-63-1,קוטג' חד משפחתי,6,לא ידוע
24,0,125,"2017","2225000",3694-249-4,דירה בבית קומות,5,ארבע עשרה
25,0,125,"2017","2395000",3694-249-5,דירה בבית קומות,5,תשיעית
26,0,125,"2017","2395000",3694-249-6,דירה בבית קומות,5,אחת עשרה
27,0,120,"2016","2350000",3694-249-7,דירה בבית קומות,5,ראשונה
28,0,125,"2016","2155000",3694-249-3,דירה בבית קומות,5,שניה
29,0,100,"2016","2138000",3694-249-8,דירה בבית קומות,4,שש עשרה
30,0,125,"2016","2803000",3694-249-2,דירה בבית קומות,5,שש עשרה
31,0,120,"2016","2145000",3694-249-9,דירה בבית קומות,5,שלישית
32,0,125,"2016","1975000",3694-249-10,דירה בבית קומות,5,ראשונה
33,0,125,"2016","2095000",3694-249-11,דירה בבית קומות,5,שישית
34,0,125,"2016","2625000",3694-249-1,דירה בבית קומות,5,שש עשרה
35,פינסקר 3,190,"2015","1665000",3694-63-2,קוטג' חד משפחתי,6,לא ידוע
36,0,125,"2015","1850000",3694-249-12,דירה בבית קומות,5,תשיעית
37,0,127,"2015","1683000",3694-249-13,דירה בבית קומות,5,רביעית
38,0,124,"2015","1889000",3694-249-14,דירה בבית קומות,5,שלוש עשרה
39,0,124,"2015","1679000",3694-249-15,דירה בבית קומות,5,שניה
40,0,213,"2014","3290000",3694-216-3,קוטג' חד משפחתי,6,לא ידוע
41,0,166,"2014","3253000",3694-216-4,קוטג' חד משפחתי,6,לא ידוע
42,0,124,"2014","1669000",3694-249-16,דירה בבית קומות,5,שלישית
43,0,2993,"2013","5927000",3695-37-1,מלאכה,לא ידוע,ראשונה
44,אשבל 1,84,"2013","3125000",3694-35-2,קוטג' דו משפחתי,3,ראשונה
45,אשבל 1,180,"2013","3499000",3694-35-21,קוטג' חד משפחתי,7,לא ידוע
46,אשבל 1,160,"2009","2734000",3694-35-22,קוטג' דו משפחתי,5,לא ידוע
47,אשבל 1,25,"2008","188000",3694-35-1,ללא תיכנון,לא ידוע,לא ידוע
48,0,167,"2008","2450000",3694-216-1,קוטג' חד משפחתי,6,לא ידוע
49,0,200,"2008","1897000",3694-216-5,קוטג' חד משפחתי,6,לא ידוע
50,0,168,"2008","1372000",3694-183-2,קוטג' דו משפחתי,5,לא ידוע
51,0,205,"2008","1194000",3694-183-3,קוטג' דו משפחתי,5,ראשונה
52,0,100,"2006","572000",3694-64-1,דירה בבית קומות,4,ראשונה
53,0,173,"2005","1488000",3694-216-6,קוטג' חד משפחתי,6,לא ידוע
54,0,186,"2005","1586000",3694-216-8,קוטג' חד משפחתי,6,לא ידוע
55,0,166,"2005","1395000",3694-216-9,קוטג' חד משפחתי,5,לא ידוע
56,0,167,"2005","1380000",3694-216-10,קוטג' חד משפחתי,5,לא ידוע
57,0,255,"2005","1681000",3694-183-4,קוטג' חד משפחתי,8,לא ידוע
