מספר סידורי,כתובת,שטח במר,תאריך העסקה,מחיר העסקה,גוש,סוג נכס,חדרים,קומה
1,0,115,"2025","1700000",17825-165-5,דירה בבית קומות,4,שישית
2,0,121,"2025","1880000",16538-50-15,דירה בבית קומות,5,שניה
3,0,101,"2025","1496000",17825-127-1,דירה בבית קומות,4,שישית
4,0,126,"2025","1760000",16538-50-16,דירה בבית קומות,4,ראשונה
5,0,121,"2025","1900000",16538-50-18,דירה בבית קומות,5,שלישית
6,0,779,"2025","3300000",16580-2-1,מגורים,לא ידוע,לא ידוע
7,רח' 5047 19,93.6,"2025","1200000",16533-52-9,דירה בבית קומות,4,שניה+ שלישית
8,0,121,"2025","1900000",16538-50-19,דירה בבית קומות,5,שניה
9,0,106.45,"2025","1500000",17827-152-4,דירה בבית קומות,4,קומה ‎3‏
10,רח' 5048 48,90,"2025","1300000",16533-49-9,דירה בבית קומות,4,שלישית
11,0,690,"2025","3381000",17827-7-1,מגורים,לא ידוע,לא ידוע
12,רח' 5098 10,95,"2025","700000",16543-149-6,דירה בבית קומות,4,ראשונה
13,רח' 5059 6,80,"2025","236000",16531-176-3,דירה בבית קומות,3,לא ידוע
14,0,120,"2025","1800000",17825-127-2,דירה בבית קומות,5,לא ידוע
15,רח' 5048 47,113,"2025","1350000",16533-56-15,דירה בבית קומות,4,שלישית
16,תאופיק זיאד 47,לא ידוע,"2025","60000",16528-1-1,מחסנים,לא ידוע,לא ידוע
17,0,100,"2025","1490000",17825-127-3,דירה בבית קומות,4,חמישית
18,0,102,"2025","1680000",17825-130-2,דירה בבית קומות,4,שלישית
19,רח' 7214 18,113,"2025","1420000",17827-85-57,דירה בבית קומות,4,ראשונה
20,0,465,"2025","2325000",17827-7-2,מגורים,לא ידוע,לא ידוע
21,0,441,"2025","2205000",17827-7-4,מגורים,לא ידוע,לא ידוע
22,0,662,"2025","2692000",17827-7-5,מגורים,לא ידוע,לא ידוע
23,רח' 5047 19,93.6,"2025","850000",16533-52-12,דירה בבית קומות,4,שניה+ רביעית
24,0,121,"2025","1850000",16538-50-20,דירה בבית קומות,5,חמישית
25,0,148,"2025","2700000",17827-42-1,דירת גג,5,לא ידוע
26,0,458,"2025","1500000",16532-41-1,ללא תיכנון,לא ידוע,לא ידוע
27,0,104,"2025","1690000",17825-121-5,דירה בבית קומות,4,לא ידוע
28,רח' 5048 44,102,"2025","1150000",16533-92-42,דירה בבית קומות,3,שלישית
29,0,121,"2025","1900000",16538-50-22,דירה בבית קומות,5,ראשונה
30,רח' 5047 34,97.11,"2025","1065000",16533-50-86,דירה בבית קומות,4,שביעית
31,רח' 7207 10,129,"2025","1200000",17825-211-28,דירה בבית קומות,4,חמישית
32,רח' 5048 48,90,"2025","1000000",16533-49-10,דירה בבית קומות,4,שלישית
33,0,120,"2025","1690000",17825-127-4,דירה בבית קומות,5,רביעית
34,רח 5099 11,86.5,"2025","650000",16543-142-15,דירה בבית קומות,4,רביעית
35,0,220,"2025","2530000",16564-65-3,ללא תיכנון,לא ידוע,קומה ‎0‏, קומה ‎1‏, קומה ‎2‏
36,0,220,"2025","3000000",16564-65-9,קרקע למגורים,לא ידוע,קומה ‎0‏, קומה ‎1‏, קומה ‎2‏
37,0,504,"2025","2400000",16536-39-1,קרקע למגורים,לא ידוע,לא ידוע
38,רח' 5100 10,98,"2025","650000",16543-153-3,דירה בבית קומות,3,שניה
39,רח' 5048 13,81.3,"2025","1150000",16533-45-30,דירה בבית קומות,4,רביעית
40,רח' 5007 4,87.92,"2025","1150000",16525-45-15,דירה בבית קומות,3,שניה
41,0,684,"2025","1500000",16563-54-1,ללא תיכנון,לא ידוע,לא ידוע
42,רח' 5048 46,93.2,"2025","1420000",16533-92-23,דירה בבית קומות,4,שניה
43,0,507,"2024","2433000",17827-7-6,ללא תיכנון,לא ידוע,לא ידוע
44,רח' 7214 14,110,"2024","1290000",17827-88-49,דירה בבית קומות,4,שניה
45,רח' 5098 6,75,"2024","540000",16543-150-7,דירה בבית קומות,3,שניה
46,0,600,"2024","3000000",17827-7-7,ללא תיכנון,לא ידוע,לא ידוע
47,רח' 5047 32,114.79,"2024","1070000",16533-50-7,דירה בבית קומות,5,שלישית
48,0,150,"2024","2570000",17825-121-6,דירה בבית קומות,5,חמישית
49,רח' 5124 1,64.8,"2024","300000",16543-158-8,דירה בבית קומות,3,רביעית
50,רח' 5083 30,107,"2024","900000",16519-41-2,דירה בבית קומות,4,שלישית
51,0,126,"2024","1920000",16538-50-23,דירה בבית קומות,5,שניה
52,רח' 5047 32,110.62,"2024","1600000",16533-50-29,דירה בבית קומות,4,תשיעית
53,0,126,"2024","1900000",16538-50-24,דירה בבית קומות,5,ראשונה
54,0,112.5,"2024","1310000",17825-205-5,דירה בבית קומות,4,קומה ‎1‏
55,רח' 5093 28,130,"2024","2200000",16544-102-2,דירה בבית קומות,4,ראשונה
56,0,120,"2024","1000000",17827-16-12,דירה בבית קומות,4,ראשונה
57,0,104,"2024","500000",16517-34-1,דירה בבית קומות,4,לא ידוע
58,0,106,"2024","1780000",16538-50-25,דירה בבית קומות,4,חמישית
59,0,121,"2024","1900000",16538-50-26,דירה בבית קומות,5,שניה
60,פאולוס השישי 123,256.2,"2024","2720000",16513-13-4,משרד,לא ידוע,שלישית
61,0,164,"2024","3060000",16536-60-4,דירה בבית קומות,5,שניה
62,0,442,"2024","1240000",16563-55-1,ללא תיכנון,לא ידוע,לא ידוע
63,רח' 7250 1,905,"2024","3400000",16579-8-11,קרקע למגורים,לא ידוע,לא ידוע
64,0,231,"2024","1400000",17825-165-4,קומבינציה,לא ידוע,לא ידוע
65,0,119,"2024","1650000",16564-60-125,דירה בבית קומות,4,ראשונה
66,0,126,"2024","1850000",17825-130-3,דירה בבית קומות,5,רביעית
67,0,408,"2024","1800000",16531-186-1,קרקע למגורים,לא ידוע,לא ידוע
68,רח' 5124 3,64.8,"2024","600000",16543-159-13,דירה בבית קומות,3,שלישית
69,רח' 5098 6,76,"2024","700000",16543-150-6,דירה בבית קומות,3,שלישית
70,רח' 5047 34,91.34,"2024","1200000",16533-50-50,דירה בבית קומות,4,שישית
71,0,120,"2024","1680000",17825-127-5,דירה בבית קומות,5,חמישית
72,0,117,"2024","1004000",17827-84-3,דירה בבית קומות,4,רביעית
73,0,350,"2024","1550000",17825-165-3,ללא תיכנון,לא ידוע,לא ידוע
74,0,152.8,"2024","1900000",17827-152-70,דירה בבית קומות,5,קומה ‎8‏
75,רח' 3030 13,259,"2024","2150000",16520-31-1,דירה בבית קומות,5,ראשונה
76,רח' 5048 50,122.8,"2024","1200000",16533-49-31,דירה בבית קומות,4,שישית+שביעית
77,0,120,"2024","1630000",17825-151-15,דירה בבית קומות,4,רביעית
78,0,145,"2024","1450000",16564-60-124,דירה בבית קומות,5,שמינית
79,0,157,"2024","2900000",16536-60-5,דירה בבית קומות,5,שמינית
80,0,254,"2024","1055000",17825-166-3,קרקע למגורים,לא ידוע,לא ידוע
81,0,114,"2024","1560000",17825-123-1,דירה בבית קומות,4,ראשונה
82,0,100,"2024","1475000",17825-127-6,דירה בבית קומות,4,שישית
83,תאופיק זיאד 7,1133,"2024","325000",16523-5-2,מסחרי + מגורים,לא ידוע,לא ידוע
84,0,708,"2024","1626000",16540-73-1,קרקע למגורים,לא ידוע,לא ידוע
85,0,120,"2024","2200000",17825-151-16,דירה בבית קומות,4,ראשונה
86,0,156,"2024","3150000",16536-60-6,דירה בבית קומות,5,ראשונה
87,0,546,"2024","2620000",16580-2-2,ללא תיכנון,לא ידוע,לא ידוע
88,רח' 5047 34,92.54,"2024","1150000",16533-50-75,דירה בבית קומות,4,חמישית
89,רח' 4011 1,40,"2024","100000",16513-55-8,משרד,לא ידוע,ראשונה
90,רח' 6115 6,56,"2024","150000",16567-6-3,דירה בבית קומות,2,ראשונה
91,0,197,"2024","850000",16504-139-2,דירה בבית קומות,6,ראשונה
92,רח' 7007 1,117,"2024","1350000",16578-1-18,דירה בבית קומות,5,לא ידוע
93,0,99,"2024","1400000",16536-60-7,דירה בבית קומות,3.5,ראשונה
94,א-שוהדאא 16,208,"2024","595000",16540-53-1,קרקע למגורים,לא ידוע,לא ידוע
95,רח' 2009 3,800,"2024","2991000",16564-34-3,מלאכה,לא ידוע,לא ידוע
96,רח 5099 3,64.8,"2024","450000",16543-140-11,דירה בבית קומות,3,שניה
97,0,80,"2024","1700000",17827-81-34,דירה בבית קומות,4,חמישית
98,רח 5100 7,77,"2024","210000",16543-157-12,דירה בבית קומות,3,שניה
99,0,106,"2024","1570000",16538-50-27,דירה בבית קומות,4,ראשונה
100,0,120,"2024","1640000",17825-151-17,דירה בבית קומות,4,שמינית
101,0,121,"2024","1900000",16538-50-28,דירה בבית קומות,5,ראשונה
102,0,160,"2024","250000",16564-13-1,דירה בבית קומות,6,ראשונה
103,0,120,"2024","1600000",17825-151-18,דירה בבית קומות,4,שביעית
104,0,527,"2024","840000",16563-58-1,ללא תיכנון,לא ידוע,לא ידוע
105,0,100,"2024","600000",16567-91-1,דירה בבית קומות,3,לא ידוע
106,רח' 5161 2,150,"2024","870000",16533-15-10,דירה בבית קומות,5,ראשונה
107,0,120,"2024","1600000",17825-127-7,דירה בבית קומות,5,שישית
108,0,249,"2024","390000",16504-47-4,קרקע למגורים,לא ידוע,לא ידוע
109,0,171,"2024","2800000",17825-155-1,דירה בבית קומות,5,שמינית
110,רח' 5061 2,50,"2024","800000",16533-16-13,דירה בבית קומות,3,לא ידוע
111,0,55,"2024","150000",16508-59-1,קרקע למגורים,לא ידוע,לא ידוע
112,רח' 5046 1,62.3,"2024","550000",16532-83-8,דירה בבית קומות,3,שניה
113,רח' 3100 1,119,"2024","620000",16561-6-13,דירה בבית קומות,4,שלישית
114,רח' 7040 29,152.1,"2024","2100000",16756-29-9,קוטג' טורי,5,שלישית,רביעית,חמישית
115,0,113,"2024","1300000",17827-111-33,דירה בבית קומות,4,קומה ‎4‏
116,רח' 7034 1,109,"2024","250000",16578-17-2,קרקע למגורים,לא ידוע,לא ידוע
