מספר סידורי,שם העיר,שם השכונה,כתובת,שטח במר,תאריך העסקה,מחיר העסקה,גוש,סוג נכס,מחיר למר,חדרים
1,אור עקיבא,בן גוריון,הרב חי טייב 877,61.7,2025,1150000,10526-33-15,דירה בבית,3,18639
2,אור עקיבא,בן גוריון,הרב חי טייב 1,115,2025,2410000,10526-8-2,דירה בבית,5,20957
3,אור עקיבא,בן גוריון,דוד אלעזר 863,59,2025,1100000,10526-16-17,דירה בבית,3,18644
4,אור עקיבא,בן גוריון,הרב חי טייב 20,115,2025,2400000,10526-4-3,דירה בבית,5,20870
5,אור עקיבא,בן גוריון,הרב חי טייב 876,60.2,2024,198000,10526-32-10,דירה בבית,3,3289
6,אור עקיבא,בן גוריון,מאיר סטנלי 871,26.7,2024,685000,10526-25-2,דירה בבית,1,25655
7,אור עקיבא,בן גוריון,דוד אלעזר 863,60.2,2024,1175000,10526-16-13,דירה בבית,3,19518
8,אור עקיבא,בן גוריון,דוד אלעזר 862,59.1,2024,1100000,10526-13-21,דירה בבית,3,18613
10,אור עקיבא,בן גוריון,מאיר סטנלי 870,60.5,2024,1170000,10526-24-4,דירה בבית,3,19339
11,אור עקיבא,בן גוריון,מאיר סטנלי 873,74.4,2024,1275000,10526-30-4,דירה בבית,4,17137
12,אור עקיבא,בן גוריון,מאיר סטנלי 870,60.5,2024,1170000,10526-24-12,דירה בבית,3,19339
13,אור עקיבא,בן גוריון,דוד אלעזר 865,78.1,2024,1350000,10526-18-22,דירה בבית,4,17286
14,אור עקיבא,בן גוריון,הרב חי טייב 5,115,2024,2600000,10526-7-1,קוטג' דו משפחתי,5,22609
15,אור עקיבא,בן גוריון,מאיר סטנלי 868,74.2,2024,66000,10526-22-16,דירה בבית,4,889
16,אור עקיבא,בן גוריון,דוד אלעזר 862,60.2,2024,1145000,10526-13-1,דירה בבית,3,19020
17,אור עקיבא,בן גוריון,דוד אלעזר 862,60.2,2024,1070000,10526-13-5,דירה בבית,3,17774
19,אור עקיבא,בן גוריון,דוד אלעזר 865,60.2,2023,488000,10526-18-13,דירה בבית,3,8106
20,אור עקיבא,בן גוריון,דוד אלעזר 862,59.1,2023,985000,10526-13-12,דירה בבית,3,16667
21,אור עקיבא,בן גוריון,דוד אלעזר 864,61.1,2022,1210000,10526-17-6,דירה בבית,3,19804
22,אור עקיבא,בן גוריון,דוד אלעזר 862,59.1,2022,136000,10526-13-18,דירה בבית,3,2301
23,אור עקיבא,בן גוריון,מאיר סטנלי 901,135.3,2022,2245000,10526-9-3,דירה בבית,5,16593
24,אור עקיבא,בן גוריון,מאיר סטנלי 902,147.8,2022,2130000,10526-10-5,דירה בבית,5,14411
25,אור עקיבא,בן גוריון,מאיר סטנלי 871,31.5,2022,650000,10526-25-23,דירה בבית,2,20635
26,אור עקיבא,בן גוריון,הרב חי טייב 876,60.2,2022,1070000,10526-32-7,דירה בבית,3,17774
27,אור עקיבא,בן גוריון,הרב חי טייב 877,62.4,2022,820000,10526-33-5,דירה בבית,3,13141
28,אור עקיבא,בן גוריון,הרב חי טייב 5,115,2022,1690000,10526-7-2,קוטג' דו משפחתי,6,14696
29,אור עקיבא,בן גוריון,מאיר סטנלי 870,60.5,2022,920000,10526-24-8,דירה בבית,3,15207
30,אור עקיבא,בן גוריון,דוד אלעזר 866,61.2,2022,750000,10526-20-12,דירה בבית,3,12255
31,אור עקיבא,בן גוריון,דוד אלעזר 863,78.5,2021,800000,10526-16-23,דירה בבית,4,10191
32,אור עקיבא,בן גוריון,דוד אלעזר 864,59.9,2021,705000,10526-17-16,דירה בבית,3,11770
33,אור עקיבא,בן גוריון,מאיר סטנלי 873,74.4,2021,900000,10526-30-8,דירה בבית,3,12097
