מספר סידורי,שם העיר,שם השכונה,כתובת,שטח במר,תאריך העסקה,מחיר העסקה,גוש,סוג נכס,מחיר למר,חדרים
1,מעלה אדומים,אבני החושן,אבני החושן 12,154,2025,2770000,32005-32-1,דירה בבית,5,17987
2,מעלה אדומים,אבני החושן,אבני החושן 46,83,2025,1500000,32005-38-1,דירה בבית,3,18072
3,מעלה אדומים,אבני החושן,אבני החושן 12,93,2025,1710000,32005-32-2,דירה בבית,4,18387
4,מעלה אדומים,אבני החושן,אבני החושן 56,97,2025,1600000,32005-37-1,דירה בבית,4,16495
5,מעלה אדומים,אבני החושן,אבני החושן 64,95,2025,1710000,32005-36-1,דירה בבית,3,18000
6,מעלה אדומים,אבני החושן,אבני החושן 10,90,2024,1800000,32005-32-3,דירה בבית,4,20000
7,מעלה אדומים,אבני החושן,אבני החושן 4,78,2024,1565000,32005-30-1,דירה בבית,3,20064
8,מעלה אדומים,אבני החושן,אבני החושן 2,113,2024,950000,32005-30-2,דירה בבית,5,8407
9,מעלה אדומים,אבני החושן,אבני החושן 38,104,2024,1750000,32005-39-1,דירה בבית,4,16827
10,מעלה אדומים,אבני החושן,אבני החושן 46,95,2024,1800000,32005-38-2,דירה בבית,4,18947
11,מעלה אדומים,אבני החושן,אבני החושן 34,113,2024,1800000,32005-39-2,דירה בבית,5,15929
12,מעלה אדומים,אבני החושן,אבני החושן 68,83,2024,770000,32005-35-1,דירה בבית,3,9277
13,מעלה אדומים,אבני החושן,אבני החושן 62,89,2023,1990000,32005-6-1,דירת גן,4,22360
14,מעלה אדומים,אבני החושן,אבני החושן 58,77,2023,519000,32005-36-2,דירה בבית,3,6740
15,מעלה אדומים,אבני החושן,אבני החושן 56,97,2023,1730000,32005-37-2,דירה בבית,4,17835
17,מעלה אדומים,אבני החושן,אבני החושן 70,113,2022,1880000,63616-70-1,דירה בבית,5,16637
18,מעלה אדומים,אבני החושן,אבני החושן 60,77,2022,1430000,32005-36-3,דירה בבית,3,18571
19,מעלה אדומים,אבני החושן,אבני החושן 46,95,2022,1725000,32005-38-3,דירה בבית,4,18158
20,מעלה אדומים,אבני החושן,אבני החושן 72,120,2022,336000,32005-35-2,דירה בבית,4,2800
21,מעלה אדומים,אבני החושן,אבני החושן 24,77,2022,1530000,32005-34-1,דירה בבית,4,19870
22,מעלה אדומים,אבני החושן,אבני החושן 52,66,2021,1150000,32005-37-3,דירה בבית,2,17424
23,מעלה אדומים,אבני החושן,אבני החושן 9,179,2021,2765000,63616-5-12,דירה בבית,6,15447
24,מעלה אדומים,אבני החושן,אבני החושן 2,103,2021,1590000,32005-30-3,דירה בבית,5,15437
25,מעלה אדומים,אבני החושן,אבני החושן 29,94,2021,1250000,63616-34-2,דירה בבית,4,13298
26,מעלה אדומים,אבני החושן,אבני החושן 68,84,2021,1450000,32005-35-3,דירה בבית,4,17262
27,מעלה אדומים,אבני החושן,אבני החושן 33,90,2021,1630000,63616-35-1,דירה בבית,5,18111
28,מעלה אדומים,אבני החושן,אבני החושן 10,111,2021,1710000,32005-32-4,דירה בבית,4,15405
29,מעלה אדומים,אבני החושן,אבני החושן 16,84,2021,1420000,32005-33-1,דירה בבית,4,16905
30,מעלה אדומים,אבני החושן,אבני החושן 8,105,2021,1400000,32005-37-4,דירה בבית,4,13333
31,מעלה אדומים,אבני החושן,אבני החושן 7,139,2021,2590000,63616-7-22,דירה בבית,6,18633
32,מעלה אדומים,אבני החושן,אבני החושן 62,89,2020,1340000,32005-36-4,דירה בבית,4,15056
33,מעלה אדומים,אבני החושן,אבני החושן 68,59,2020,992000,32005-35-4,דירה בבית,2,16814
34,מעלה אדומים,אבני החושן,אבני החושן 10,77,2020,1280000,32005-32-5,דירה בבית,4,16623
35,מעלה אדומים,אבני החושן,אבני החושן 1,125,2020,1184000,63616-10-29,דירה בבית,5,9472
36,מעלה אדומים,אבני החושן,אבני החושן 54,89,2020,1330000,32005-37-5,דירה בבית,4,14944
37,מעלה אדומים,אבני החושן,אבני החושן 40,88,2020,1550000,32005-39-3,דירה בבית,4,17614
38,מעלה אדומים,אבני החושן,אבני החושן 16,100,2020,1450000,32005-33-2,דירה בבית,4,14500
39,מעלה אדומים,אבני החושן,אבני החושן 24,91,2020,1365000,32005-34-2,דירה בבית,4,15000
40,מעלה אדומים,אבני החושן,אבני החושן 4,84,2019,1240000,32005-30-4,דירה בבית,3,14762
41,מעלה אדומים,אבני החושן,אבני החושן 52,66,2019,1000000,32005-37-6,דירה בבית,2,15152
42,מעלה אדומים,אבני החושן,אבני החושן 72,97,2019,1250000,32005-35-5,דירה בבית,4,12887
43,מעלה אדומים,אבני החושן,אבני החושן 3,100,2019,2130000,63616-3-46,דירה בבית,4,21300
44,מעלה אדומים,אבני החושן,אבני החושן 12,110,2019,1500000,32005-32-6,דירה בבית,4,13636
45,מעלה אדומים,אבני החושן,אבני החושן 36,113,2019,1445000,32005-39-4,דירה בבית,5,12788
46,מעלה אדומים,אבני החושן,אבני החושן 12,103,2018,1250000,32005-32-7,דירה בבית,3,12136
47,מעלה אדומים,אבני החושן,אבני החושן 72,92,2018,1315000,32005-35-6,דירה בבית,4,14293
48,מעלה אדומים,אבני החושן,אבני החושן 6,77,2018,1300000,32005-37-7,דירה בבית,4,16883
49,מעלה אדומים,אבני החושן,אבני החושן 40,88,2018,1165000,32005-39-5,דירה בבית,4,13239
50,מעלה אדומים,אבני החושן,אבני החושן 66,83,2018,1145000,32005-35-7,דירה בבית,4,13795
51,מעלה אדומים,אבני החושן,אבני החושן 6,96,2018,335000,32005-31-1,דירה בבית,4,3490
52,מעלה אדומים,אבני החושן,אבני החושן 24,94,2017,1570000,32005-34-3,דירה בבית,4,16702
53,מעלה אדומים,אבני החושן,אבני החושן 46,81,2017,1215000,32005-38-4,דירה בבית,3,15000
54,מעלה אדומים,אבני החושן,אבני החושן 14,100,2017,1345000,32005-33-3,דירה בבית,4,13450
55,מעלה אדומים,אבני החושן,אבני החושן 46,92,2017,1300000,32005-38-5,דירה בבית,4,14130
56,מעלה אדומים,אבני החושן,אבני החושן 7,133,2017,2200000,63616-7-36,דירה בבית,6,16541
57,מעלה אדומים,אבני החושן,אבני החושן 10,90,2017,1522000,32005-32-8,דירה בבית,4,16911
58,מעלה אדומים,אבני החושן,אבני החושן 8,113,2016,1435000,32005-31-2,דירה בבית,5,12699
59,מעלה אדומים,אבני החושן,אבני החושן 14,99,2016,1280000,32005-33-4,דירה בבית,4,12929
60,מעלה אדומים,אבני החושן,אבני החושן 52,87,2016,1260000,32005-37-8,דירה בבית,4,14483
61,מעלה אדומים,אבני החושן,אבני החושן 54,90,2016,1220000,32005-37-9,דירה בבית,4,13556
62,מעלה אדומים,אבני החושן,אבני החושן 64,90,2016,1229000,63616-36-6,דירה בבית,4,13656
63,מעלה אדומים,אבני החושן,אבני החושן 52,61,2016,850000,32005-37-10,דירה בבית,2,13934
64,מעלה אדומים,אבני החושן,אבני החושן 8,103,2016,940000,63616-102-8,דירה בבית,5,9126
65,מעלה אדומים,אבני החושן,אבני החושן 38,91,2016,1200000,32005-39-6,דירה בבית,4,13187
66,מעלה אדומים,אבני החושן,אבני החושן 38,92,2016,1250000,32005-39-7,דירה בבית,4,13587
67,מעלה אדומים,אבני החושן,אבני החושן 72,98,2015,1140000,32005-35-8,דירה בבית,4,11633
68,מעלה אדומים,אבני החושן,אבני החושן 18,89,2015,1190000,32005-34-4,דירה בבית,4,13371
69,מעלה אדומים,אבני החושן,אבני החושן 42,90,2015,1200000,32005-38-6,דירה בבית,4,13333
70,מעלה אדומים,אבני החושן,תרשיש 8,120,2015,1620000,63616-8-41,דירה בבית,5,13500
71,מעלה אדומים,אבני החושן,אבני החושן 20,85,2015,1022000,32005-34-5,דירה בבית,3,12024
72,מעלה אדומים,אבני החושן,אבני החושן 60,90,2015,1200000,32005-36-5,דירה בבית,4,13333
73,מעלה אדומים,אבני החושן,אבני החושן 54,90,2015,1175000,32005-37-11,דירה בבית,4,13056
74,מעלה אדומים,אבני החושן,אבני החושן 16,92,2015,1035000,32003-33-23,דירה בבית,4,11250
75,מעלה אדומים,אבני החושן,אבני החושן 68,98,2015,1235000,32005-35-9,דירה בבית,4,12602
76,מעלה אדומים,אבני החושן,אבני החושן 8,113,2015,1049000,32005-31-3,דירה בבית,5,9283
77,מעלה אדומים,אבני החושן,אבני החושן 66,80,2015,900000,32005-35-10,דירה בבית,3,11250
