מספר סידורי,כתובת,שטח במר,תאריך העסקה,מחיר העסקה,גוש,סוג נכס,חדרים,קומה
1,מבצע קדש 65,62.55,"2025","970000",39580-41-23,דירה בבית קומות,3,שלישית
2,ויצמן 28,85,"2025","1150000",39586-52-5,דירה בבית קומות,4,ראשונה
"3","החיד"א 165","86.15","16/07/2025","1312000","39586-11-4","דירה בבית קומות","4","קרקע"
4,ויצמן 24,65,"2025","980000",39580-47-53,דירה בבית קומות,3,שניה
"5","האר"י 87","50","18/05/2025","850000","39586-5-4","דירה בבית קומות","2","ראשונה"
6,ויצמן 12,67,"2025","960000",39580-48-11,דירה בבית קומות,3,שניה
"7","החיד"א 160","159.2","27/04/2025","2800000","39586-12-5","קוטג' דו משפחתי","6","קרקע+ראשונה"
8,ויצמן 12,67,"2025","1000000",39580-48-8,דירה בבית קומות,3,שניה
9,הארי 86,67,"2025","1040000",39586-3-17,דירה בבית קומות,4,שניה
10,ויצמן 18,52,"2025","850000",39580-48-48,דירה בבית קומות,3,קרקע
11,החידא 184,81.5,"2025","1210000",39586-50-4,דירה בבית קומות,4,ראשונה
12,מבצע קדש 130,169.5,"2025","1700000",39580-43-8,דירה בבית קומות,6,קרקע+ראשונה
"13","החיד"א 165","86.15","02/01/2025","1570000","39586-11-2","דירה בבית קומות","4","קרקע"
14,ויצמן 30,81,"2024","1010000",39586-52-42,דירה בבית קומות,4,שלישית
15,ויצמן 14,68,"2024","970000",39580-48-20,דירה בבית קומות,3,ראשונה
16,מבצע קדש 118,108.2,"2024","1700000",39580-44-5,קוטג' דו משפחתי,5,קרקע+ראשונה
17,הארי 86,62.3,"2024","1080000",39586-3-14,דירה בבית קומות,3,קרקע
18,הארי 86,68.9,"2024","830000",39586-3-13,דירה בבית קומות,3,קרקע
19,מבצע קדש 67,65.43,"2024","890000",39580-42-24,דירה בבית קומות,3,שלישית
20,מבצע קדש 67,75.22,"2024","950000",39580-42-11,דירה בבית קומות,4,שלישית
21,ויצמן 14,67,"2024","870000",39580-48-24,דירה בבית קומות,3,שניה
22,ויצמן 18,67,"2024","805000",39580-48-59,דירה בבית קומות,3,שלישית
23,ירושלים 134,45,"2024","350000",39580-49-8,משרד,לא ידוע,קרקע
24,החידא 185,81.5,"2024","1080000",39586-50-23,דירה בבית קומות,4,שניה
25,ויצמן 18,67,"2024","845000",39580-48-55,דירה בבית קומות,3,שניה
26,ויצמן 24,67,"2024","890000",39580-47-49,דירה בבית קומות,3,ראשונה
27,הארי 86,79.5,"2024","975000",39586-3-6,דירה בבית קומות,4,שניה
"28","האר"י 193","78","29/05/2024","1112000","39586-6-27","דירה בבית קומות","4","שניה"
29,החידא 184,69.2,"2024","895000",39586-50-13,דירה בבית קומות,3,שלישית
"30","האר"י 87","50","23/05/2024","750000","39586-5-7","דירה בבית קומות","2","שניה"
"31","האר"י 193","78","09/05/2024","1160000","39586-6-26","דירה בבית קומות","4","שניה"
"32","האר"י 193","91","08/05/2024","1130000","39586-6-25","דירה בבית קומות","4","שניה"
33,ויצמן 22,81,"2024","540000",39580-47-17,דירת גן,4,קרקע
34,ויצמן 14,68,"2024","855000",39580-48-22,דירה בבית קומות,3,ראשונה
35,מבצע קדש 65,75.22,"2024","800000",39580-41-14,דירה בבית קומות,4,ראשונה
36,ויצמן 30,61,"2024","910000",39586-52-45,דירה בבית קומות,3,שלישית
37,ויצמן 14,67,"2024","880000",39580-48-29,דירה בבית קומות,3,שלישית
38,ויצמן 24,61,"2024","920000",39580-47-45,דירה בבית קומות,3,שלישית
39,ויצמן 24,87,"2024","1090000",39580-47-52,דירה בבית קומות,4,ראשונה
40,החידא 183,66.2,"2024","960000",39586-51-26,דירה בבית קומות,3,שניה
41,החידא 183,66.2,"2024","930000",39586-51-22,דירה בבית קומות,3,ראשונה
42,החידא 182,69,"2024","950000",39586-51-15,דירה בבית קומות,3,שלישית
43,מבצע קדש 106,121.1,"2024","1960000",39580-45-4,דירה בבית קומות,6,קרקע+ראשונה
44,ויצמן 30,85,"2024","1045000",39586-52-38,דירה בבית קומות,4,שניה
"45","האר"י 191","78","28/12/2023","1150000","39586-7-23","דירה בבית קומות","3.5","ראשונה"
46,ויצמן 20,85,"2023","983000",39580-47-8,דירה בבית קומות,4,שניה
47,חי טייב 109,273,"2023","2375000",39580-31-1,קוטג' חד משפחתי,8,ראשונה
48,ויצמן 18,68,"2023","750000",39580-48-51,דירה בבית קומות,3,ראשונה
49,החידא 184,66.2,"2023","920000",39586-50-11,דירה בבית קומות,3,שניה
50,החידא 185,84.5,"2023","75000",39586-50-27,דירה בבית קומות,4,שלישית
51,החידא 182,66.2,"2023","1000000",39586-51-11,דירה בבית קומות,3,שניה
52,החידא 184,66.5,"2023","950000",39586-50-5,דירה בבית קומות,3,ראשונה
53,ויצמן 28,85,"2023","77000",39586-52-26,דירה בבית קומות,4,שניה
"54","החיד"א 160","86.15","15/02/2023","1700000","39586-12-2","קוטג' דו משפחתי","4.5","קרקע"
55,ויצמן 28,79,"2023","104000",39586-52-13,דירה בבית קומות,4,שלישית
56,ויצמן 28,61,"2023","239000",39586-52-15,דירה בבית קומות,3,שלישית
"57","החיד"א 24","170","30/01/2023","2700000","39586-15-1","קוטג' דו משפחתי","5","ראשונה"
58,הארי 86,79.5,"2023","1000000",39586-3-3,דירה בבית קומות,4,ראשונה
59,ויצמן 24,85,"2023","545000",39580-47-55,דירה בבית קומות,4,שניה
60,הארי 86,79.5,"2023","1200000",39586-3-8,דירה בבית קומות,4,קרקע
"61","האר"י 191","78","25/12/2022","1065000","39586-7-22","דירה בבית קומות","3.5","ראשונה"
62,ויצמן 20,81,"2022","74000",39580-47-12,דירה בבית קומות,4,שלישית
"63","האר"י 191","93","22/11/2022","1250000","39586-7-24","דירה בבית קומות","4.5","ראשונה"
64,ויצמן 30,81,"2022","203000",39586-52-43,דירה בבית קומות,4,שלישית
65,החידא 185,84.2,"2022","109000",39586-50-29,דירה בבית קומות,4,שלישית
66,ויצמן 28,85,"2022","940000",39586-52-25,דירה בבית קומות,4,שניה
67,החידא 183,84.5,"2022","935000",39586-51-27,דירה בבית קומות,4,שלישית
68,ויצמן 30,65,"2022","745000",39586-52-40,דירה בבית קומות,3,שניה
69,ויצמן 22,65,"2022","770000",39580-47-24,דירה בבית קומות,3,שניה
70,החידא 182,81.5,"2022","1050000",39586-51-4,דירה בבית קומות,4,ראשונה
71,מבצע קדש 67,65.43,"2022","650000",39580-42-8,דירה בבית קומות,3,שניה
72,החידא 183,84.2,"2022","810000",39586-51-29,דירה בבית קומות,4,שלישית
"73","האר"י 87","47","12/05/2022","618000","39586-5-13","דירה בבית קומות","3","ראשונה"
74,ויצמן 16,67,"2022","600000",39580-48-42,דירה בבית קומות,3,שלישית
75,ויצמן 22,65,"2022","680000",39580-47-23,דירה בבית קומות,3,שניה
76,ויצמן 16,67,"2022","650000",39580-48-43,דירה בבית קומות,3,שלישית
77,מבצע קדש 67,78.1,"2022","661000",39580-42-9,דירה בבית קומות,4,שלישית
78,מבצע קדש 133,108.2,"2022","1250000",39580-44-8,דירה בבית קומות,5,קרקע+ראשונה
79,החידא 182,66.2,"2022","745000",39586-51-7,דירה בבית קומות,3,ראשונה
80,מבצע קדש 67,62.55,"2022","615000",39580-42-10,דירה בבית קומות,3,שלישית
81,ויצמן 24,87,"2022","750000",39580-47-51,דירה בבית קומות,4,ראשונה
82,החידא 182,84.2,"2022","795000",39586-51-14,דירה בבית קומות,4,שלישית
83,החידא 182,66.5,"2022","750000",39586-51-5,דירה בבית קומות,3,ראשונה
"84","האר"י 190","93","03/02/2022","1050000","39586-7-8","דירה בבית קומות","4","ראשונה"
"85","החיד"א 136","155.6","06/01/2022","1700000","39586-48-2","דירה בבית קומות","6","קרקע+ראשונה"
86,ויצמן 14,67,"2021","630000",39580-48-27,דירה בבית קומות,3,שלישית
87,החידא 182,84.5,"2021","770000",39586-51-12,דירה בבית קומות,4,שלישית
