מספר סידורי,שם העיר,שם השכונה,כתובת,שטח במר,תאריך העסקה,מחיר העסקה,גוש,סוג נכס,חדרים,מחיר למר
1,ראשון לציון,שיכוני המזרח,הצבר 3,75.1,2025,2260000,7328-8-38,דירה בבית,3,30093
4,ראשון לציון,שיכוני המזרח,שבטי ישראל 100,114.28,2025,2850000,4247-501-30,דירה בבית,6,24939
6,ראשון לציון,שיכוני המזרח,הרקפת 76,185,2025,4800000,4243-151-2,דירה בבית,5,25946
7,ראשון לציון,שיכוני המזרח,הצבר 3,75.1,2025,2300000,7328-8-39,דירה בבית,3,30626
8,ראשון לציון,שיכוני המזרח,הצבר 3,167.5,2025,5000000,7328-8-48,דירה בבית,5,29851
13,ראשון לציון,שיכוני המזרח,מורדי הגטאות 40,90.75,2024,1900000,4242-526-93,דירה בבית,4,20937
14,ראשון לציון,שיכוני המזרח,הכרכום 3,78,2024,1700000,4242-670-3,דירה בבית,4,21795
15,ראשון לציון,שיכוני המזרח,הרקפת 54,110,2024,227000,4243-109-5,דירה בבית,4,2064
16,ראשון לציון,שיכוני המזרח,הרקפת 54,110,2024,537000,4243-109-6,דירה בבית,4,4882
17,ראשון לציון,שיכוני המזרח,הרקפת 54,110,2024,154000,4243-109-4,קוטג' דו משפחתי,4,1400
20,ראשון לציון,שיכוני המזרח,0,205,2024,5000000,4243-247-2,דירה בבית,5,24390
23,ראשון לציון,שיכוני המזרח,0,205,2024,4900000,4243-247-3,דירה בבית,5,23902
25,ראשון לציון,שיכוני המזרח,החבצלת 3,129,2024,1000000,4242-38-1,דירה בבית,6,7752
29,ראשון לציון,שיכוני המזרח,הכרכום 3,90,2024,2200000,4242-670-6,דירה בבית,4,24444
31,ראשון לציון,שיכוני המזרח,שבטי ישראל 46,312,2024,6240000,4247-84-4,קוטג' דו משפחתי,8,20000
36,ראשון לציון,שיכוני המזרח,נחמיה 25,100,2024,90000,4247-194-1,קוטג' דו משפחתי,3,900
38,ראשון לציון,שיכוני המזרח,הפרח 47,168,2024,4550000,4242-169-2,קוטג' חד משפחתי,6,27083
39,ראשון לציון,שיכוני המזרח,הכרכום 7,66.5,2024,1650000,4242-362-13,דירה בבית,3,24812
40,ראשון לציון,שיכוני המזרח,דרבלה 10,156.46,2024,4500000,4242-389-2,קוטג' דו משפחתי,6.5,28761
41,ראשון לציון,שיכוני המזרח,מורדי הגטאות 101,307,2024,4700000,4243-163-1,דירה בבית,7,15309
42,ראשון לציון,שיכוני המזרח,הרקפת 99,95,2024,1350000,4243-252-1,קוטג' דו משפחתי,4,14211
43,ראשון לציון,שיכוני המזרח,יעקב 65,62.5,2024,1808000,4247-433-16,דירה בבית,3,28928
44,ראשון לציון,שיכוני המזרח,ישעיהו 4,130,2024,2250000,4247-262-1,קוטג' דו משפחתי,5,17308
45,ראשון לציון,שיכוני המזרח,יעקב 65,62.5,2024,1890000,4247-433-3,דירה בבית,4,30240
46,ראשון לציון,שיכוני המזרח,יעקב 64,62.5,2024,75000,4247-427-3,דירה בבית,3,1200
48,ראשון לציון,שיכוני המזרח,החרוב 9,93,2024,180000,4242-490-4,דירה בבית,4,1935
51,ראשון לציון,שיכוני המזרח,הכרכום 7,66.5,2024,1625000,4242-362-12,דירה בבית,3,24436
52,ראשון לציון,שיכוני המזרח,הרקפת 39,208,2024,4500000,4242-262-2,דירה בבית,6,21635
53,ראשון לציון,שיכוני המזרח,הדודאים 3,61,2023,581000,4242-363-32,דירה בבית,3,9525
56,ראשון לציון,שיכוני המזרח,החרוב 9,93,2023,180000,4242-490-3,דירה בבית,4,1935
57,ראשון לציון,שיכוני המזרח,יעקב 68,78,2023,1700000,4247-429-23,דירה בבית,3,21795
58,ראשון לציון,שיכוני המזרח,מורדי הגטאות 47,45.4,2023,600000,4242-469-27,דירה בבית,3.5,13216
61,ראשון לציון,שיכוני המזרח,מורדי הגטאות 33,84,2023,1750000,4242-380-2,דירה בבית,5,20833
63,ראשון לציון,שיכוני המזרח,עמוס הנביא 6,119,2023,2500000,4247-308-1,דירה בבית,4,21008
69,ראשון לציון,שיכוני המזרח,הכרכום 7,66.5,2023,792000,4242-362-21,דירה בבית,3,11910
72,ראשון לציון,שיכוני המזרח,יעקב 63,121,2023,1900000,4247-432-17,דירה בבית,5,15702
73,ראשון לציון,שיכוני המזרח,דרבלה 5,204,2023,4300000,4242-400-2,דירה בבית,5,21078
75,ראשון לציון,שיכוני המזרח,הרב טייב 27,200,2023,3100000,4242-419-1,קוטג' דו משפחתי,7,15500
76,ראשון לציון,שיכוני המזרח,מורדי הגטאות 47,43.9,2023,520000,4242-469-42,דירה בבית,3,11845
77,ראשון לציון,שיכוני המזרח,האלון 1,148,2023,3635000,4242-642-3,קוטג' דו משפחתי,6,24561
78,ראשון לציון,שיכוני המזרח,האשל 32,178,2023,1000000,4241-256-2,קוטג' דו משפחתי,5,5618
79,ראשון לציון,שיכוני המזרח,האתרוג 23,250,2023,3600000,4243-293-2,קוטג' דו משפחתי,7,14400
81,ראשון לציון,שיכוני המזרח,הקנאים 11,201.1,2022,500000,4242-261-2,דירה בבית,7,2486
82,ראשון לציון,שיכוני המזרח,מעפילי קפריסין 17,256,2022,4603000,4243-280-3,דירה בבית,6,17980
83,ראשון לציון,שיכוני המזרח,הרקפת 54,110,2022,315000,4243-109-3,קוטג' דו משפחתי,5,2864
88,ראשון לציון,שיכוני המזרח,מורדי הגטאות 33,56.5,2022,372000,4242-380-8,דירה בבית,3,6584
92,ראשון לציון,שיכוני המזרח,הלולב 21,240,2022,4950000,4243-543-2,קוטג' דו משפחתי,6,20625
93,ראשון לציון,שיכוני המזרח,מורדי הגטאות 47,75,2022,1700000,4242-469-39,דירה בבית,4,22667
95,ראשון לציון,שיכוני המזרח,0,240,2022,5000000,4243-247-1,קוטג' דו משפחתי,6,20833
96,ראשון לציון,שיכוני המזרח,יעקב 68,62.5,2022,1600000,4247-429-15,דירה בבית,4,25600
97,ראשון לציון,שיכוני המזרח,0,335,2022,2200000,4246-100-1,קוטג' חד משפחתי,7,6567
100,ראשון לציון,שיכוני המזרח,מורדי הגטאות 40,71.8,2022,1845000,4242-526-86,דירה בבית,3,25696
102,ראשון לציון,שיכוני המזרח,הרקפת 113,177,2022,4500000,4243-259-2,קוטג' דו משפחתי,5,25424
103,ראשון לציון,שיכוני המזרח,הפרח 40,170,2022,4650000,4242-179-2,קוטג' חד משפחתי,5,27353
104,ראשון לציון,שיכוני המזרח,שבטי ישראל 24,210,2022,3950000,4247-44-3,קוטג' דו משפחתי,6,18810
105,ראשון לציון,שיכוני המזרח,מורדי הגטאות 41,81.9,2022,760000,4242-468-16,דירה בבית,4,9280
108,ראשון לציון,שיכוני המזרח,הדקל 7,97,2022,250000,4242-239-0,קוטג' דו משפחתי,3,2577
112,ראשון לציון,שיכוני המזרח,עזרא 31,130,2022,1800000,4242-444-1,קוטג' דו משפחתי,4,13846
113,ראשון לציון,שיכוני המזרח,עזרא 15,151,2022,3270000,4242-442-1,קוטג' דו משפחתי,5,21656
114,ראשון לציון,שיכוני המזרח,הקנאים 11,198,2022,3650000,4242-261-1,דירה בבית,6,18434
116,ראשון לציון,שיכוני המזרח,מורדי הגטאות 40,71.8,2022,800000,4242-526-111,דירה בבית,3,11142
118,ראשון לציון,שיכוני המזרח,האלה 11,264.3,2022,3298000,4242-565-4,קוטג' דו משפחתי,5,12478
120,ראשון לציון,שיכוני המזרח,זאב 2,307,2022,3950000,4242-665-1,דירה בבית,6,12866
121,ראשון לציון,שיכוני המזרח,מורדי הגטאות 47,50.6,2022,1450000,4242-469-30,דירה בבית,3,28656
122,ראשון לציון,שיכוני המזרח,נחמיה 130,300,2022,3415000,4246-104-1,קוטג' דו משפחתי,5,11383
123,ראשון לציון,שיכוני המזרח,הרקפת 82,153.8,2022,3450000,4243-154-1,דירה בבית,5,22432
126,ראשון לציון,שיכוני המזרח,מורדי הגטאות 40,71.8,2022,1687000,4242-526-118,דירה בבית,3,23496
129,ראשון לציון,שיכוני המזרח,הפרח 7,220,2022,2600000,4242-337-2,דירה בבית,6,11818
130,ראשון לציון,שיכוני המזרח,הרקפת 118,247,2022,3150000,4243-210-1,קוטג' דו משפחתי,6,12753
131,ראשון לציון,שיכוני המזרח,הפרח 6,94.69,2022,2020000,4242-341-1,קוטג' דו משפחתי,3,21333
132,ראשון לציון,שיכוני המזרח,הנביאים 29,206,2022,4200000,4243-143-1,קוטג' דו משפחתי,6,20388
134,ראשון לציון,שיכוני המזרח,עזרא 25,127,2022,1000000,4242-437-1,קוטג' דו משפחתי,4,7874
135,ראשון לציון,שיכוני המזרח,הפרח 68,200,2022,3000000,4242-162-2,קוטג' דו משפחתי,5,15000
139,ראשון לציון,שיכוני המזרח,הכלנית 3,85,2022,833000,4242-43-2,קוטג' דו משפחתי,3,9800
141,ראשון לציון,שיכוני המזרח,זרובבל 14,95,2021,710000,4246-39-1,קוטג' דו משפחתי,4,7474
143,ראשון לציון,שיכוני המזרח,ההדס 2,170.49,2021,4100000,4242-515-1,קוטג' דו משפחתי,6,24048
147,ראשון לציון,שיכוני המזרח,מורדי הגטאות 40,71.8,2021,1730000,4242-526-74,דירה בבית,3,24095
150,ראשון לציון,שיכוני המזרח,מורדי הגטאות 33,87,2021,1480000,4242-380-16,דירה בבית,5,17011
151,ראשון לציון,שיכוני המזרח,מרבד הקסמים 1,212,2021,3700000,4246-109-2,קוטג' דו משפחתי,5,17453
154,ראשון לציון,שיכוני המזרח,הפרח 50,115,2021,3350000,4242-166-1,קוטג' דו משפחתי,5,29130
155,ראשון לציון,שיכוני המזרח,האשל 3,185,2021,3100000,4241-459-1,קוטג' דו משפחתי,8,16757
160,ראשון לציון,שיכוני המזרח,הכרכום 7,66.5,2021,1450000,4242-362-28,דירה בבית,3,21805
161,ראשון לציון,שיכוני המזרח,יעקב 68,78,2021,1350000,4247-429-21,דירה בבית,3,17308
162,ראשון לציון,שיכוני המזרח,מורדי הגטאות 33,56.5,2021,1240000,4242-380-24,דירה בבית,3,21947
163,ראשון לציון,שיכוני המזרח,הרקפת 90,179,2021,3675000,4243-170-1,דירה בבית,6,20531
167,ראשון לציון,שיכוני המזרח,הקנאים 5,123,2021,2600000,4243-99-2,דירה בבית,4,21138
169,ראשון לציון,שיכוני המזרח,0,230,2021,1750000,4243-126-2,קוטג' דו משפחתי,7,7609
170,ראשון לציון,שיכוני המזרח,האלה 17,100,2021,400000,4242-567-1,דירה בבית,4,4000
171,ראשון לציון,שיכוני המזרח,מרבד הקסמים 8,70,2021,1550000,4246-144-2,קוטג' חד משפחתי,1,22143
173,ראשון לציון,שיכוני המזרח,יעקב 35,161.9,2021,1850000,4242-452-1,קוטג' חד משפחתי,6,11427
174,ראשון לציון,שיכוני המזרח,מורדי הגטאות 35,82,2021,1580000,4242-365-4,דירה בבית,4,19268
175,ראשון לציון,שיכוני המזרח,נחמיה 118,230,2021,3670000,4246-71-4,קוטג' דו משפחתי,6,15957
179,ראשון לציון,שיכוני המזרח,סטרומה 1,117.9,2021,2000000,4243-189-2,קוטג' דו משפחתי,4,16964
181,ראשון לציון,שיכוני המזרח,יעקב 61,62.5,2021,1330000,4247-431-6,דירה בבית,3,21280
182,ראשון לציון,שיכוני המזרח,האורן 18,178,2021,3100000,4242-570-6,קוטג' דו משפחתי,5,17416
187,ראשון לציון,שיכוני המזרח,הפרח 83,146.94,2021,3650000,4241-288-2,קוטג' דו משפחתי,5,24840
190,ראשון לציון,שיכוני המזרח,מורדי הגטאות 40,71.8,2021,1670000,4242-526-120,דירה בבית,3,23259
191,ראשון לציון,שיכוני המזרח,האלה 11,267.41,2021,3190000,4242-565-2,קוטג' דו משפחתי,5,11929
192,ראשון לציון,שיכוני המזרח,מורדי הגטאות 47,40.3,2021,600000,4242-469-40,דירה בבית,2,14888
193,ראשון לציון,שיכוני המזרח,ראבע 3,235,2021,4400000,5416-79-2,קוטג' דו משפחתי,7,18723
194,ראשון לציון,שיכוני המזרח,דרבלה 14,170,2021,3287000,4242-391-1,קוטג' דו משפחתי,6,19335
195,ראשון לציון,שיכוני המזרח,הדודאים 3,61,2021,1150000,4242-363-47,דירה בבית,4,18852
196,ראשון לציון,שיכוני המזרח,מורדי הגטאות 33,56.5,2021,1330000,4242-380-32,דירה בבית,3,23540
197,ראשון לציון,שיכוני המזרח,מורדי הגטאות 45,75.6,2021,1330000,4242-469-12,דירה בבית,3,17593
198,ראשון לציון,שיכוני המזרח,מורדי הגטאות 30,157.92,2021,2800000,4242-384-1,קוטג' דו משפחתי,7,17730
200,ראשון לציון,שיכוני המזרח,מורדי הגטאות 84,75,2021,1350000,4243-285-4,קוטג' חד משפחתי,3,18000
201,ראשון לציון,שיכוני המזרח,הפרח 42,90,2021,2225000,4242-178-1,קוטג' דו משפחתי,4,24722
202,ראשון לציון,שיכוני המזרח,מרבד הקסמים 5,131,2021,2830000,4246-112-3,קוטג' דו משפחתי,6,21603
203,ראשון לציון,שיכוני המזרח,הרקפת 72,99.4,2021,2100000,4243-139-2,קוטג' חד משפחתי,3,21127
205,ראשון לציון,שיכוני המזרח,הרקפת 88,194.8,2021,3150000,4243-169-2,דירה בבית,6,16170
206,ראשון לציון,שיכוני המזרח,הנביאים 40,201,2021,3200000,4243-174-2,קוטג' דו משפחתי,9,15920
207,ראשון לציון,שיכוני המזרח,מורדי הגטאות 40,71.8,2021,1540000,4242-526-132,דירה בבית,3,21448
208,ראשון לציון,שיכוני המזרח,יעקב 63,62.5,2021,1410000,4247-432-15,דירה בבית,3,22560
209,ראשון לציון,שיכוני המזרח,שבטי ישראל 86,93.5,2021,1980000,4247-501-37,קוטג' דו משפחתי,4,21176
214,ראשון לציון,שיכוני המזרח,הנביאים 45,100,2021,2500000,4243-173-1,דירה בבית,4,25000
219,ראשון לציון,שיכוני המזרח,מרבד הקסמים 7,157,2021,2700000,4246-114-2,קוטג' דו משפחתי,6,17197
222,ראשון לציון,שיכוני המזרח,שבטי ישראל 76,93.5,2020,2380000,4247-501-42,דירה בבית,4,25455
225,ראשון לציון,שיכוני המזרח,מורדי הגטאות 40,71.8,2020,1350000,4242-526-75,דירה בבית,3,18802
227,ראשון לציון,שיכוני המזרח,יעקב 65,62.5,2020,1300000,4247-433-7,דירה בבית,3,20800
229,ראשון לציון,שיכוני המזרח,עזרא 17,45,2020,1150000,4242-441-1,קוטג' חד משפחתי,2,25556
