מספר סידורי,שם העיר,שם השכונה,כתובת,שטח במר,תאריך העסקה,מחיר העסקה,גוש,סוג נכס,חדרים,מחיר למר
1,רמת גן,כפר אזר,0,113,2025,4380000,6178-27-4,דירה בבית,4,38761
2,רמת גן,כפר אזר,0,118,2025,4079000,6178-27-5,דירה בבית,5,34568
3,רמת גן,כפר אזר,0,118,2025,4058000,6178-27-7,דירה בבית,4,34390
4,רמת גן,כפר אזר,0,118,2025,4339000,6178-27-9,דירה בבית,5,36771
5,רמת גן,כפר אזר,0,118,2025,3592000,6178-27-12,דירה בבית,4,30441
7,רמת גן,כפר אזר,0,195,2025,7905000,6178-27-18,דירה בבית,6,40538
8,רמת גן,כפר אזר,0,118,2025,4156000,6178-27-21,דירה בבית,5,35220
11,רמת גן,כפר אזר,0,118,2025,4023000,6178-27-29,דירה בבית,4,34093
12,רמת גן,כפר אזר,0,113,2025,4111000,6178-27-31,דירה בבית,4,36381
13,רמת גן,כפר אזר,0,118,2025,4234000,6178-27-33,דירה בבית,5,35881
14,רמת גן,כפר אזר,0,118,2025,3951000,6178-27-35,דירה בבית,4,33483
15,רמת גן,כפר אזר,0,118,2025,4151000,6178-27-40,דירה בבית,4,35178
16,רמת גן,כפר אזר,0,113,2025,4028000,6178-27-43,דירה בבית,4,35646
17,רמת גן,כפר אזר,0,113,2025,4188000,6178-27-48,דירה בבית,4,37062
18,רמת גן,כפר אזר,0,118,2025,4339000,6178-27-51,דירה בבית,5,36771
19,רמת גן,כפר אזר,0,113,2025,3813000,6178-27-53,דירה בבית,4,33743
20,רמת גן,כפר אזר,0,118,2025,4274000,6178-27-59,דירה בבית,5,36220
21,רמת גן,כפר אזר,0,118,2025,4028000,6178-27-61,דירה בבית,4,34136
22,רמת גן,כפר אזר,0,118,2025,4078000,6178-27-64,דירה בבית,4,34559
23,רמת גן,כפר אזר,0,118,2025,4429000,6178-27-70,דירה בבית,5,37534
24,רמת גן,כפר אזר,0,118,2025,3937000,6178-27-71,דירה בבית,4,33364
25,רמת גן,כפר אזר,0,118,2025,4399000,6178-27-75,דירה בבית,5,37280
26,רמת גן,כפר אזר,0,113,2025,3801000,6178-27-77,דירה בבית,4,33637
28,רמת גן,כפר אזר,0,113,2025,3883000,6178-27-81,דירה בבית,4,34363
30,רמת גן,כפר אזר,0,118,2025,4341000,6178-27-84,דירה בבית,5,36788
95,רמת גן,כפר אזר,הבנים 6,260,2022,8897000,6177-266-2,קוטג' חד משפחתי,6,34219
