מספר סידורי,כתובת,שטח במר,תאריך העסקה,מחיר העסקה,גוש,סוג נכס,חדרים,קומה
1,מלכי ישראל 182,72.9,"2025","1370000",3021-128-18,דירה בבית קומות,4,רביעית
2,מלכי ישראל 182,64.8,"2025","1200000",3021-128-12,דירה בבית קומות,3,שלישית
3,מלכי ישראל 182,64.8,"2025","1240000",3021-128-16,דירה בבית קומות,3,רביעית
4,מלכי ישראל 182,72.9,"2025","1245000",3021-128-6,דירה בבית קומות,4,ראשונה
5,עין הבשור 21,117.4,"2025","2850000",3021-25-1,בית בודד,5,קרקע וראשונה
6,רותם 9,64,"2025","1070000",1499-184-1,דירה בבית קומות,3,ראשונה
7,מלכי ישראל 186,72.9,"2025","1460000",3021-128-49,דירה בבית קומות,4,ראשונה
8,מלכי ישראל 215,64.8,"2024","1120000",3021-129-63,דירה בבית קומות,3,חמישית
9,צפע 7,58.6,"2024","1620000",3022-94-2,קוטג' דו משפחתי,3,קרקע
10,מלכי ישראל 213,64.8,"2024","1140000",3021-129-73,דירה בבית קומות,3,שניה
11,ממשית 9,129,"2024","2600000",3022-122-2,דירה בבית קומות,5,קרקע
12,עבדת 12,59,"2024","619000",3022-71-1,קוטג' דו משפחתי,3,קרקע
13,מלכי ישראל 211,64.8,"2024","1090000",3021-129-100,דירה בבית קומות,3,שלישית
14,מלכי ישראל 213,64.8,"2024","1050000",3021-129-82,דירה בבית קומות,3,רביעית
15,מלכי ישראל 213,72.9,"2024","1300000",3021-129-80,דירה בבית קומות,4,שלישית
16,שיזפון 2,59,"2024","825000",3022-34-1,קוטג' דו משפחתי,3,קרקע
17,שבטה 24,42.4,"2024","410000",3022-117-2,דירה בבית קומות,3,קרקע
18,מלכי ישראל 190,72.9,"2024","1290000",3021-128-98,דירה בבית קומות,4,שניה
19,מלכי ישראל 184,72.9,"2024","178000",3021-128-27,דירה בבית קומות,4,ראשונה
20,צופר 13,59,"2024","1720000",3022-8-1,קוטג' דו משפחתי,3,קרקע
21,ממשית 23,42.2,"2024","1750000",3022-129-2,קוטג' דו משפחתי,3,קרקע
