מספר סידורי,שם העיר,שם השכונה,כתובת,שטח במר,תאריך העסקה,מחיר העסקה,גוש,סוג נכס,חדרים,מחיר למר
1,אשקלון,הסיטי,שילה 2,109.4,2025,1920000,2869-54-15,דירה בבית,4,17550
2,אשקלון,הסיטי,גבע 1,98.5,2025,1420000,2869-18-65,דירה בבית,3,14416
3,אשקלון,הסיטי,גבע 1,113.97,2025,1590000,2869-18-98,דירה בבית,4,13951
4,אשקלון,הסיטי,מצדה 4,83.4,2025,1400000,2869-15-42,דירה בבית,3.5,16787
5,אשקלון,הסיטי,אשתאול 1,134,2025,1330000,2869-28-175,דירה בבית,5,9925
6,אשקלון,הסיטי,אשתאול 1,75,2025,1170000,2869-28-176,דירה בבית,3,15600
7,אשקלון,הסיטי,בן גוריון 11,109,2025,1430000,2869-31-29,דירה בבית,4,13119
8,אשקלון,הסיטי,אשתאול 1,107,2025,475000,2869-28-177,דירה בבית,4,4439
9,אשקלון,הסיטי,בן גוריון 13,99,2025,1450000,2869-39-19,דירה בבית,4,14646
10,אשקלון,הסיטי,בן גוריון 13,132,2025,1500000,2869-39-18,דירה בבית,5,11364
11,אשקלון,הסיטי,בן גוריון 11,146,2025,1740000,2869-31-30,דירה בבית,5,11918
12,אשקלון,הסיטי,מצדה 4,124.6,2025,1935000,2869-15-31,דירה בבית,5,15530
13,אשקלון,הסיטי,אשתאול 4,108.6,2025,1550000,2869-33-27,דירה בבית,4,14273
14,אשקלון,הסיטי,בית אל 5,98.9,2025,1345000,2869-37-12,דירה בבית,4,13600
15,אשקלון,הסיטי,בית אל 7,92.7,2025,1450000,2869-37-34,דירה בבית,4,15642
16,אשקלון,הסיטי,בן גוריון 3,105.5,2025,1710000,2869-54-104,דירה בבית,4,16209
17,אשקלון,הסיטי,אשתאול 3,70,2025,1260000,2869-30-7,דירה בבית,3,18000
18,אשקלון,הסיטי,שילה 4,117.2,2025,1650000,2869-13-38,דירה בבית,5,14078
19,אשקלון,הסיטי,אשתאול 1,124,2025,1435000,2869-28-178,דירה בבית,4,11573
20,אשקלון,הסיטי,אברהם שטרן 1,104.5,2025,1600000,2869-42-26,דירה בבית,4,15311
21,אשקלון,הסיטי,אשתאול 1,113,2025,1900000,2869-28-179,דירה בבית,5,16814
22,אשקלון,הסיטי,בית אל 17,155.2,2025,2575000,2869-17-44,דירה בבית,5,16591
23,אשקלון,הסיטי,בית אל 17,89.1,2025,1650000,2869-17-45,דירה בבית,4,18519
24,אשקלון,הסיטי,בן גוריון 13,77,2024,1250000,2869-39-20,דירה בבית,3,16234
25,אשקלון,הסיטי,גבע 1,122.26,2024,1660000,2869-18-81,דירה בבית,5,13578
26,אשקלון,הסיטי,בן גוריון 3,105.5,2024,1750000,2869-54-132,דירה בבית,4,16588
27,אשקלון,הסיטי,בן גוריון 11,80,2024,1200000,2869-31-27,דירה בבית,3,15000
29,אשקלון,הסיטי,אשתאול 3,115,2024,1415000,2869-30-8,דירה בבית,5,12304
30,אשקלון,הסיטי,שילה 1,90,2024,1500000,2869-8-34,דירה בבית,4,16667
31,אשקלון,הסיטי,אשתאול 1,113,2024,2250000,2869-28-174,דירה בבית,5,19912
32,אשקלון,הסיטי,גבע 1,88.56,2024,1350000,2869-18-54,דירה בבית,3,15244
33,אשקלון,הסיטי,גבע 1,117.3,2024,1350000,2869-18-139,דירה בבית,5,11509
34,אשקלון,הסיטי,גבע 1,117.4,2024,1500000,2869-18-107,דירה בבית,4,12777
