מספר סידורי,שם העיר,שם השכונה,כתובת,שטח במר,תאריך העסקה,מחיר העסקה,גוש,סוג נכס,מחיר למר,חדרים
3,בית שמש,נופי אביב,0,99,2022,1750000,5231-75-2,דירה בבית,4,17677
5,בית שמש,נופי אביב,החבצלת 8,170.7,2022,3270000,5965-5-2,דירה בבית,7,19156
6,בית שמש,נופי אביב,0,281,2021,3970000,5231-58-0,דירת,7,14128
7,בית שמש,נופי אביב,החבצלת 9,170.7,2021,2890000,5965-14-1,דירה בבית,6,16930
8,בית שמש,נופי אביב,הציפורן 9,170.7,2021,2600000,5966-26-1,דירה בבית,6,15231
9,בית שמש,נופי אביב,הציפורן 15,170.7,2020,2700000,5966-33-1,קוטג' דו משפחתי,6,15817
10,בית שמש,נופי אביב,החבצלת 19,170.7,2020,2495000,5965-9-2,דירת גן,6,14616
11,בית שמש,נופי אביב,היסמין 4,170.7,2019,2450000,5966-13-2,קוטג' דו משפחתי,7,14353
12,בית שמש,נופי אביב,היסמין 11,170.7,2018,2180000,5966-6-2,קוטג' דו משפחתי,6,12771
13,בית שמש,נופי אביב,היסמין 10,170.7,2017,2190000,5966-8-1,דירה בבית,6,12830
14,בית שמש,נופי אביב,הציפורן 2,170.7,2016,2000000,5966-19-1,קוטג' דו משפחתי,6,11716
15,בית שמש,נופי אביב,היסמין 17,170.7,2016,2550000,5967-13-1,דירה בבית,6,14938
16,בית שמש,נופי אביב,החבצלת 12,170.7,2016,2100000,5965-3-1,דירה בבית,6,12302
17,בית שמש,נופי אביב,היסמין 12,170.7,2016,1870000,5966-5-2,דירה בבית,6,10955
18,בית שמש,נופי אביב,החבצלת 16,180.2,2016,1037000,5965-1-1,דירה בבית,6,5755
19,בית שמש,נופי אביב,החבצלת 3,170.7,2015,1934000,5965-17-1,דירה בבית,6,11330
20,בית שמש,נופי אביב,החרצית 8,170.7,2015,2039000,5965-19-1,דירה בבית,6,11945
21,בית שמש,נופי אביב,החרצית 4,170.7,2015,2050000,5965-21-2,דירה בבית,6,12009
22,בית שמש,נופי אביב,החבצלת 16,170.7,2015,2050000,5965-1-2,דירה בבית,6,12009
