מספר סידורי,שם העיר,שם השכונה,כתובת,שטח במר,תאריך העסקה,מחיר העסקה,גוש,סוג נכס,מחיר למר,חדרים
1,נהריה,מרכז העיר,קרן היסוד 10,79,2025,1650000,18172-339-4,דירה בבית,3,20886
2,נהריה,מרכז העיר,לוחמי הגטאות 60,116,2025,2449000,18175-63-65,דירה בבית,5,21112
3,נהריה,מרכז העיר,הגעתון 52,65,2025,1700000,18169-35-7,דירה בבית,4,26154
4,נהריה,מרכז העיר,בלפור 42,90.65,2025,1675000,18173-41-7,דירה בבית,4,18478
5,נהריה,מרכז העיר,ז'בוטינסקי 6,108.3,2025,1600000,18169-46-8,דירה בבית,4,14774
6,נהריה,מרכז העיר,המיסדים 17,92.08,2025,1350000,18170-144-6,דירה בבית,4,14661
7,נהריה,מרכז העיר,לוחמי הגטאות 60,106,2025,1875000,18175-63-66,דירה בבית,4,17689
8,נהריה,מרכז העיר,ז'בוטינסקי 43,97,2025,1640000,18165-22-4,דירה בבית,4,16907
9,נהריה,מרכז העיר,ז'בוטינסקי 22,120,2025,2650000,18167-49-6,דירה בבית,5,22083
10,נהריה,מרכז העיר,עגנון 52,95.88,2025,1270000,18174-118-7,דירה בבית,4,13246
11,נהריה,מרכז העיר,ז'בוטינסקי 25,115,2025,2030000,18167-29-31,דירה בבית,4,17652
12,נהריה,מרכז העיר,הרצל 1,97.3,2025,1240000,18166-139-21,דירה בבית,4,12744
13,נהריה,מרכז העיר,קפלן 25,82.89,2025,1400000,18174-68-8,דירה בבית,3,16890
14,נהריה,מרכז העיר,ויצמן 1,118,2025,2000000,18166-9-29,דירה בבית,5,16949
16,נהריה,מרכז העיר,ז'בוטינסקי 22,120,2025,2400000,18167-49-7,דירה בבית,5,20000
17,נהריה,מרכז העיר,קרן היסוד 15,122,2025,1885000,18172-334-7,דירה בבית,5,15451
18,נהריה,מרכז העיר,ויצמן 61,55.73,2025,1000000,18170-13-17,דירה בבית,3,17944
19,נהריה,מרכז העיר,ויצמן 107,86.63,2025,1300000,18174-92-13,דירה בבית,4,15006
21,נהריה,מרכז העיר,ויצמן 98,65.11,2025,1300000,18174-153-10,דירה בבית,3,19966
24,נהריה,מרכז העיר,הרצל 47,132,2025,2370000,18168-159-2,דירה בבית,5,17955
25,נהריה,מרכז העיר,וולפסון 12,108,2025,1500000,18170-188-5,דירה בבית,4,13889
26,נהריה,מרכז העיר,רמז 32,47.3,2025,1150000,18174-147-7,דירה בבית,3,24313
27,נהריה,מרכז העיר,0,121,2025,2825000,18175-156-14,דירה בבית,5,23347
28,נהריה,מרכז העיר,קרן היסוד 43,97.82,2025,1225000,18175-153-9,דירה בבית,4,12523
29,נהריה,מרכז העיר,ז'בוטינסקי 22,120,2025,2890000,18167-49-8,דירה בבית,5,24083
30,נהריה,מרכז העיר,הרצל 128,140,2025,2500000,19915-8-40,דירה בבית,5,17857
31,נהריה,מרכז העיר,וולפסון 56,83.29,2025,1560000,18166-85-8,דירה בבית,4,18730
32,נהריה,מרכז העיר,אחד העם 14,105.3,2025,1470000,18172-225-10,דירה בבית,4,13960
34,נהריה,מרכז העיר,סילבר 10,133,2025,2399000,18165-119-28,דירה בבית,5,18038
36,נהריה,מרכז העיר,ויצמן 6,114.5,2025,1530000,18165-153-17,דירה בבית,4,13362
37,נהריה,מרכז העיר,המייסדים 31,100.08,2025,1630000,18169-14-7,דירה בבית,4,16287
38,נהריה,מרכז העיר,לוחמי הגטאות 60,106,2025,1802000,18175-63-67,דירה בבית,4,17000
39,נהריה,מרכז העיר,וולפסון 52,87.8,2025,1490000,18166-156-13,דירה בבית,4,16970
41,נהריה,מרכז העיר,ויצמן 1,82.7,2025,1500000,18166-9-17,דירה בבית,4,18138
42,נהריה,מרכז העיר,וולפסון 50,92.31,2025,1200000,18166-125-10,דירה בבית,4,13000
43,נהריה,מרכז העיר,ז'בוטינסקי 22,101,2025,2020000,18167-49-9,דירה בבית,4,20000
44,נהריה,מרכז העיר,הרצל 1,97.3,2025,1210000,18166-139-20,דירה בבית,4,12436
45,נהריה,מרכז העיר,וולפסון 41,101,2025,2060000,18168-70-3,דירה בבית,4,20396
46,נהריה,מרכז העיר,ז'בוטינסקי 43,100.3,2025,1750000,18165-22-5,דירה בבית,5,17448
47,נהריה,מרכז העיר,עגנון 37,110.8,2025,1930000,18174-95-14,דירה בבית,4,17419
48,נהריה,מרכז העיר,עגנון 3,101.8,2025,1869000,18172-149-14,דירה בבית,4,18360
50,נהריה,מרכז העיר,אחד העם 2,115,2025,1815000,18172-197-4,דירה בבית,5,15783
51,נהריה,מרכז העיר,העלייה 3,60.8,2025,1450000,18169-29-1,דירה בבית,3,23849
52,נהריה,מרכז העיר,הרצל 52,104,2025,1500000,18170-225-25,דירה בבית,5,14423
53,נהריה,מרכז העיר,המייסדים 11,116.78,2025,1400000,18170-174-28,דירה בבית,4,11988
54,נהריה,מרכז העיר,ז'בוטינסקי 63,115,2025,2210000,18165-12-2,דירה בבית,5,19217
55,נהריה,מרכז העיר,וולפסון 54,102.8,2025,1525000,18166-144-6,דירה בבית,5,14835
56,נהריה,מרכז העיר,ז'בוטינסקי 63,108,2025,1700000,18165-12-3,דירה בבית,4,15741
57,נהריה,מרכז העיר,פינסקר 7,111.98,2025,1870000,18169-131-7,דירה בבית,5,16699
58,נהריה,מרכז העיר,אחד העם 2,115,2025,1840000,18172-197-5,דירה בבית,5,16000
59,נהריה,מרכז העיר,ויצמן 111,126.3,2025,2100000,18174-67-16,דירה בבית,5,16627
60,נהריה,מרכז העיר,לוחמי הגטאות 60,106,2025,1825000,18175-63-68,דירה בבית,4,17217
61,נהריה,מרכז העיר,0,59,2025,1070000,18172-302-23,דירה בבית,3,18136
63,נהריה,מרכז העיר,בלפור 24,93,2025,2025000,18171-45-11,דירה בבית,4,21774
64,נהריה,מרכז העיר,העלייה 28,145.6,2025,2900000,18167-15-10,דירה בבית,5,19918
65,נהריה,מרכז העיר,המייסדים 32,96.7,2025,1275000,18168-13-5,דירה בבית,4,13185
66,נהריה,מרכז העיר,עגנון 50,109.88,2025,1420000,18174-119-4,דירה בבית,5,12923
67,נהריה,מרכז העיר,קפלן 30,84.95,2025,1131300,18174-65-14,דירה בבית,3,13317
68,נהריה,מרכז העיר,הרצל 22,110,2025,1700000,18166-66-22,דירה בבית,4,15455
69,נהריה,מרכז העיר,קרן היסוד 33,68.5,2025,1100000,18175-39-19,דירה בבית,3,16058
70,נהריה,מרכז העיר,רמז 11,110.45,2025,1300000,18171-90-7,דירה בבית,5,11770
72,נהריה,מרכז העיר,ז'בוטינסקי 22,101,2025,1990000,18167-49-10,דירה בבית,4,19703
73,נהריה,מרכז העיר,ויצמן 59,154,2025,2020000,18170-76-6,דירה בבית,5,13117
74,נהריה,מרכז העיר,הרצל 52,94,2025,1150000,18170-225-35,דירה בבית,4,12234
75,נהריה,מרכז העיר,0,130,2025,1870000,18169-112-4,דירה בבית,5,14385
76,נהריה,מרכז העיר,קפלן 21,103.91,2025,1320000,18174-70-12,דירה בבית,4,12703
77,נהריה,מרכז העיר,אחד העם 2,96,2025,2025000,18172-197-6,דירה בבית,4,21094
78,נהריה,מרכז העיר,הרצל 1,97.3,2025,1125000,18166-139-35,דירה בבית,4,11562
79,נהריה,מרכז העיר,פינסקר 4,120,2025,1800000,18169-111-211,דירה בבית,4,15000
80,נהריה,מרכז העיר,0,125,2025,1750000,18169-112-5,דירה בבית,5,14000
81,נהריה,מרכז העיר,הרצל 47,132,2025,2253000,18168-159-3,דירה בבית,5,17068
82,נהריה,מרכז העיר,הרצל 45,79.79,2025,1290000,18168-54-6,דירה בבית,4,16167
83,נהריה,מרכז העיר,ויצמן 13,97.22,2025,1170000,18166-68-12,דירה בבית,4,12035
84,נהריה,מרכז העיר,הרצל 17,100,2025,2100000,18166-35-7,דירה בבית,4,21000
85,נהריה,מרכז העיר,רמז 26,90.05,2025,1640000,18174-79-4,דירה בבית,4,18212
86,נהריה,מרכז העיר,אחד העם 9,114,2025,2990000,18172-258-11,דירה בבית,5,26228
87,נהריה,מרכז העיר,הרצל 10,82.7,2025,1550000,18166-16-8,דירה בבית,4,18742
89,נהריה,מרכז העיר,הרצל 101,113.3,2025,1910000,18175-125-8,דירה בבית,5,16858
91,נהריה,מרכז העיר,הרצל 94,95.3,2025,1875000,18175-181-11,דירה בבית,4,19675
92,נהריה,מרכז העיר,ויצמן 38,79.2,2025,1950000,18167-77-3,דירה בבית,4,24621
93,נהריה,מרכז העיר,עגנון 52,75.51,2025,1240000,18174-118-9,דירה בבית,3,16422
94,נהריה,מרכז העיר,הרצל 38,76.1,2025,1200000,18168-174-6,דירה בבית,4,15769
96,נהריה,מרכז העיר,הרצל 1,97.3,2025,1200000,18166-139-32,דירה בבית,4,12333
97,נהריה,מרכז העיר,קפלן 24,111.2,2025,1900000,18174-135-11,דירה בבית,5,17086
98,נהריה,מרכז העיר,הרצל 115,74.42,2025,1160000,18175-34-79,דירה בבית,4,15587
