מספר סידורי,שם העיר,שם השכונה,כתובת,שטח במר,תאריך העסקה,מחיר העסקה,גוש,סוג נכס,חדרים,מחיר למר
1,קרית מלאכי,וייצמן,רבקה ומרדכי גובר 1,63.2,2025,1150000,2411-14-6,דירה בבית,4,18196
2,קרית מלאכי,וייצמן,רבקה ומרדכי גובר 13,62.55,2025,1050000,2411-31-22,דירה בבית,3,16787
3,קרית מלאכי,וייצמן,רבקה ומרדכי גובר 9,63.5,2025,1250000,2411-12-2,דירה בבית,3,19685
4,קרית מלאכי,וייצמן,רבקה ומרדכי גובר 7,45.4,2025,800000,2411-11-30,דירה בבית,2.5,17621
5,קרית מלאכי,וייצמן,רבקה ומרדכי גובר 4,94.9,2025,1650000,2411-19-19,דירה בבית,6,17387
6,קרית מלאכי,וייצמן,רבקה ומרדכי גובר 4,96.5,2025,1090000,2411-19-13,דירה בבית,5,11295
7,קרית מלאכי,וייצמן,ויצמן 4,60,2025,1155000,2411-20-17,דירה בבית,3,19250
8,קרית מלאכי,וייצמן,רבקה ומרדכי גובר 4,62.8,2025,1080000,2411-19-18,דירה בבית,3,17197
9,קרית מלאכי,וייצמן,ויצמן 10,63.2,2025,880000,2411-14-30,דירה בבית,4,13924
10,קרית מלאכי,וייצמן,רבקה ומרדכי גובר 7,45.4,2025,840000,2411-11-20,דירה בבית,2,18502
11,קרית מלאכי,וייצמן,ויצמן 4,79,2025,1200000,2411-20-30,דירה בבית,4,15190
12,קרית מלאכי,וייצמן,גובר רבקה ומרדכי 4,62.8,2025,950000,2411-19-25,דירה בבית,3,15127
13,קרית מלאכי,וייצמן,ויצמן 4,60,2025,1170000,2411-20-20,דירה בבית,3,19500
14,קרית מלאכי,וייצמן,רבקה ומרדכי גובר 6,67.5,2025,1200000,2411-23-12,דירה בבית,4,17778
15,קרית מלאכי,וייצמן,ויצמן 22,63.2,2025,1120000,2411-9-5,דירה בבית,4,17722
16,קרית מלאכי,וייצמן,ויצמן 22,63.2,2025,1130000,2411-9-25,דירה בבית,4,17880
17,קרית מלאכי,וייצמן,רבקה ומרדכי גובר 4,62.8,2025,980000,2411-19-30,דירה בבית,3,15605
18,קרית מלאכי,וייצמן,רבקה ומרדכי גובר 13,62.55,2024,1150000,2411-31-27,דירה בבית,3,18385
19,קרית מלאכי,וייצמן,רבקה ומרדכי גובר 7,45.4,2024,830000,2411-11-25,דירה בבית,2,18282
20,קרית מלאכי,וייצמן,רבקה ומרדכי גובר 11,62.5,2024,1030000,2411-16-32,דירה בבית,3,16480
21,קרית מלאכי,וייצמן,ויצמן 22,63.2,2024,1000000,2411-9-27,דירה בבית,4,15823
22,קרית מלאכי,וייצמן,רבקה ומרדכי גובר 13,62.55,2024,1100000,2411-31-10,דירה בבית,3,17586
23,קרית מלאכי,וייצמן,ויצמן 22,63.2,2024,1200000,2411-9-7,דירה בבית,4,18987
24,קרית מלאכי,וייצמן,ויצמן 12,60,2024,1000000,2411-13-22,דירה בבית,3,16667
25,קרית מלאכי,וייצמן,ויצמן 2,77.4,2024,1285000,2411-25-21,דירה בבית,4,16602
26,קרית מלאכי,וייצמן,ויצמן 22,63.2,2024,1015000,2411-9-32,דירה בבית,4,16060
27,קרית מלאכי,וייצמן,בן גוריון 54,43.9,2024,875000,2411-21-23,דירה בבית,2,19932
28,קרית מלאכי,וייצמן,רבקה ומרדכי גובר 7,45.4,2024,256000,2411-11-8,דירה בבית,2,5639
29,קרית מלאכי,וייצמן,רבקה ומרדכי גובר 1,63.2,2024,1070000,2411-14-9,דירה בבית,4,16930
30,קרית מלאכי,וייצמן,ויצמן 6,60,2024,1180000,2411-18-3,דירה בבית,3,19667
31,קרית מלאכי,וייצמן,רבקה ומרדכי גובר 2,67.5,2024,1185000,2411-17-9,דירה בבית,4,17556
32,קרית מלאכי,וייצמן,רבקה ומרדכי גובר 4,62.8,2024,1220000,2411-19-11,דירה בבית,3,19427
33,קרית מלאכי,וייצמן,רבקה ומרדכי גובר 13,62.55,2024,920000,2411-31-7,דירה בבית,3,14708
34,קרית מלאכי,וייצמן,ויצמן 4,60,2024,1030000,2411-20-11,דירה בבית,3,17167
