מספר סידורי,שם העיר,שם השכונה,כתובת,שטח במר,תאריך העסקה,מחיר העסקה,גוש,סוג נכס,חדרים,מחיר למר
1,רחובות,דניה,וינר יוסף 1,61.38,2025,1485000,3705-615-4,דירה בבית,3,24194
2,רחובות,דניה,חסם 11,65.8,2025,1470000,3705-573-11,דירה בבית,3,22340
4,רחובות,דניה,התחיה 2,79.5,2025,1720000,3705-565-16,דירה בבית,4,21635
5,רחובות,דניה,חסם 11,65.7,2025,1550000,3705-570-38,דירה בבית,3,23592
6,רחובות,דניה,חסם 13,81,2025,2225000,3705-564-33,דירה בבית,4,27469
7,רחובות,דניה,לחי 53,64,2025,1700000,3705-560-6,דירה בבית,3,26563
8,רחובות,דניה,הרב זכריה מדר 34,106.61,2025,2500000,3705-360-4,דירה בבית,5,23450
9,רחובות,דניה,שטינברג 2,57.5,2025,1550000,3705-566-24,דירה בבית,3,26957
11,רחובות,דניה,חסם 11,65.8,2025,1500000,3705-573-29,דירה בבית,3,22796
12,רחובות,דניה,ההגנה 20,86.8,2025,1800000,3705-552-3,דירה בבית,4,20737
13,רחובות,דניה,ההגנה 12,83.61,2025,1900000,3705-617-7,דירה בבית,3.5,22725
14,רחובות,דניה,ההגנה 23,86.37,2025,1900000,3705-548-2,דירה בבית,5,21998
16,רחובות,דניה,לחי 53,64,2025,1500000,3705-560-13,דירה בבית,3,23438
17,רחובות,דניה,חסם 11,65.8,2025,1500000,3705-573-47,דירה בבית,3,22796
18,רחובות,דניה,שטינברג 8,42.5,2024,1250000,3705-569-13,דירה בבית,2,29412
19,רחובות,דניה,ההגנה 12,98.82,2024,2080000,3705-617-8,דירה בבית,4,21048
20,רחובות,דניה,התחייה 3,113.52,2024,2700000,3705-363-1,דירה בבית,5,23784
21,רחובות,דניה,חסם 11,66,2024,1640000,3705-573-13,דירה בבית,3,24848
22,רחובות,דניה,שטינברג 4,57.5,2024,1500000,3705-568-22,דירה בבית,3,26087
23,רחובות,דניה,חסם 13,93,2024,2125000,3705-564-34,דירה בבית,4,22849
24,רחובות,דניה,שטינברג 8,79.5,2024,400000,3705-569-14,דירה בבית,4,5031
26,רחובות,דניה,0,119.4,2024,3150000,3705-290-12,דירה בבית,6,26382
27,רחובות,דניה,שטינברג 1,57.5,2024,340000,3705-567-9,דירה בבית,3,5913
28,רחובות,דניה,לחי 53,64,2024,1660000,3705-560-2,דירה בבית,3,25938
29,רחובות,דניה,וינר יוסף 3,61.38,2024,900000,3705-615-14,דירה בבית,3,14663
31,רחובות,דניה,שטינברג 7,57.5,2024,1450000,3705-556-12,דירה בבית,3,25217
32,רחובות,דניה,חסם 13,93,2024,2250000,3705-564-35,דירה בבית,4,24194
33,רחובות,דניה,חסם 9,79.5,2024,1800000,3705-563-10,דירה בבית,4,22642
34,רחובות,דניה,חסם 11,40,2024,1100000,3705-572-42,דירה בבית,2,27500
35,רחובות,דניה,0,118,2024,2680000,3705-290-10,דירה בבית,5,22712
36,רחובות,דניה,לחי 51,64,2024,1500000,3705-561-2,דירה בבית,3,23438
37,רחובות,דניה,שטינברג 5,57.5,2024,1270000,3705-551-15,דירה בבית,3,22087
38,רחובות,דניה,שטינברג 6,45.1,2024,1340000,3705-571-24,דירה בבית,2,29712
39,רחובות,דניה,שטינברג 5,88.3,2024,950000,3705-551-18,דירה בבית,4,10759
40,רחובות,דניה,ההגנה 20,61.3,2024,1700000,3705-552-15,דירה בבית,3,27732
41,רחובות,דניה,ההגנה 12,83.73,2024,1800000,3705-617-3,דירה בבית,3.5,21498
42,רחובות,דניה,שטינברג 1,57.5,2024,1390000,3705-567-13,דירה בבית,3,24174
