מספר סידורי,כתובת,שטח במר,תאריך העסקה,מחיר העסקה,גוש,סוג נכס,חדרים,קומה
"1","השופטים 10","122","25/05/2025","3175000","6546-774-6","דירה בבית קומות","4","שניה"
"2","התנאים 2","120.5","03/02/2025","4300000","6546-552-36","דירה בבית קומות","4","תשיעית"
"3","שטרן אברהם 3","94","25/12/2024","3900000","6546-553-17","דירה בבית קומות","4.5","חמישית"
"4","השופטים 5","121","22/12/2024","4180000","6546-540-51","דירה בבית קומות","4","שלוש עשרה"
"5","אברהם שטרן 11","114","18/12/2024","1100000","6546-616-15","דירה בבית קומות","5","רביעית"
"6","אברהם שטרן 9","97","18/08/2024","4000000","6546-617-28","דירה בבית קומות","4","שביעית"
"7","התנאים 2","136","11/07/2024","3924000","6546-552-1","דירה בבית קומות","5","ראשונה"
"8","אברהם שטרן 11","116","05/05/2024","1550000","6546-616-8","דירה בבית קומות","5","שניה"
"9","אברהם שטרן 11","165","25/04/2024","3642000","6546-616-34","דירה בבית קומות","5","תשיעית"
"10","שטרן אברהם 3","94","12/04/2024","3259000","6546-553-32","דירה בבית קומות","4","שמינית"
"11","התנאים 7","118","24/03/2024","3400000","6546-723-10","דירה בבית קומות","4","שלישית"
"12","אברהם שטרן 11","116","19/03/2024","850000","6546-616-28","דירה בבית קומות","5","שביעית"
"13","השופטים 1","55","21/11/2023","9417000","6546-543-12","משרד","לא ידוע","ראשונה"
"14","התנאים 5","118","03/07/2023","3120000","6546-722-2","דירה בבית קומות","4","ראשונה"
"15","התנאים 3","134","08/03/2023","4350000","6546-721-25","דירה בבית קומות","5","שביעית"
"16","אברהם שטרן 9","97","07/03/2023","4400000","6546-617-12","דירה בבית קומות","4","שלישית"
"17","התנאים 5","134","07/03/2023","4000000","6546-722-22","דירה בבית קומות","4.5","שישית"
"18","השופטים 4","113","30/11/2022","4150000","6546-554-2","דירה בבית קומות","5.5","ראשונה"
"19","השופטים 5","143","13/10/2022","4300000","6546-540-25","דירה בבית קומות","5","שביעית"
"20","התנאים 5","134","22/09/2022","3825000","6546-722-15","דירה בבית קומות","5","רביעית"
"21","התנאים 2","124","13/09/2022","4200000","6546-552-55","דירה בבית קומות","5","ארבע עשרה"
"22","השופטים 5","143","30/08/2022","479000","6546-540-49","דירה בבית קומות","5","שלוש עשרה"
"23","אברהם שטרן 7","93","22/08/2022","3820000","6546-555-26","דירה בבית קומות","4","שביעית"
"24","אברהם שטרן 13","100","30/06/2022","3730000","6546-615-10","דירה בבית קומות","4","שלישית"
"25","אברהם שטרן 7","94","19/06/2022","2875000","6546-555-1","דירה בבית קומות","4.5","ראשונה"
"26","השופטים 5","121","14/06/2022","3680000","6546-540-38","דירה בבית קומות","4.5","עשירית"
"27","השופטים 5","91","14/03/2022","3170000","6546-540-12","דירה בבית קומות","4","שלישית"
"28","התנאים 2","120.5","21/02/2022","3575000","6546-552-27","דירה בבית קומות","5","שביעית"
"29","השופטים 10","119","19/12/2021","3125000","6546-774-13","דירה בבית קומות","4","רביעית"
"30","השופטים 10","119","24/11/2021","3500000","6546-774-20","דירה בבית קומות","4","חמישית"
"31","התנאים 1","119","18/11/2021","3100000","6546-772-4","דירה בבית קומות","4","ראשונה"
"32","המקובלים 5","100","03/11/2021","3300000","6546-618-13","דירה בבית קומות","4","רביעית"
"33","השופטים 4","115","05/08/2021","3000000","6546-554-9","דירה בבית קומות","5","שלישית"
"34","המקובלים 5","169","20/07/2021","5850000","6546-618-34","דירה בבית קומות","5","תשיעית"
"35","השופטים 7","102","17/06/2021","2535000","6546-540-86","דירה בבית קומות","4","רביעית"
"36","השופטים 7","102","04/05/2021","2520000","6546-540-85","דירה בבית קומות","4","רביעית"
"37","אברהם שטרן 11","116","02/05/2021","2730000","6546-616-24","דירה בבית קומות","5","שישית"
"38","השופטים 7","102","29/04/2021","2920000","6546-540-129","דירה בבית קומות","4","חמש עשרה"
"39","שטרן אברהם 3","93","24/03/2021","2657000","6546-553-7","דירה בבית קומות","4","שניה"
"40","אברהם שטרן 9","95","21/02/2021","2750000","6546-617-30","דירה בבית קומות","4","שמינית"
"41","התנאים 2","136","16/02/2021","3885000","6546-552-37","דירה בבית קומות","5","עשירית"
"42","אברהם שטרן 9","95","17/12/2020","2530000","6546-617-15","דירה בבית קומות","4","רביעית"
"43","השופטים 7","111","16/12/2020","2618000","6546-540-83","דירה בבית קומות","4","רביעית"
"44","השופטים 4","115","03/12/2020","3175000","6546-554-25","דירה בבית קומות","5","שביעית"
"45","התנאים 2","136","02/12/2020","3615000","6546-552-9","דירה בבית קומות","5","שלישית"
"46","אברהם שטרן 9","95","24/11/2020","2900000","6546-617-11","דירה בבית קומות","4.5","שלישית"
"47","השופטים 5","121","12/11/2020","2700000","6546-540-6","דירה בבית קומות","4","שניה"
"48","השופטים 7","102","07/10/2020","2610000","6546-540-137","דירה בבית קומות","4","שבע עשרה"
"49","שטרן אברהם 3","144","03/09/2020","3473000","6546-553-34","דירה בבית קומות","5","תשיעית"
"50","השופטים 7","102","20/07/2020","2390000","6546-540-77","דירה בבית קומות","4","שניה"
"51","השופטים 10","119","02/07/2020","2700000","6546-774-28","דירה בבית קומות","4","שביעית"
"52","השופטים 10","122","07/06/2020","2450000","6546-774-15","דירה בבית קומות","4","רביעית"
"53","השופטים 1","29.5","17/05/2020","1100000","6546-543-9","חנות","לא ידוע","ראשונה"
"54","התנאים 2","136","25/12/2019","3752000","6546-552-25","דירה בבית קומות","5","שביעית"
"55","אברהם שטרן 13","113","16/12/2019","750000","6546-615-28","דירה בבית קומות","4","שביעית"
"56","אברהם שטרן 11","116","04/12/2019","2675000","6546-616-5","דירה בבית קומות","5","שניה"
"57","אברהם שטרן 9","95","29/08/2019","2950000","6546-617-22","דירה בבית קומות","4","שישית"
"58","השופטים 7","111","26/08/2019","2650000","6546-540-108","דירה בבית קומות","4.5","עשירית"
"59","השופטים 10","122","03/07/2019","2770000","6546-774-10","דירה בבית קומות","4","שלישית"
"60","המקובלים 5","113","30/06/2019","1350000","6546-618-14","דירה בבית קומות","5.5","רביעית"
"61","השופטים 7","111","24/06/2019","2850000","6546-540-124","דירה בבית קומות","4","ארבע עשרה"
"62","התנאים 3","118","05/06/2019","2630000","6546-721-2","דירה בבית קומות","4","ראשונה"
"63","אברהם שטרן 7","93","19/05/2019","2520000","6546-555-2","דירה בבית קומות","4.5","ראשונה"
"64","אברהם שטרן 11","165","19/03/2019","5050000","6546-616-33","דירת גג","6","תשיעית"
"65","התנאים 5","118","14/03/2019","2580000","6546-722-24","דירה בבית קומות","4","שישית"
"66","התנאים 3","118","14/03/2019","2670000","6546-721-24","דירה בבית קומות","4","שישית"
"67","התנאים 2","136","03/03/2019","3800000","6546-552-22","דירה בבית קומות","5","שישית"
"68","אברהם שטרן 11","116","26/02/2019","5600000","6546-616-32","דירה בבית קומות","5","שמינית"
"69","השופטים 7","111","13/01/2019","2740000","6546-540-76","דירה בבית קומות","4","שניה"
"70","התנאים 5","195","19/12/2018","445000","6546-722-33","דירת גג","6","תשיעית"
"71","השופטים 5","143","20/09/2018","3350000","6546-540-45","דירה בבית קומות","5","שתים עשרה"
"72","אברהם שטרן 9","97","07/09/2018","1450000","6546-617-32","דירה בבית קומות","4.5","שמינית"
"73","אברהם שטרן 11","116","16/08/2018","2787000","6546-616-20","דירה בבית קומות","5","חמישית"
"74","השופטים 10","119","10/07/2018","2550000","6546-774-25","דירה בבית קומות","4","שביעית"
"75","השופטים 5","121","05/07/2018","2650000","6546-540-59","דירה בבית קומות","3.5","חמש עשרה"
"76","התנאים 5","134","24/05/2018","2775000","6546-722-31","דירה בבית קומות","5","שמינית"
"77","השופטים 7","102","22/03/2018","2500000","6546-540-98","דירה בבית קומות","4","שביעית"
"78","התנאים 1","120","14/03/2018","2550000","6546-772-23","דירה בבית קומות","4","שישית"
"79","התנאים 7","118","08/02/2018","2550000","6546-723-3","דירה בבית קומות","4","ראשונה"
"80","התנאים 3","195","01/02/2018","4450000","6546-721-34","דירה בבית קומות","5","תשיעית"
"81","אברהם שטרן 13","100","07/12/2017","2745000","6546-615-13","דירה בבית קומות","4","רביעית"
"82","התנאים 7","118","03/12/2017","3400000","6546-723-29","דירה בבית קומות","4.5","שמינית"
"83","השופטים 5","143","17/11/2017","3400000","6546-540-37","דירה בבית קומות","5","עשירית"
"84","אברהם שטרן 7","94","25/09/2017","2700000","6546-555-16","דירה בבית קומות","4.5","רביעית"
"85","השופטים 4","115","11/09/2017","2759000","6546-554-20","דירה בבית קומות","5","חמישית"
"86","התנאים 7","118","30/08/2017","3400000","6546-723-26","דירה בבית קומות","4","שביעית"
"87","השופטים 7","102","21/08/2017","2625000","6546-540-117","דירה בבית קומות","4","שתים עשרה"
"88","התנאים 7","134","29/03/2017","3599000","6546-723-14","דירה בבית קומות","5","רביעית"
"89","השופטים 5","121","23/03/2017","3050000","6546-540-43","דירה בבית קומות","4","אחת עשרה"
"90","השופטים 5","143","19/03/2017","3520000","6546-540-53","דירה בבית קומות","5","ארבע עשרה"
"91","אברהם שטרן 9","97","26/02/2017","2850000","6546-617-29","דירה בבית קומות","4.5","שמינית"
"92","השופטים 7","111","30/01/2017","2999000","6546-540-99","דירה בבית קומות","4","שמינית"
"93","המקובלים 5","100","28/07/2016","2650000","6546-618-10","דירה בבית קומות","4","שלישית"
"94","השופטים 5","91","12/07/2016","2275000","6546-540-24","דירה בבית קומות","4","שישית"
"95","התנאים 1","120","07/06/2016","2600000","6546-772-19","דירה בבית קומות","4","חמישית"
"96","השופטים 5","121","04/05/2016","2525000","6546-540-22","דירה בבית קומות","4","שישית"
"97","אברהם שטרן 9","97","12/04/2016","2656000","6546-617-17","דירה בבית קומות","4","חמישית"
"98","השופטים 7","102","12/04/2016","800000","6546-540-89","דירה בבית קומות","4","חמישית"
