מספר סידורי,כתובת,שטח במר,תאריך העסקה,מחיר העסקה,גוש,סוג נכס,חדרים,קומה
1,אבני החושן 12,154,"2025","2770000",32005-32-1,דירה בבית קומות,5,לא ידוע
2,אבני החושן 46,83,"2025","1500000",32005-38-1,דירה בבית קומות,3,שלישית
3,אבני החושן 12,93,"2025","1710000",32005-32-2,דירה בבית קומות,4,שניה
4,אבני החושן 56,97,"2025","1600000",32005-37-1,דירה בבית קומות,4,שניה
5,אבני החושן 64,95,"2025","1710000",32005-36-1,דירה בבית קומות,3,שלישית
6,אבני החושן 10,90,"2024","1800000",32005-32-3,דירה בבית קומות,4,שלישית
7,אבני החושן 4,78,"2024","1565000",32005-30-1,דירה בבית קומות,3,ראשונה
8,אבני החושן 2,113,"2024","950000",32005-30-2,דירה בבית קומות,5,ראשונה
9,אבני החושן 38,104,"2024","1750000",32005-39-1,דירה בבית קומות,4,ראשונה
10,אבני החושן 46,95,"2024","1800000",32005-38-2,דירה בבית קומות,4,ראשונה
11,אבני החושן 34,113,"2024","1800000",32005-39-2,דירה בבית קומות,5,ראשונה
12,אבני החושן 68,83,"2024","770000",32005-35-1,דירה בבית קומות,3,שניה
13,אבני החושן 62,89,"2023","1990000",32005-6-1,דירת גן,4,ראשונה
14,אבני החושן 58,77,"2023","519000",32005-36-2,דירה בבית קומות,3,שניה
15,אבני החושן 56,97,"2023","1730000",32005-37-2,דירה בבית קומות,4,שלישית
16,אבני החושן 10,319,"2023","6500000",30616-803-1,משרד,לא ידוע,ראשונה
17,אבני החושן 70,113,"2022","1880000",63616-70-1,דירה בבית קומות,5,שניה
18,אבני החושן 60,77,"2022","1430000",32005-36-3,דירה בבית קומות,3,שלישית
19,אבני החושן 46,95,"2022","1725000",32005-38-3,דירה בבית קומות,4,ראשונה
20,אבני החושן 72,120,"2022","336000",32005-35-2,דירה בבית קומות,4,שלישית
21,אבני החושן 24,77,"2022","1530000",32005-34-1,דירה בבית קומות,4,שניה
22,אבני החושן 52,66,"2021","1150000",32005-37-3,דירה בבית קומות,2,שניה
23,אבני החושן 9,179,"2021","2765000",63616-5-12,דירה בבית קומות,6,ראשונה
24,אבני החושן 2,103,"2021","1590000",32005-30-3,דירה בבית קומות,5,ראשונה
25,אבני החושן 29,94,"2021","1250000",63616-34-2,דירה בבית קומות,4,שלישית
26,אבני החושן 68,84,"2021","1450000",32005-35-3,דירה בבית קומות,4,שניה
27,אבני החושן 33,90,"2021","1630000",63616-35-1,דירה בבית קומות,5,שניה
28,אבני החושן 10,111,"2021","1710000",32005-32-4,דירה בבית קומות,4,ראשונה
29,אבני החושן 16,84,"2021","1420000",32005-33-1,דירה בבית קומות,4,שלישית
30,אבני החושן 8,105,"2021","1400000",32005-37-4,דירה בבית קומות,4,שניה
31,אבני החושן 7,139,"2021","2590000",63616-7-22,דירה בבית קומות,6,ראשונה
32,אבני החושן 62,89,"2020","1340000",32005-36-4,דירה בבית קומות,4,ראשונה
33,אבני החושן 68,59,"2020","992000",32005-35-4,דירה בבית קומות,2,שלישית
34,אבני החושן 10,77,"2020","1280000",32005-32-5,דירה בבית קומות,4,ראשונה
35,אבני החושן 1,125,"2020","1184000",63616-10-29,דירה בבית קומות,5,רביעית
36,אבני החושן 54,89,"2020","1330000",32005-37-5,דירה בבית קומות,4,שלישית
37,אבני החושן 40,88,"2020","1550000",32005-39-3,דירה בבית קומות,4,לא ידוע
38,אבני החושן 16,100,"2020","1450000",32005-33-2,דירה בבית קומות,4,ראשונה
39,אבני החושן 24,91,"2020","1365000",32005-34-2,דירה בבית קומות,4,שניה
40,אבני החושן 4,84,"2019","1240000",32005-30-4,דירה בבית קומות,3,ראשונה
41,אבני החושן 52,66,"2019","1000000",32005-37-6,דירה בבית קומות,2,שניה
42,אבני החושן 72,97,"2019","1250000",32005-35-5,דירה בבית קומות,4,שלישית
