מספר סידורי,שם העיר,שם השכונה,כתובת,שטח במר,תאריך העסקה,מחיר העסקה,גוש,סוג נכס,מחיר למר,חדרים
1,נתיבות,ברית כהונה,הרב משה חלפון הכהן 500,43.5,2025,830000,39573-16-22,דירה בבית,3,19080
2,נתיבות,ברית כהונה,ירושלים 20,63,2025,950000,39573-107-18,דירה בבית,4,15079
3,נתיבות,ברית כהונה,הרב משה חלפון הכהן 1071,63,2025,850000,39573-116-9,דירה בבית,4,13492
4,נתיבות,ברית כהונה,מסעוד אלפסי 378,64,2025,218000,39573-96-13,דירה בבית,3,3406
5,נתיבות,ברית כהונה,מסעוד אלפסי 1068,63,2025,930000,39578-33-7,דירה בבית,4,14762
6,נתיבות,ברית כהונה,אבן דנן 1076,58.7,2025,800000,39573-113-17,דירה בבית,3,13629
8,נתיבות,ברית כהונה,הגיבורים 529,79.8,2025,825000,39573-125-8,דירה בבית,4,10338
9,נתיבות,ברית כהונה,מסעוד אלפסי 1021,56.2,2025,885000,39573-117-8,דירה בבית,3,15747
10,נתיבות,ברית כהונה,הגיבורים 1022,65.7,2025,260000,39573-182-9,דירה בבית,3,3957
11,נתיבות,ברית כהונה,הרב משה חלפון הכהן 507,43.5,2025,650000,39573-11-14,דירה בבית,3,14943
12,נתיבות,ברית כהונה,החזון איש 607,80.1,2025,982000,39578-2-2,דירה בבית,4,12260
13,נתיבות,ברית כהונה,מסעוד אלפסי 1074,71.7,2025,915000,39573-153-13,דירה בבית,4,12762
14,נתיבות,ברית כהונה,החזון איש 23,45.6,2025,905000,39578-7-29,דירה בבית,3,19846
15,נתיבות,ברית כהונה,הרב משה חלפון הכהן 507,43.5,2025,220000,39573-11-33,דירת גן,3,5057
16,נתיבות,ברית כהונה,אבן דנן 526,54.5,2025,800000,39573-43-17,דירה בבית,3,14679
17,נתיבות,ברית כהונה,החזון איש 2,41.8,2025,843400,39578-3-7,דירה בבית,2,20177
18,נתיבות,ברית כהונה,אבן דנן 526,54.5,2024,715000,39573-43-13,דירה בבית,3,13119
19,נתיבות,ברית כהונה,מסעוד אלפסי 1074,59.6,2024,880000,39573-153-28,דירה בבית,3,14765
20,נתיבות,ברית כהונה,השר שפירא 1047,63,2024,810000,39573-104-9,דירה בבית,4,12857
21,נתיבות,ברית כהונה,הרב משה חלפון הכהן 57,211,2024,2150000,39578-28-2,קוטג' דו משפחתי,8,10190
22,נתיבות,ברית כהונה,מסעוד אלפסי 378,64,2024,850000,39573-96-24,דירה בבית,2,13281
23,נתיבות,ברית כהונה,אבן דנן 1076,58.7,2024,950000,39573-113-20,דירה בבית,3,16184
24,נתיבות,ברית כהונה,מסעוד אלפסי 1021,56.2,2024,715000,39573-117-6,דירה בבית,3,12722
25,נתיבות,ברית כהונה,מסעוד אלפסי 1068,63,2024,895000,39578-33-17,דירה בבית,4,14206
26,נתיבות,ברית כהונה,מסעוד אלפסי 1070,43,2024,750000,39578-25-3,דירה בבית,2,17442
27,נתיבות,ברית כהונה,השר שפירא 1047,63,2024,770000,39573-104-29,דירה בבית,4,12222
28,נתיבות,ברית כהונה,החזון איש 607,80.1,2024,815000,39578-2-5,דירה בבית,4,10175
29,נתיבות,ברית כהונה,מסעוד אלפסי 1074,70.9,2024,1050000,39573-153-18,דירה בבית,4,14810
30,נתיבות,ברית כהונה,אבן דנן 1076,58.7,2024,810000,39573-113-10,דירה בבית,3,13799
31,נתיבות,ברית כהונה,מסעוד אלפסי 1021,57.2,2024,830000,39573-117-1,דירה בבית,3,14510
32,נתיבות,ברית כהונה,מסעוד אלפסי 1069,63,2024,860000,39578-33-18,דירה בבית,4,13651
33,נתיבות,ברית כהונה,אבן דנן 1015,38.8,2024,750000,39573-44-11,דירה בבית,3,19330
34,נתיבות,ברית כהונה,הגיבורים 529,67.7,2024,865000,39573-125-17,דירה בבית,4,12777
35,נתיבות,ברית כהונה,מסעוד אלפסי 1074,71.7,2024,820000,39573-153-29,דירה בבית,4,11437
36,נתיבות,ברית כהונה,השר שפירא 1048,60.5,2024,950000,39573-105-9,דירה בבית,3,15702
37,נתיבות,ברית כהונה,מסעוד אלפסי 1021,56.2,2024,865000,39573-117-10,דירה בבית,3,15391
39,נתיבות,ברית כהונה,מסעוד אלפסי 1021,56.2,2024,930000,39573-117-7,דירה בבית,3,16548
40,נתיבות,ברית כהונה,הרב משה חלפון הכהן 1071,63,2024,890000,39573-116-8,דירה בבית,4,14127
41,נתיבות,ברית כהונה,ירושלים 20,63,2024,915000,39573-107-13,דירה בבית,4,14524
42,נתיבות,ברית כהונה,הרב משה חלפון הכהן 1071,63,2024,750000,39573-116-17,דירה בבית,4,11905
43,נתיבות,ברית כהונה,הרב משה חלפון הכהן 606,36.7,2024,710000,39573-12-6,דירה בבית,2.5,19346
44,נתיבות,ברית כהונה,הרב חיים חורי 348,107,2024,1825000,39573-6-1,דירה בבית,6,17056
45,נתיבות,ברית כהונה,הרב משה חלפון הכהן 55,106,2024,1750000,39578-26-1,קוטג' דו משפחתי,5,16509
46,נתיבות,ברית כהונה,החזון איש 23,45.6,2024,650000,39578-7-13,דירה בבית,3,14254
48,נתיבות,ברית כהונה,הגיבורים 529,54.5,2024,600000,39573-125-41,דירה בבית,3,11009
49,נתיבות,ברית כהונה,ילדי אוסלו 1017,38.8,2023,650000,39573-49-16,דירה בבית,3,16753
50,נתיבות,ברית כהונה,הרב משה חלפון הכהן 61,90.3,2023,1250000,39578-32-1,קוטג' דו משפחתי,5,13843
51,נתיבות,ברית כהונה,הגיבורים 529,67.7,2023,820000,39573-125-23,דירה בבית,4,12112
52,נתיבות,ברית כהונה,מסעוד אלפסי 1070,43,2023,685000,39578-25-11,דירה בבית,2,15930
53,נתיבות,ברית כהונה,הרב משה חלפון הכהן 500,43.5,2023,750000,39573-16-33,דירה בבית,3,17241
55,נתיבות,ברית כהונה,הגיבורים 529,79.8,2023,870000,39573-125-3,דירה בבית,4,10902
56,נתיבות,ברית כהונה,מסעוד אלפסי 1074,71.7,2023,61000,39573-153-27,דירה בבית,4,851
57,נתיבות,ברית כהונה,החזון איש 22,46.5,2023,730000,39578-5-13,דירה בבית,3,15699
58,נתיבות,ברית כהונה,אבן דנן 1076,70.9,2023,950000,39573-113-16,דירה בבית,4,13399
59,נתיבות,ברית כהונה,הרב משה חלפון הכהן 604,41.8,2023,314000,39573-79-16,דירה בבית,2,7512
60,נתיבות,ברית כהונה,מסעוד אלפסי 1075,70.9,2023,745000,39573-112-23,דירה בבית,4,10508
61,נתיבות,ברית כהונה,אבן דנן 526,54.5,2023,346000,39573-43-18,דירה בבית,3,6349
62,נתיבות,ברית כהונה,החזון איש 1,41.8,2023,103000,39578-4-6,דירה בבית,2,2464
63,נתיבות,ברית כהונה,הרב משה חלפון הכהן 500,43.5,2023,144000,39573-16-31,דירה בבית,3,3310
64,נתיבות,ברית כהונה,החזון איש 22,46.5,2023,725000,39578-5-11,דירה בבית,3.5,15591
65,נתיבות,ברית כהונה,ילדי אוסלו 1017,41.3,2023,730000,39573-49-5,דירה בבית,3,17676
66,נתיבות,ברית כהונה,הרב משה חלפון הכהן 604,80.1,2023,870000,39573-79-5,דירה בבית,4,10861
67,נתיבות,ברית כהונה,אבן דנן 526,54.5,2022,800000,39573-43-24,דירה בבית,3,14679
68,נתיבות,ברית כהונה,הרב משה חלפון הכהן 1071,63,2022,139000,39573-116-24,דירה בבית,4,2206
69,נתיבות,ברית כהונה,החזון איש 23,45.6,2022,397000,39578-7-14,דירה בבית,3,8706
71,נתיבות,ברית כהונה,השר שפירא 1049,60.5,2022,670000,39573-106-10,דירה בבית,3,11074
72,נתיבות,ברית כהונה,השר שפירא 1047,63,2022,750000,39573-104-1,דירה בבית,4,11905
