מספר סידורי,שם העיר,שם השכונה,כתובת,שטח במר,תאריך העסקה,מחיר העסקה,גוש,סוג נכס,חדרים,מחיר למר
1,נס ציונה,רמת סמל,השקד 13,179,2024,4200000,3845-97-1,קוטג' דו משפחתי,5,23464
2,נס ציונה,רמת סמל,הנרקיס 8,314,2023,375000,3845-76-3,דירה בבית,6,1194
3,נס ציונה,רמת סמל,הטייסים 33,93.44,2022,1830000,3845-251-23,דירה בבית,4,19585
4,נס ציונה,רמת סמל,השקד 7,188,2022,1375000,3845-100-3,קוטג' דו משפחתי,6,7314
5,נס ציונה,רמת סמל,הכלנית 9,214,2022,6300000,3845-28-1,קוטג' דו משפחתי,5,29439
6,נס ציונה,רמת סמל,הטייסים 33,87.55,2022,1150000,3845-251-8,דירה בבית,4,13135
7,נס ציונה,רמת סמל,הטייסים 5,176,2022,4450000,3845-183-4,דירה בבית,5,25284
8,נס ציונה,רמת סמל,השקד 12,207,2021,5550000,3845-208-1,קוטג' דו משפחתי,7,26812
10,נס ציונה,רמת סמל,הטייסים 19,158,2021,4255000,3845-45-2,קוטג' דו משפחתי,5,26930
11,נס ציונה,רמת סמל,הטייסים 33,96.57,2021,1800000,3845-251-42,דירה בבית,4,18639
12,נס ציונה,רמת סמל,ששת הימים 7,170.2,2021,4200000,3845-182-1,קוטג' דו משפחתי,5,24677
13,נס ציונה,רמת סמל,האירוסים 2,170.99,2021,2137000,3845-254-14,קוטג' דו משפחתי,6,12498
14,נס ציונה,רמת סמל,הטייסים 33,91.86,2021,2090000,3845-251-7,דירה בבית,4,22752
15,נס ציונה,רמת סמל,האירוסים 3,250,2021,4100000,3845-79-1,קוטג' דו משפחתי,6,16400
16,נס ציונה,רמת סמל,הטייסים 33,112.14,2020,2060000,3845-251-5,דירה בבית,4.5,18370
17,נס ציונה,רמת סמל,השקד 7,320,2020,3925000,3845-100-2,קוטג' דו משפחתי,7,12266
18,נס ציונה,רמת סמל,הטייסים 5,180,2020,3800000,3845-183-3,קוטג' דו משפחתי,6,21111
19,נס ציונה,רמת סמל,יפה נוף 1,170.67,2020,3960000,3845-40-1,קוטג' דו משפחתי,5,23203
20,נס ציונה,רמת סמל,דליה 20,189.11,2019,3700000,3845-253-6,דירה בבית,5,19565
21,נס ציונה,רמת סמל,הכלנית 2,234,2019,4900000,3845-23-1,קוטג' דו משפחתי,6,20940
24,נס ציונה,רמת סמל,הטייסים 19,181,2017,1250000,3845-45-1,קוטג' דו משפחתי,5,6906
25,נס ציונה,רמת סמל,השקד 7,336,2017,3450000,3845-100-1,דירה בבית,6,10268
26,נס ציונה,רמת סמל,השקד 8,209,2017,4100000,3845-115-1,קוטג' דו משפחתי,7,19617
27,נס ציונה,רמת סמל,האירוסים 5,148.1,2017,2950000,3845-254-5,דירה בבית,5,19919
30,נס ציונה,רמת סמל,יפה נוף 2,150,2016,3300000,3845-39-2,קוטג' דו משפחתי,5,22000
31,נס ציונה,רמת סמל,האירוסים 9,160,2016,2900000,3845-82-2,קוטג' חד משפחתי,5,18125
32,נס ציונה,רמת סמל,יפה נוף 7,1000,2016,3135000,3845-43-0,קוטג' דו משפחתי,5,3135
33,נס ציונה,רמת סמל,יפה נוף 3,180,2015,2740000,3845-41-1,קוטג' דו משפחתי,5,15222
34,נס ציונה,רמת סמל,יפה נוף 8,180,2015,3000000,3845-36-1,קוטג' דו משפחתי,5,16667
35,נס ציונה,רמת סמל,האירוסים 6,157.78,2015,2649000,3845-254-3,קוטג' דו משפחתי,5,16789
36,נס ציונה,רמת סמל,הוורד 1,115,2015,3600000,3845-47-2,קוטג' דו משפחתי,4,31304
38,נס ציונה,רמת סמל,הטייסים 25,153,2015,2720000,3845-24-1,קוטג' דו משפחתי,5,17778
39,נס ציונה,רמת סמל,האירוסים 1,162.66,2015,2550000,3845-254-9,קוטג' חד משפחתי,5,15677
40,נס ציונה,רמת סמל,הטייסים 33,101.36,2015,1530000,3845-251-35,דירה בבית,4,15095
