מספר סידורי,כתובת,שטח במר,תאריך העסקה,מחיר העסקה,גוש,סוג נכס,חדרים,קומה
1,1,אחים ישראלית 7,197.83,"2024","5850000",6360-43-1,קוטג' דו משפחתי,5
2,2,אחים ישראלית 9,316,"2022","1600000",6360-45-3,דירה בבית קומות,6
3,3,אבשלום גיסין 34,244,"2021","4800000",6360-44-1,קוטג' דו משפחתי,6
4,4,אחים ישראלית 9,307,"2021","4500000",6360-45-2,קוטג' דו משפחתי,6
5,5,אחים ישראלית 22,לא ידוע,"2020","4650000",6360-66-1,קרקע למגורים,לא ידוע
6,6,משה סנה 1,192.3,"2019","1400000",6360-119-2,קומבינציה,5
7,7,אחים ישראלית 29,224,"2019","4200000",6360-61-1,קוטג' דו משפחתי,8
8,8,אחים ישראלית 3,191.8,"2018","3650000",6360-144-3,דירה בבית קומות,6
9,9,משה סנה 23,155.86,"2018","2945000",6360-80-2,קוטג' דו משפחתי,6
10,10,אחים ישראלית 43,296,"2017","4000000",6360-82-3,קוטג' דו משפחתי,1
11,11,אחים ישראלית 5,171,"2016","3095000",6360-41-1,קומבינציה,6
12,12,אחים ישראלית 43,240,"2016","2299000",6360-82-2,דירה בבית קומות,6
13,13,אחים ישראלית 39,280,"2014","3200000",6360-85-1,דירה בבית קומות,8
14,14,משה סנה 7,192.3,"2013","2500000",6360-145-2,קוטג' דו משפחתי,6
15,15,אחים ישראלית 27,504,"2012","3380000",6360-60-1,קרקע למגורים,לא ידוע
16,16,אחים ישראלית 9,614,"1999","400000",6360-45-1,לא ידוע,לא ידוע
