מספר סידורי,שם העיר,שם השכונה,כתובת,שטח במר,תאריך העסקה,מחיר העסקה,גוש,סוג נכס,חדרים,מחיר למר
1,מודיעין-מכבים-רעות,הפרחים,קיפודן 16,67,2025,2187000,5656-61-9,דירה בבית,3,32642
2,מודיעין-מכבים-רעות,הפרחים,קיפודן 3,124,2025,3600000,5656-22-10,דירה בבית,5,29032
3,מודיעין-מכבים-רעות,הפרחים,עמק איילון 46,70.5,2025,2105000,5656-23-22,דירה בבית,3,29858
4,מודיעין-מכבים-רעות,הפרחים,תלתן 5,83.62,2025,2600000,5652-27-13,דירה בבית,4,31093
5,מודיעין-מכבים-רעות,הפרחים,עמק איילון 46,70.5,2025,2300000,5656-23-29,דירה בבית,3,32624
6,מודיעין-מכבים-רעות,הפרחים,חרצית 32,101.5,2025,3125000,5653-6-33,דירה בבית,4,30788
7,מודיעין-מכבים-רעות,הפרחים,קיפודן 14,136.8,2025,3850000,5656-62-7,דירה בבית,6,28143
9,מודיעין-מכבים-רעות,הפרחים,ציפורנית 14,91.85,2025,2610000,5653-29-9,דירה בבית,4,28416
10,מודיעין-מכבים-רעות,הפרחים,עמק איילון 42,126.5,2025,3350000,5656-23-61,דירה בבית,5.5,26482
12,מודיעין-מכבים-רעות,הפרחים,כחלית ההרים 14,174.73,2025,4000000,5653-10-30,דירה בבית,7,22892
13,מודיעין-מכבים-רעות,הפרחים,ציפורנית 10,65.93,2025,900000,5653-33-51,דירה בבית,3,13651
14,מודיעין-מכבים-רעות,הפרחים,שושן צחור 12,89.1,2025,2500000,5655-10-7,דירה בבית,4,28058
15,מודיעין-מכבים-רעות,הפרחים,נץ החלב 10,106.5,2025,1193000,5656-29-7,דירה בבית,4,11202
16,מודיעין-מכבים-רעות,הפרחים,כחלית ההרים 5,97.8,2025,3025000,5656-38-5,דירה בבית,4,30930
17,מודיעין-מכבים-רעות,הפרחים,דפנה 16,83.62,2025,2630000,5652-31-13,דירה בבית,4,31452
18,מודיעין-מכבים-רעות,הפרחים,כחלית ההרים 15,97.8,2025,3075000,5656-28-6,דירה בבית,4,31442
19,מודיעין-מכבים-רעות,הפרחים,חרצית 14,102,2025,2800000,5656-27-8,דירה בבית,4,27451
20,מודיעין-מכבים-רעות,הפרחים,לוע הארי 7,153.45,2025,4800000,5656-3-4,דירה בבית,6,31281
21,מודיעין-מכבים-רעות,הפרחים,עמק איילון 24,128.9,2025,3680000,5653-41-73,דירה בבית,5,28549
22,מודיעין-מכבים-רעות,הפרחים,קיפודן 14,161.8,2025,3500000,5656-62-4,דירת גן,6,21632
23,מודיעין-מכבים-רעות,הפרחים,דם המכבים 23,105.7,2025,2700000,5652-51-13,דירה בבית,4,25544
24,מודיעין-מכבים-רעות,הפרחים,חרצית 3,99,2025,3270000,5656-22-8,דירה בבית,5,33030
25,מודיעין-מכבים-רעות,הפרחים,עמק איילון 28,137.69,2024,2520000,5656-49-12,דירה בבית,5,18302
