מספר סידורי,כתובת,שטח במר,תאריך העסקה,מחיר העסקה,גוש,סוג נכס,חדרים,קומה
"1","אריה רובין 10","41","26/06/2025","1090000","4016-160-44","דירה בבית קומות","2","ראשונה"
"2","אריה רובין 11","56","12/06/2025","1207000","4016-160-209","דירה בבית קומות","3","שניה"
"3","אריה רובין 11","59","07/04/2025","575000","4016-160-178","דירה בבית קומות","3","רביעית"
"4","אריה רובין 11","59","16/12/2024","1220000","4016-160-140","דירה בבית קומות","3","שניה"
"5","אריה רובין 10","71","27/10/2024","1375000","4016-160-69","דירה בבית קומות","4","חמישית"
"6","אריה רובין 11","56","30/09/2024","1180000","4016-160-153","דירה בבית קומות","3","חמישית"
"7","אריה רובין 11","41","26/06/2024","1060000","4016-160-201","דירה בבית קומות","2","שניה"
"8","אריה רובין 10","73","24/06/2024","335000","4016-160-129","דירה בבית קומות","4","ראשונה"
"9","אריה רובין 11","41","17/04/2024","1030000","4016-160-157","דירה בבית קומות","2","שניה"
"10","אריה רובין 10","73","21/01/2024","1380000","4016-160-25","דירה בבית קומות","4","שלישית"
"11","אריה רובין 10","73","01/10/2023","1390000","4016-160-107","דירה בבית קומות","4","שניה"
"12","אריה רובין 11","59","15/08/2023","1230000","4016-160-217","דירה בבית קומות","3","ראשונה"
"13","אריה רובין 10","71","08/08/2023","1450000","4016-160-64","דירה בבית קומות","4","שניה"
"14","אריה רובין 11","56","30/07/2023","1180000","4016-160-196","דירה בבית קומות","3","חמישית"
"15","אריה רובין 10","73","01/06/2023","1300000","4016-160-108","דירה בבית קומות","4","שניה"
"16","אריה רובין 10","73","24/05/2023","1392000","4016-160-136","דירה בבית קומות","4","רביעית"
"17","אריה רובין 10","56","19/04/2023","1170000","4016-160-99","דירה בבית קומות","3","שלישית"
"18","אריה רובין 10","73","08/02/2023","1265000","4016-160-21","דירה בבית קומות","4","ראשונה"
"19","אריה רובין 10","56","14/12/2022","600000","4016-160-77","דירה בבית קומות","3","ראשונה"
"20","אריה רובין 11","56","29/11/2022","1160000","4016-160-208","דירה בבית קומות","3","שניה"
"21","אריה רובין 11","59","16/11/2022","1075000","4016-160-180","דירה בבית קומות","3","חמישית"
"22","אריה רובין 11","41","14/11/2022","1060000","4016-160-162","דירה בבית קומות","2","רביעית"
"23","אריה רובין 11","41","02/10/2022","895000","4016-160-205","דירה בבית קומות","2","רביעית"
"24","אריה רובין 10","73","09/08/2022","1280000","4016-160-29","דירה בבית קומות","4","חמישית"
"25","אריה רובין 11","56","21/03/2022","1000000","4016-160-214","דירה בבית קומות","3","חמישית"
"26","אריה רובין 11","56","06/02/2022","361000","4016-160-146","דירה בבית קומות","3","ראשונה"
"27","אריה רובין 10","56","25/11/2021","1080000","4016-160-98","דירה בבית קומות","3","שניה"
"28","אריה רובין 10","56","03/11/2021","1080000","4016-160-55","דירה בבית קומות","3","שניה"
"29","אריה רובין 10","73","02/11/2021","1160000","4016-160-117","דירה בבית קומות","4","שביעית"
"30","אריה רובין 10","56","19/10/2021","1075000","4016-160-40","דירה בבית קומות","3","רביעית"
"31","אריה רובין 10","56","21/07/2021","1050000","4016-160-42","דירה בבית קומות","3","חמישית"
"32","אריה רובין 10","56","28/06/2021","1050000","4016-160-12","דירה בבית קומות","3","שניה"
"33","אריה רובין 11","41","02/09/2020","725000","4016-160-202","דירה בבית קומות","2","שלישית"
"34","אריה רובין 10","73","23/12/2019","1060000","4016-160-112","דירה בבית קומות","4","רביעית"
"35","אריה רובין 11","59","11/12/2019","1036000","4016-160-139","דירה בבית קומות","3","שניה"
"36","אריה רובין 10","73","20/11/2019","1190000","4016-160-2","דירה בבית קומות","4","ראשונה"
"37","אריה רובין 11","56","19/09/2019","995000","4016-160-206","דירה בבית קומות","3","ראשונה"
"38","אריה רובין 11","65","11/07/2019","450000","4016-160-173","חנות","לא ידוע","קרקע ראשונה"
"39","אריה רובין 11","41","13/03/2018","375000","4016-160-156","דירה בבית קומות","2","ראשונה"
"40","אריה רובין 10","71","27/02/2018","1070000","4016-160-67","דירה בבית קומות","4","רביעית"
"41","אריה רובין 11","41","03/09/2017","200000","4016-160-158","דירה בבית קומות","2","שניה"
"42","אריה רובין 11","56","06/07/2017","870000","4016-160-215","דירה בבית קומות","3","חמישית"
"43","אריה רובין 10","71","22/02/2017","465000","4016-160-74","דירה בבית קומות","4","שביעית"
"44","אריה רובין 10","56","29/12/2016","745000","4016-160-96","דירה בבית קומות","3","ראשונה"
"45","אריה רובין 10","56","20/12/2016","840000","4016-160-85","דירה בבית קומות","3","חמישית"
"46","אריה רובין 11","59","28/07/2016","815000","4016-160-142","דירה בבית קומות","3","שלישית"
"47","אריה רובין 11","56","06/05/2016","790000","4016-160-154","דירה בבית קומות","3","חמישית"
"48","אריה רובין 10","71","17/04/2016","890000","4016-160-72","דירה בבית קומות","4","שישית"
"49","אריה רובין 10","56","06/03/2016","760000","4016-160-86","דירה בבית קומות","3","חמישית"
"50","אריה רובין 10","73","22/02/2016","835000","4016-160-105","דירה בבית קומות","4","ראשונה"
"51","אריה רובין 10","73","10/02/2016","825000","4016-160-118","דירה בבית קומות","4","שביעית"
"52","אריה רובין 10","73","02/02/2016","740000","4016-160-20","דירה בבית קומות","4","ראשונה"
"53","אריה רובין 10","56","17/09/2015","720000","4016-160-17","דירה בבית קומות","3","חמישית"
"54","אריה רובין 10","41","06/09/2015","570000","4016-160-92","דירה בבית קומות","2","שלישית"
"55","אריה רובין 10","56","03/07/2015","750000","4016-160-11","דירה בבית קומות","3","שניה"
"56","אריה רובין 10","41","12/02/2015","439000","4016-160-48","דירה בבית קומות","2","שלישית"
"57","אריה רובין 10","56","30/09/2014","690000","4016-160-120","דירה בבית קומות","3","ראשונה"
"58","אריה רובין 11","56","07/04/2014","740000","4016-160-212","דירה בבית קומות","3","רביעית"
"59","אריה רובין 11","56","24/02/2014","639000","4016-160-163","דירה בבית קומות","3","ראשונה"
"60","אריה רובין 11","56","18/12/2013","570000","4016-160-194","דירה בבית קומות","3","רביעית"
"61","אריה רובין 11","41","09/10/2013","510000","4016-160-155","דירה בבית קומות","2","ראשונה"
"62","אריה רובין 10","73","29/08/2013","740000","4016-160-132","דירה בבית קומות","4","שניה"
"63","אריה רובין 10","73","04/06/2013","735000","4016-160-134","דירה בבית קומות","4","שלישית"
"64","אריה רובין 11","56","09/05/2013","500000","4016-160-168","דירה בבית קומות","3","שלישית"
"65","אריה רובין 10","73","04/10/2011","520000","4016-160-1","דירה בבית קומות","4","ראשונה"
"66","אריה רובין 10","73","26/09/2011","535000","4016-160-5","דירה בבית קומות","4","שלישית"
"67","0","62","25/05/2010","415000","4016-161-1","דירה בבית קומות","3","חמישית"
"68","אריה רובין 11","59","10/02/2009","310000","4016-160-144","דירה בבית קומות","3","רביעית"
"69","אריה רובין 11","56","08/07/2008","374000","4016-160-197","דירה בבית קומות","3","חמישית"
"70","אריה רובין 11","56","04/06/2008","387000","4016-160-195","דירה בבית קומות","3","רביעית"
"71","אריה רובין 10","41","31/01/2007","195000","4016-160-47","דירה בבית קומות","2","שניה"
"72","אריה רובין 11","59","27/08/2001","292000","4016-160-143","לא ידוע","3","רביעית"
"73","אריה רובין 11","59","12/04/2001","329000","4016-160-181","לא ידוע","3","חמישית"
