מספר סידורי,שם העיר,שם השכונה,כתובת,שטח במר,תאריך העסקה,מחיר העסקה,גוש,סוג נכס,חדרים,מחיר למר
1,חיפה,קריית שמואל,חבד 3,91.07,2025,1765000,12694-28-30,דירה בבית,4,19381
2,חיפה,קריית שמואל,דב פרומר 19,46,2025,858500,12693-21-90,דירה בבית,3,18663
3,חיפה,קריית שמואל,דב פרומר 12,96,2025,1479500,12694-33-38,דירה בבית,4,15411
4,חיפה,קריית שמואל,יוסף שטרן 15,82.47,2025,1380000,10444-2432-34,דירה בבית,4,16733
5,חיפה,קריית שמואל,ורבורג 108,55.1,2025,1075000,10444-2428-23,דירה בבית,3,19510
7,חיפה,קריית שמואל,החידא 4,112.6,2025,2560000,12693-17-40,דירה בבית,5,22735
8,חיפה,קריית שמואל,משה חיים שפירא 33,44.33,2025,930000,10444-2045-19,דירה בבית,2,20979
9,חיפה,קריית שמואל,0,55,2025,830000,10444-1208-1,דירה בבית,2.5,15091
10,חיפה,קריית שמואל,אור החיים 6,73.77,2025,1350000,12694-35-25,דירה בבית,3.5,18300
11,חיפה,קריית שמואל,יחיעם 2,67.65,2025,1230000,11572-259-23,דירה בבית,3,18182
12,חיפה,קריית שמואל,דב פרומר 24,76.3,2025,1315000,12693-20-35,דירה בבית,3,17235
13,חיפה,קריית שמואל,יחיעם 2,89.25,2025,1675000,11572-259-30,דירה בבית,4,18768
14,חיפה,קריית שמואל,דב פרומר 28,88.96,2025,1500000,12693-19-12,דירה בבית,4,16862
15,חיפה,קריית שמואל,הרב אריה לוין 14,39.9,2025,450000,10444-2436-62,דירה בבית,1.5,11278
16,חיפה,קריית שמואל,משה חיים שפירא 27,44.33,2025,810000,10444-2044-39,דירה בבית,2,18272
18,חיפה,קריית שמואל,דב פרומר 13,119.1,2025,1800000,12693-23-58,דירה בבית,5,15113
19,חיפה,קריית שמואל,חיה מושקא 2,67.3,2025,1280000,12693-18-35,דירה בבית,3,19019
20,חיפה,קריית שמואל,קדושי השואה 3,53.28,2025,960000,10444-2440-22,דירה בבית,3,18018
21,חיפה,קריית שמואל,ורבורג 98,54.5,2025,400000,10444-2042-2,דירה בבית,3,7339
23,חיפה,קריית שמואל,הרב אריה לוין 4,162.1,2025,2560000,10444-2438-18,דירה בבית,6,15793
24,חיפה,קריית שמואל,משה חיים שפירא 11,54.5,2025,1120000,10444-2038-9,דירה בבית,3,20550
25,חיפה,קריית שמואל,תורה ועבודה 8,149.94,2025,2600000,11569-67-2,דירה בבית,6,17340
26,חיפה,קריית שמואל,הרב ריינס 9,92.7,2025,1350000,11572-248-14,דירה בבית,4,14563
27,חיפה,קריית שמואל,יוסף שטרן 3,90.31,2025,1340000,10444-2429-8,דירה בבית,4,14838
28,חיפה,קריית שמואל,ורבורג 76,54.5,2025,1010100,10444-2034-8,דירה בבית,3,18534
29,חיפה,קריית שמואל,הערבה 3,123,2025,2800000,11566-26-1,דירה בבית,5,22764
30,חיפה,קריית שמואל,משה חיים שפירא 1,53.78,2025,930000,10444-2037-22,דירה בבית,3,17293
31,חיפה,קריית שמואל,חבד 3,92.55,2024,1840000,12694-28-11,דירה בבית,4,19881
32,חיפה,קריית שמואל,דב פרומר 6,91.37,2024,1475000,12694-34-14,דירה בבית,4,16143
33,חיפה,קריית שמואל,חבד 3,119.98,2024,600000,12694-28-26,דירת גן,5,5001
34,חיפה,קריית שמואל,הנציב 10,219.6,2024,4450000,11569-50-2,קוטג' דו משפחתי,5,20264
37,חיפה,קריית שמואל,דב פרומר 6,77.3,2024,1300000,12694-34-13,דירה בבית,3,16818
38,חיפה,קריית שמואל,הרב ריינס 3,66.2,2024,1165000,11572-258-16,דירה בבית,3,17598
39,חיפה,קריית שמואל,דב פרומר 10,77.3,2024,1250000,12694-33-14,דירה בבית,3,16171
