מספר סידורי,כתובת,שטח במר,תאריך העסקה,מחיר העסקה,גוש,סוג נכס,חדרים,קומה
"1","רא"ל יגאל ידין 43","136.5","10/07/2025","3700000","5571-32-116","דירה בבית קומות","5","שלישית"
2,חטיבת גולני 14,74.9,"2025","2080000",5569-36-50,דירה בבית קומות,3,שניה
"3","רא"ל יגאל ידין 13","149.45","02/07/2025","3860000","5571-40-18","דירה בבית קומות","5","קומה ‎3‏"
"4","רא"ל דוד אלעזר 18","99.5","29/05/2025","2750000","5569-45-10","דירה בבית קומות","4","ראשונה"
"5","רא"ל יעקב דורי 21","158.1","26/05/2025","4000000","5696-17-2","דירה בבית קומות","5","מרתף + קרקע"
"6","רא"ל יגאל ידין 3","128.57","08/05/2025","3700000","5569-63-14","דירה בבית קומות","5","קומה ‎2‏"
"7","רא"ל יגאל ידין 43","64.1","07/05/2025","1300000","5571-32-103","משרד","לא ידוע","קרקע"
8,חטיבת הצנחנים 17,111.4,"2025","3650000",5869-29-10,דירה בבית קומות,5,ראשונה
9,מבצע חורב 1,164,"2025","6950000",5694-25-2,קוטג' דו משפחתי,6,לא ידוע
"10","רא"ל יגאל ידין 35","260","07/04/2025","5300000","5571-31-31","דירה בבית קומות","6","שביעית, שמינית"
"11","רא"ל יגאל ידין 5","129.37","03/04/2025","3500000","5569-63-95","דירה בבית קומות","5","קומה ‎6‏"
"12","רא"ל יגאל ידין 49","159","30/03/2025","3795000","5571-33-1","דירה בבית קומות","5","שלוש עשרה"
13,חטיבת הראל 18,112.02,"2025","3490000",5567-77-236,דירה בבית קומות,4,עשירית
14,חטיבת הראל 16,112.34,"2025","3300000",5567-77-124,דירה בבית קומות,4,שביעית
15,חטיבת הצנחנים 37,97,"2025","2790000",5869-66-18,דירה בבית קומות,4,שלישית
"16","רא"ל מרדכי מקלף 3","114.2","04/03/2025","3525000","5693-7-3","דירה בבית קומות","5","ראשונה"
"17","רא"ל יגאל ידין 13","74.7","07/02/2025","2750000","5571-40-100","דירה בבית קומות","3","קומה ‎7‏"
"18","רא"ל יגאל ידין 5","129.37","06/02/2025","3650000","5569-63-85","דירה בבית קומות","5","קומה ‎4‏"
19,חטיבת הנגב 2,77.7,"2025","2400000",5569-39-24,דירה בבית קומות,3,שלישית
"20","רא"ל יגאל ידין 13","74.7","05/02/2025","2775000","5571-40-88","דירה בבית קומות","3","קומה ‎5‏"
"21","רא"ל יגאל ידין 3","207.96","30/01/2025","5500000","5569-63-41","דירה בבית קומות","6","קומה ‎7‏"
"22","רא"ל דוד אלעזר 10","102.1","19/01/2025","2935000","5571-13-33","דירה בבית קומות","4","שניה"
23,חטיבת הצנחנים 13,102.4,"2025","3950000",5869-26-2,דירה בבית קומות,4,קרקע
"24","רא"ל יגאל ידין 51","136.4","06/01/2025","3600000","5571-34-15","דירה בבית קומות","5","שלישית"
25,מבצע חירם 5,221,"2024","6200000",5696-20-2,קוטג' דו משפחתי,7,לא ידוע
26,חטיבת הצנחנים 10,113.7,"2024","4000000",5695-10-4,דירה בבית קומות,5,ראשונה
27,עמק בית שאן 7,73,"2024","2540000",5569-29-29,דירה בבית קומות,3,שניה
"28","רא"ל מרדכי גור 3","80.6","19/12/2024","2280000","5567-70-5","דירה בבית קומות","3","שלישית"
"29","רא"ל יגאל ידין 3","117.23","16/12/2024","3820000","5569-63-57","דירה בבית קומות","5","קומה ‎10‏"
30,עמק בית שאן 7,88.5,"2024","3400000",5569-29-26,דירה בבית קומות,4,קרקע
"31","רא"ל יגאל ידין 13","149.45","05/12/2024","2000000","5571-40-6","דירה בבית קומות","5","קומה ‎1‏"
32,חטיבת אלכסנדרוני 6,95.9,"2024","3050000",5569-36-22,דירה בבית קומות,5,שניה
33,עמק זבולון 10,99.6,"2024","2940000",5870-67-12,דירה בבית קומות,4,שלישית
"34","רא"ל יגאל ידין 13","74.7","25/11/2024","2700000","5571-40-25","דירה בבית קומות","3","קומה ‎4‏"
"35","רא"ל יגאל ידין 3","128.57","22/11/2024","3400000","5569-63-34","דירה בבית קומות","5","קומה ‎6‏"
36,חטיבת גולני 14,109.85,"2024","2840000",5569-36-48,דירה בבית קומות,4,ראשונה
"37","רא"ל יגאל ידין 3","128.57","06/11/2024","1750000","5569-63-13","דירה בבית קומות","5","קומה ‎2‏"
38,חטיבת גבעתי 7,81.4,"2024","2350000",5569-36-77,דירה בבית קומות,3,שניה
"39","רא"ל יגאל ידין 51","150.1","15/10/2024","3950000","5571-34-45","דירה בבית קומות","5","אחת עשרה"
"40","רא"ל דוד אלעזר 20","73.2","10/10/2024","2450000","5569-45-5","דירה בבית קומות","3","שניה"
"41","רא"ל יגאל ידין 13","128.4","06/10/2024","3650000","5571-40-101","דירה בבית קומות","4","קומה ‎8‏"
42,חטיבת גולני 23,87.55,"2024","2500000",5568-57-3,דירה בבית קומות,4,ראשונה
"43","רא"ל חיים לסקוב 12","91","25/09/2024","2750000","5568-25-4","דירה בבית קומות","4","ראשונה"
"44","רא"ל יגאל ידין 13","149.55","23/09/2024","4230000","5571-40-65","דירה בבית קומות","5","קומה ‎2‏"
45,חטיבת הראל 18,111.77,"2024","3425000",5567-77-242,דירה בבית קומות,4,שתים עשרה
"46","רא"ל יגאל ידין 3","129.37","13/09/2024","3550000","5569-63-30","דירה בבית קומות","5","קומה ‎5‏"
47,עמק זבולון 22,93.1,"2024","3145000",5869-28-9,דירה בבית קומות,4,ראשונה
48,חטיבת הצנחנים 33,79,"2024","2560000",5869-66-4,דירה בבית קומות,3,שניה
"49","רא"ל יעקב דורי 5","101.6","26/08/2024","3235000","5569-35-20","דירה בבית קומות","4","ראשונה"
"50","רא"ל יגאל ידין 41","129.9","21/08/2024","3713000","5571-32-78","דירה בבית קומות","5","שישית"
51,חטיבת הנגב 18,105.4,"2024","2960000",5571-13-7,דירה בבית קומות,4,ראשונה
"52","רא"ל יגאל ידין 13","74.7","09/08/2024","2650000","5571-40-28","דירה בבית קומות","3","קומה ‎4‏"
53,מבצע חירם 9,224,"2024","6350000",5696-22-2,קוטג' דו משפחתי,7.5,לא ידוע
54,חטיבת הראל 16,112.35,"2024","3400000",5567-77-95,דירה בבית קומות,5,קרקע
"55","רא"ל מרדכי מקלף 17","114.2","24/07/2024","3085000","5695-5-4","דירה בבית קומות","4","ראשונה"
"56","רא"ל יעקב דורי 8","99.6","21/07/2024","2560000","5568-17-23","דירה בבית קומות","4","שניה"
57,מבצע יונתן 20,106.7,"2024","2965000",5695-49-4,דירה בבית קומות,4,ראשונה
58,עמק בית שאן 35,99.6,"2024","2600000",5568-16-18,דירה בבית קומות,4,שניה
59,עמק בית שאן 41,108.8,"2024","4050000",5567-72-7,דירה בבית קומות,4,ראשונה
60,חטיבת הצנחנים 31,101,"2024","4170000",5869-68-7,דירה בבית קומות,5,ראשונה
61,חטיבת הראל 10,91.74,"2024","2580000",5567-77-34,דירה בבית קומות,3,שביעית
"62","רא"ל יגאל ידין 37","151","05/07/2024","3750000","5571-31-60","דירה בבית קומות","5","שלישית"
63,חטיבת גבעתי 30,94.55,"2024","2780000",5568-16-12,דירה בבית קומות,4,שניה
"64","רא"ל יגאל ידין 39","155.3","26/06/2024","3850000","5571-32-42","דירה בבית קומות","5","עשירית"
65,מבצע עובדה 16,276,"2024","5500000",5697-38-1,קוטג' דו משפחתי,6,לא ידוע
"66","רא"ל יגאל ידין 3","82.98","18/06/2024","2585000","5569-63-4","דירה בבית קומות","3","קומה ‎0‏"
"67","רא"ל יגאל ידין 3","100.02","17/06/2024","1365000","5569-63-11","דירה בבית קומות","3","קומה ‎1‏"
68,מבצע דני 8,108.2,"2024","3050000",5694-33-15,דירה בבית קומות,4,קרקע
69,חטיבת הראל 16,110.56,"2024","3230000",5567-77-148,דירה בבית קומות,4,אחת עשרה
"70","רא"ל יגאל ידין 37","133.5","30/05/2024","3450000","5571-31-85","דירה בבית קומות","5","תשיעית"
"71","רא"ל יגאל ידין 49","157","27/05/2024","3710000","5571-33-2","דירה בבית קומות","5","שמינית"
72,עמק זבולון 10,96.8,"2024","887000",5870-67-1,דירת גן,4,ראשונה
73,חטיבת גולני 9,לא ידוע,"2024","395000",5569-44-4,חנות,לא ידוע,מרתף
74,חטיבת גולני 10,81.4,"2024","2420000",5569-36-36,דירה בבית קומות,3,שניה
"75","רא"ל יגאל ידין 13","147.85","15/04/2024","5960000","5571-40-2","דירת גן","5","קומה ‎0‏"
"76","רא"ל יגאל ידין 3","207.96","10/04/2024","192000","5569-63-26","דירה בבית קומות","6","קומה ‎4‏"
"77","רא"ל יגאל ידין 39","135.2","10/04/2024","3575000","5571-32-32","דירה בבית קומות","5","שביעית"
78,עמק בית שאן 45,90.9,"2024","2350000",5567-71-14,דירה בבית קומות,3,שלישית
"79","חטיבת הנח"ל 2","98.59","02/04/2024","2820000","5569-35-3","דירה בבית קומות","4","שניה"
"80","רא"ל דוד אלעזר 21","105.7","20/03/2024","3290000","5693-9-8","דירה בבית קומות","4","שניה"
81,מבצע יואב 11,27,"2024","250000",5693-22-1,קרקע למגורים,לא ידוע,לא ידוע
82,חטיבת גבעתי 2,99.1,"2024","3250000",5569-29-44,דירה בבית קומות,4,קרקע
"83","רא"ל חיים בר לב 30","106.7","07/03/2024","2995000","5696-13-8","דירה בבית קומות","4","ראשונה"
