מספר סידורי,שם העיר,שם השכונה,כתובת,שטח במר,תאריך העסקה,מחיר העסקה,גוש,סוג נכס,מחיר למר,חדרים
1,הוד השרון,רמות מנחם,האודם 7,151.17,2025,2000000,6446-316-9,דירה בבית,5,13230
2,הוד השרון,רמות מנחם,זמיר 5,166,2025,4850000,6446-348-4,דירה בבית,5,29217
3,הוד השרון,רמות מנחם,טווס 3,131.5,2025,4150000,6446-356-18,דירה בבית,5,31559
4,הוד השרון,רמות מנחם,פשוש 26,196.3,2025,3150000,6446-352-10,קוטג' דו משפחתי,5,16047
5,הוד השרון,רמות מנחם,האודם 12,138.22,2025,4400000,6446-307-13,דירה בבית,5,31833
6,הוד השרון,רמות מנחם,טווס 12,163,2025,642000,6446-418-5,קוטג' דו משפחתי,5.5,3939
8,הוד השרון,רמות מנחם,שחף 9,235.6,2024,581000,6446-401-1,קוטג' דו משפחתי,8,2466
12,הוד השרון,רמות מנחם,ישפה 20,240,2024,6265000,6446-241-2,קוטג' דו משפחתי,6,26104
13,הוד השרון,רמות מנחם,חוחית 3,162.4,2024,4850000,6446-417-20,דירה בבית,6,29865
14,הוד השרון,רמות מנחם,טווס 5,131.5,2024,3720000,6446-356-120,דירה בבית,5,28289
15,הוד השרון,רמות מנחם,טווס 8,162.4,2024,442000,6446-416-10,דירת גן,6,2722
16,הוד השרון,רמות מנחם,האודם 36,133.4,2024,2134000,6446-299-7,דירה בבית,5,15997
17,הוד השרון,רמות מנחם,חוחית 24,189.8,2024,1482000,6446-355-2,דירה בבית,6,7808
18,הוד השרון,רמות מנחם,טווס 5,131.5,2024,3900000,6446-356-139,דירה בבית,5,29658
19,הוד השרון,רמות מנחם,דוכיפת 27,294.1,2024,8300000,6446-351-3,קוטג' דו משפחתי,8,28222
20,הוד השרון,רמות מנחם,0,301,2024,2417000,6446-145-1,קוטג' חד משפחתי,6,8030
23,הוד השרון,רמות מנחם,חוחית 10,190,2024,5756000,6446-355-9,דירה בבית,5.5,30295
26,הוד השרון,רמות מנחם,דוכיפת 23,182.3,2024,4850000,6446-351-5,דירה בבית,6,26604
27,הוד השרון,רמות מנחם,ז'בוטינסקי 63,208,2024,4670000,6446-348-11,דירה בבית,6,22452
28,הוד השרון,רמות מנחם,האודם 28,155,2024,2900000,6446-302-7,דירה בבית,6,18710
29,הוד השרון,רמות מנחם,שלדג 28,235.6,2024,7500000,6446-408-1,קוטג' דו משפחתי,7,31834
31,הוד השרון,רמות מנחם,חוחית 5,162.4,2023,424000,6446-417-17,דירה בבית,6,2611
32,הוד השרון,רמות מנחם,שלדג 21,194.4,2023,829000,6446-350-27,קוטג' דו משפחתי,6.5,4264
34,הוד השרון,רמות מנחם,האודם 28,121.1,2023,3600000,6446-302-3,דירה בבית,4,29727
37,הוד השרון,רמות מנחם,פשוש 21,279.7,2023,7775000,6446-440-2,קוטג' דו משפחתי,6,27798
38,הוד השרון,רמות מנחם,חוחית 32,190.7,2023,1404000,6446-354-8,דירה בבית,7,7362
41,הוד השרון,רמות מנחם,טווס 5,131.5,2023,900000,6446-356-84,דירה בבית,5,6844
43,הוד השרון,רמות מנחם,ז'בוטינסקי 45,135.3,2023,504000,6446-348-20,קוטג' דו משפחתי,5,3725
45,הוד השרון,רמות מנחם,ז'בוטינסקי 37,193,2022,1647000,6446-348-24,קוטג' דו משפחתי,7,8534
46,הוד השרון,רמות מנחם,לשם 2,245,2022,6930000,6446-192-1,קוטג' דו משפחתי,6,28286
47,הוד השרון,רמות מנחם,דוכיפת 42,195,2022,4000000,6446-352-7,דירה בבית,6,20513
48,הוד השרון,רמות מנחם,האודם 15,117.8,2022,3750000,6446-313-4,דירה בבית,4,31834
49,הוד השרון,רמות מנחם,שחף 6,247.4,2022,7500000,6446-389-2,קוטג' דו משפחתי,7,30315
51,הוד השרון,רמות מנחם,פשוש 31,279.7,2022,7450000,6446-445-1,קוטג' דו משפחתי,6,26636
52,הוד השרון,רמות מנחם,טווס 3,131.5,2022,3940000,6446-356-9,דירה בבית,5,29962
53,הוד השרון,רמות מנחם,גזית 12,283,2022,6825000,6446-102-1,קוטג' דו משפחתי,6,24117
55,הוד השרון,רמות מנחם,הציונות 11,117,2022,3650000,6446-456-37,דירה בבית,4,31197
56,הוד השרון,רמות מנחם,זמיר 41,262,2022,8100000,6446-362-2,קוטג' דו משפחתי,8,30916
58,הוד השרון,רמות מנחם,דוכיפת 42,189.1,2022,5350000,6446-352-3,קוטג' דו משפחתי,7,28292
59,הוד השרון,רמות מנחם,זמיר 37,262,2022,8100000,6446-363-2,קוטג' דו משפחתי,5,30916
62,הוד השרון,רמות מנחם,טווס 3,164,2022,4400000,6446-356-78,דירה בבית,5,26829
64,הוד השרון,רמות מנחם,תרשיש 9,282,2022,5950000,6446-226-2,קוטג' דו משפחתי,5,21099
65,הוד השרון,רמות מנחם,הציונות 9,100,2021,2950000,6446-456-12,דירה בבית,4,29500
66,הוד השרון,רמות מנחם,טווס 3,131.5,2021,3350000,6446-356-29,דירה בבית,5,25475
68,הוד השרון,רמות מנחם,חוחית 42,191.7,2021,4400000,6446-354-5,קוטג' חד משפחתי,7,22953
69,הוד השרון,רמות מנחם,שקנאי 9,163,2021,3950000,6446-418-22,קוטג' דו משפחתי,6,24233
70,הוד השרון,רמות מנחם,אזמרגד 6,252,2021,5400000,6446-163-2,קוטג' דו משפחתי,7,21429
71,הוד השרון,רמות מנחם,נחליאלי 27,207.5,2021,4650000,6446-350-2,קוטג' דו משפחתי,6,22410
73,הוד השרון,רמות מנחם,זמיר 23,290,2021,5925000,6446-367-5,קוטג' דו משפחתי,6,20431
74,הוד השרון,רמות מנחם,האודם 21,151.2,2021,3850000,6446-311-12,דירה בבית,6,25463
75,הוד השרון,רמות מנחם,חוחית 15,229.6,2021,5250000,6446-419-15,דירה בבית,5,22866
