city,neighborhood,transaction_id,שם העיר,שם השכונה,address,area_sqm,transaction_date,transaction_price,block,property_type,rooms,price_per_sqm
עכו,קרית וולפסון,1,עכו,קרית וולפסון,ירושלים 18,47.2,2025,590000,18017-126-16,דירה בבית,3,12500
עכו,קרית וולפסון,4,עכו,קרית וולפסון,מפרץ שלמה 8,54.7,2025,300000,18020-94-4,דירה בבית,3,5484
עכו,קרית וולפסון,5,עכו,קרית וולפסון,הרצוג 6,46.4,2025,600000,18016-81-10,דירה בבית,3,12931
עכו,קרית וולפסון,7,עכו,קרית וולפסון,הרצוג 10,46.4,2025,680000,18016-78-9,דירה בבית,3,14655
עכו,קרית וולפסון,8,עכו,קרית וולפסון,הרצל 33,95.54,2025,1380000,18016-176-39,דירה בבית,4,14444
עכו,קרית וולפסון,9,עכו,קרית וולפסון,הרצוג 20,70.3,2025,200000,18020-84-1,דירה בבית,3,2845
עכו,קרית וולפסון,10,עכו,קרית וולפסון,סר אייזיק 7,43.7,2025,740000,18004-204-17,דירה בבית,3,16934
עכו,קרית וולפסון,11,עכו,קרית וולפסון,הרצוג 9,50.7,2025,767600,18001-125-8,דירה בבית,3,15140
עכו,קרית וולפסון,12,עכו,קרית וולפסון,הרצוג 29,44.8,2025,670000,18021-81-14,דירה בבית,3,14955
עכו,קרית וולפסון,13,עכו,קרית וולפסון,הרצל 57,47.6,2025,605000,18004-209-48,דירה בבית,3,12710
עכו,קרית וולפסון,15,עכו,קרית וולפסון,יאנוש קורצ'אק 15,40.7,2025,550000,18016-92-64,דירה בבית,2,13514
עכו,קרית וולפסון,17,עכו,קרית וולפסון,הרצל 21,53.7,2025,800000,18001-127-17,דירה בבית,3,14898
עכו,קרית וולפסון,18,עכו,קרית וולפסון,הארבעה 40,47.1,2025,700000,18004-123-22,דירה בבית,3,14862
עכו,קרית וולפסון,19,עכו,קרית וולפסון,חטיבת גולני 18,52.8,2025,775000,18020-90-27,דירה בבית,3,14678
עכו,קרית וולפסון,20,עכו,קרית וולפסון,משה שרת 17,59.7,2025,850000,18017-119-16,דירה בבית,3,14238
עכו,קרית וולפסון,21,עכו,קרית וולפסון,ז'בוטינסקי 25,39.4,2025,713000,18001-118-1,דירה בבית,2,18096
עכו,קרית וולפסון,22,עכו,קרית וולפסון,הרצל 37,47,2025,800000,18016-104-32,דירה בבית,3,17021
עכו,קרית וולפסון,23,עכו,קרית וולפסון,חטיבת גולני 24,59.7,2025,800000,18020-92-2,דירה בבית,3,13400
עכו,קרית וולפסון,25,עכו,קרית וולפסון,יאנוש קורצ'אק 18,75.5,2025,670000,18004-251-9,דירה בבית,4,8874
עכו,קרית וולפסון,26,עכו,קרית וולפסון,חטיבת גולני 10,47.3,2025,785000,18021-74-10,דירה בבית,3,16596
עכו,קרית וולפסון,27,עכו,קרית וולפסון,הארבעה 45,40.7,2025,700000,18004-175-29,דירה בבית,2,17199
עכו,קרית וולפסון,28,עכו,קרית וולפסון,הארבעה 49,40.7,2025,480000,18004-167-5,דירה בבית,2,11794
עכו,קרית וולפסון,29,עכו,קרית וולפסון,יאנוש קורצ'אק 20,75.6,2025,800000,18004-165-5,דירה בבית,4,10582
עכו,קרית וולפסון,30,עכו,קרית וולפסון,דב גרונר 10,42.4,2025,700000,18001-138-11,דירה בבית,2,16509
עכו,קרית וולפסון,34,עכו,קרית וולפסון,יאנוש קורצ'אק 10,37.4,2025,650000,18004-169-4,דירה בבית,2,17380
עכו,קרית וולפסון,35,עכו,קרית וולפסון,סר אייזיק 3,42,2025,600000,18004-205-6,דירה בבית,2,14286
עכו,קרית וולפסון,36,עכו,קרית וולפסון,הרצל 49,42,2025,730000,18004-179-2,דירה בבית,2,17381
עכו,קרית וולפסון,37,עכו,קרית וולפסון,משה שרת 13,54.7,2024,750000,18017-123-10,דירה בבית,3,13711
עכו,קרית וולפסון,39,עכו,קרית וולפסון,יאנוש קורצ'אק 15,40.7,2024,560000,18016-92-60,דירה בבית,2,13759
עכו,קרית וולפסון,40,עכו,קרית וולפסון,הרצוג 31,44.8,2024,715000,18021-80-14,דירה בבית,3,15960
עכו,קרית וולפסון,43,עכו,קרית וולפסון,ירושלים 20,54.7,2024,690000,18020-102-13,דירה בבית,3,12614
