מספר סידורי,שם העיר,שם השכונה,כתובת,שטח במר,תאריך העסקה,מחיר העסקה,גוש,סוג נכס,מחיר למר,חדרים
1,חיפה,עין הים,התורן 16,63.7,2025,1480000,11672-20-9,דירה בבית,2.5,23234
2,חיפה,עין הים,יאיר שטרן 13,116,2025,2200000,10802-159-33,דירה בבית,5,18966
3,חיפה,עין הים,יאיר שטרן 17,48.2,2025,1100000,10802-160-10,דירה בבית,2.5,22822
4,חיפה,עין הים,התורן 34,63.7,2025,1450000,11672-14-17,דירה בבית,2.5,22763
5,חיפה,עין הים,התורן 22,63.7,2025,1500000,11672-18-17,דירה בבית,2.5,23548
6,חיפה,עין הים,גנרל קניג פייר 1,83.8,2025,1300000,10906-301-12,דירה בבית,4,15513
7,חיפה,עין הים,העוגן 13,41.28,2024,930000,10802-64-2,דירה בבית,3,22529
9,חיפה,עין הים,התורן 14,61.24,2024,1390000,11672-21-14,דירה בבית,2,22698
10,חיפה,עין הים,התורן 8,61.24,2024,1505000,11672-25-19,דירה בבית,2.5,24575
11,חיפה,עין הים,גנרל קניג פייר 1,77.6,2024,400000,10906-301-18,דירה בבית,3,5155
12,חיפה,עין הים,התורן 20,61.24,2024,1600000,11672-19-11,דירה בבית,2.5,26127
13,חיפה,עין הים,התורן 12,61.24,2024,550000,11672-21-7,דירה בבית,2,8981
14,חיפה,עין הים,גנרל קניג פייר 1,66.4,2024,1470000,10906-301-5,דירה בבית,3,22139
15,חיפה,עין הים,יאיר שטרן 17,48.2,2024,930000,10802-160-14,דירה בבית,2.5,19295
17,חיפה,עין הים,העוגן 41,106,2024,1300000,10906-1-3,דירה בבית,3,12264
19,חיפה,עין הים,ההגה 8,54,2024,650000,10802-18-2,דירה בבית,3,12037
21,חיפה,עין הים,יאיר שטרן 17,59.3,2024,1040000,10802-160-16,דירה בבית,3,17538
22,חיפה,עין הים,התורן 41,56.22,2024,1300000,10906-9-5,דירה בבית,3,23123
23,חיפה,עין הים,ירמיהו הלפרן 3,108,2024,2400000,10802-85-4,דירה בבית,5,22222
24,חיפה,עין הים,התורן 40,63.7,2024,1700000,11672-12-2,דירה בבית,3.5,26688
28,חיפה,עין הים,התורן 30,61.24,2023,1285000,11672-15-8,דירה בבית,3,20983
29,חיפה,עין הים,התורן 28,63.7,2023,1500000,11672-16-7,דירה בבית,3,23548
30,חיפה,עין הים,גנרל קניג פייר 5,66.4,2023,1390000,10906-301-61,דירה בבית,3,20934
31,חיפה,עין הים,יאיר שטרן 27,60.1,2023,1000000,10802-162-13,דירה בבית,3,16639
32,חיפה,עין הים,יאיר שטרן 15,48.2,2023,600000,10802-160-26,דירה בבית,2.5,12448
