מספר סידורי,שם העיר,שם השכונה,כתובת,שטח במר,תאריך העסקה,מחיר העסקה,גוש,סוג נכס,מחיר למר,חדרים
1,קרית גת,אתרי המקרא,אתרי המקרא 4,82.41,2025,1345000,1534-95-3,דירה בבית,4,16321
2,קרית גת,אתרי המקרא,הצדיק משטפנשט 3,83.79,2025,1490000,1534-84-5,דירה בבית,3,17783
3,קרית גת,אתרי המקרא,הצדיק משטפנשט 17,86.55,2025,1510000,1534-79-3,דירה בבית,4,17447
4,קרית גת,אתרי המקרא,מלכי ישראל 100,64.03,2025,1290000,1534-87-9,דירה בבית,3,20147
5,קרית גת,אתרי המקרא,אתרי המקרא 4,64.1,2025,1370000,1534-95-14,דירה בבית,3,21373
6,קרית גת,אתרי המקרא,הרב עובדיה יוסף 14,78.22,2025,1560000,1534-29-2,דירה בבית,4,19944
7,קרית גת,אתרי המקרא,פרת 21,82.41,2025,1640000,1534-12-10,דירה בבית,4,19900
8,קרית גת,אתרי המקרא,ענתות 6,53.66,2025,1225000,1534-92-6,דירה בבית,2,22829
9,קרית גת,אתרי המקרא,ענתות 16,81.85,2025,1460000,1534-9-11,דירה בבית,4,17838
10,קרית גת,אתרי המקרא,ענתות 16,82.41,2025,1520000,1534-9-3,דירה בבית,4,18444
11,קרית גת,אתרי המקרא,הצדיק משטפנשט 9,83.79,2025,1580000,1534-80-7,דירה בבית,4,18857
12,קרית גת,אתרי המקרא,לבנה 36,215,2025,3600000,2430-8-3,קוטג' חד משפחתי,7,16744
13,קרית גת,אתרי המקרא,הרב עובדיה יוסף 31,83.79,2025,1330000,1534-81-7,דירה בבית,4,15873
14,קרית גת,אתרי המקרא,מלכי ישראל 104,64.21,2025,1350000,1534-93-2,דירה בבית,3,21025
15,קרית גת,אתרי המקרא,אתרי המקרא 2,83.79,2025,1330000,1534-94-7,דירה בבית,4,15873
16,קרית גת,אתרי המקרא,ענתות 6,63.77,2025,1240000,1534-92-2,דירה בבית,3,19445
17,קרית גת,אתרי המקרא,אתרי המקרא 6,63.77,2025,1300000,1534-84-18,דירה בבית,3,20386
19,קרית גת,אתרי המקרא,דור 9,53.81,2025,1200000,1534-5-4,דירה בבית,2,22301
21,קרית גת,אתרי המקרא,ענתות 6,63.77,2025,1300000,1534-92-4,דירה בבית,3,20386
23,קרית גת,אתרי המקרא,ענתות 16,64.1,2025,1300000,1534-9-10,דירה בבית,3,20281
26,קרית גת,אתרי המקרא,הרב עובדיה יוסף 23,62.5,2024,1200000,1534-78-6,דירה בבית,3,19200
27,קרית גת,אתרי המקרא,ענתות 6,82.41,2024,1360000,1534-92-5,דירה בבית,4,16503
28,קרית גת,אתרי המקרא,עדולם 41,84.85,2024,1720000,1534-69-1,דירה בבית,5,20271
29,קרית גת,אתרי המקרא,דור 7,71.86,2024,1370000,1534-5-24,דירה בבית,3,19065
30,קרית גת,אתרי המקרא,פרת 4,90.32,2024,1400000,1534-67-3,דירה בבית,4,15500
31,קרית גת,אתרי המקרא,הרב עובדיה יוסף 13,64.03,2024,1150000,1534-16-4,דירה בבית,3,17960
32,קרית גת,אתרי המקרא,פרת 24,64.1,2024,1150000,1534-86-7,דירה בבית,3,17941
34,קרית גת,אתרי המקרא,דור 3,64.03,2024,1400000,1534-6-2,דירה בבית,3,21865
35,קרית גת,אתרי המקרא,מלכי ישראל 100,72.66,2024,1250000,1534-87-10,דירה בבית,3,17203
36,קרית גת,אתרי המקרא,דור 3,64.03,2024,1000000,1534-6-9,דירה בבית,3,15618
38,קרית גת,אתרי המקרא,ענתות 6,72,2024,1150000,1534-92-13,דירה בבית,3,15972
40,קרית גת,אתרי המקרא,אתרי המקרא 6,72.56,2024,1100000,1534-84-13,דירה בבית,4,15160
41,קרית גת,אתרי המקרא,מלכי ישראל 104,64.21,2024,800000,1534-93-9,דירה בבית,3,12459
42,קרית גת,אתרי המקרא,הרב עובדיה יוסף 20,64.42,2024,1300000,1534-100-13,דירה בבית,3,20180
43,קרית גת,אתרי המקרא,נינווה 34,92.67,2024,2000000,1534-62-2,קוטג' דו משפחתי,4,21582
44,קרית גת,אתרי המקרא,אדוריים 23,214,2024,3140000,2430-43-1,דירה בבית,5,14673
52,קרית גת,אתרי המקרא,מלכי ישראל 102,82.36,2024,1465000,1534-88-11,דירה בבית,4,17788
53,קרית גת,אתרי המקרא,אדוריים 68,185,2024,2675000,2430-94-2,קוטג' דו משפחתי,5,14459
54,קרית גת,אתרי המקרא,אתרי המקרא 6,81.85,2023,1080000,1534-84-11,דירה בבית,4,13195
55,קרית גת,אתרי המקרא,מלכי ישראל 102,54.56,2023,1030000,1534-88-14,דירה בבית,2,18878
56,קרית גת,אתרי המקרא,הצדיק משטפנשט 4,83.79,2023,1300000,1534-96-3,דירה בבית,4,15515
57,קרית גת,אתרי המקרא,אתרי המקרא 4,64.1,2023,1050000,1534-95-10,דירה בבית,3,16381
58,קרית גת,אתרי המקרא,דור 5,64.1,2023,1150000,1534-6-15,דירה בבית,3,17941
59,קרית גת,אתרי המקרא,שבא 2,121.48,2023,1900000,1534-37-4,דירה בבית,5,15640
60,קרית גת,אתרי המקרא,מלכי ישראל 104,64.21,2023,1150000,1534-93-13,דירה בבית,3,17910
61,קרית גת,אתרי המקרא,דור 9,64.03,2023,1200000,1534-5-28,דירה בבית,3,18741
62,קרית גת,אתרי המקרא,הצדיק משטפנשט 10,83.79,2023,1350000,1534-90-5,דירה בבית,4,16112
63,קרית גת,אתרי המקרא,מלכי ישראל 104,72.52,2023,1230000,1534-93-14,דירה בבית,3,16961
64,קרית גת,אתרי המקרא,מלכי ישראל 96,64.1,2023,1210000,1534-10-5,דירה בבית,3,18877
65,קרית גת,אתרי המקרא,עדולם 76,170.68,2023,2850000,2430-65-4,דירה בבית,5,16698
66,קרית גת,אתרי המקרא,הצדיק משטפנשט 8,70.56,2023,1158000,1534-89-9,דירה בבית,3,16412
67,קרית גת,אתרי המקרא,מלכי ישראל 102,64.1,2023,1000000,1534-88-12,דירה בבית,3,15601
68,קרית גת,אתרי המקרא,הרב עובדיה יוסף 20,64.42,2023,1150000,1534-100-17,דירה בבית,3,17852
69,קרית גת,אתרי המקרא,מלכי ישראל 96,64.1,2023,750000,1534-10-7,דירה בבית,3,11700
70,קרית גת,אתרי המקרא,הרב עובדיה יוסף 13,83.79,2023,1250000,1534-16-3,דירה בבית,4,14918
71,קרית גת,אתרי המקרא,הרב עובדיה יוסף 13,64.03,2023,1100000,1534-16-2,דירה בבית,3,17179
72,קרית גת,אתרי המקרא,הרב עובדיה יוסף 31,64.03,2023,1120000,1534-81-6,דירה בבית,3,17492
73,קרית גת,אתרי המקרא,מלכי ישראל 96,71.8,2023,1240000,1534-10-6,דירה בבית,3,17270
74,קרית גת,אתרי המקרא,מלכי ישראל 104,64.21,2023,1085000,1534-93-6,דירה בבית,3,16898
75,קרית גת,אתרי המקרא,הצדיק משטפנשט 17,70,2023,1250000,1534-79-8,דירה בבית,3,17857
76,קרית גת,אתרי המקרא,ענתות 19,64.03,2023,1125000,1534-14-6,דירה בבית,3,17570
77,קרית גת,אתרי המקרא,הרב עובדיה יוסף 8,78.22,2022,1570000,1534-26-1,דירה בבית,4,20072
