מספר סידורי,כתובת,שטח במר,תאריך העסקה,מחיר העסקה,גוש,סוג נכס,חדרים,קומה
1,האיריסים 16,182.4,"2025","3200000",5992-12-3,דירה בבית קומות,7,קומה ‎0‏, קומה ‎1‏, קומה ‎2‏
2,ספיר 8,82.16,"2025","2150000",5992-24-20,דירה בבית קומות,3.5,קומה ‎0‏
3,ספיר 1,123,"2025","2300000",5992-28-9,לא ידוע,5,חמישית
4,החבצלת 14,210.7,"2025","3550000",4354-104-1,קוטג' דו משפחתי,5,מרתף קרקע וראשונה
5,ספיר 1,96,"2025","1500000",5992-28-10,דירה בבית קומות,4,שלישית
6,ספיר 5,90.26,"2025","1570000",5992-27-7,דירה בבית קומות,4,קומה ‎1‏
7,אתרוג 2,125,"2025","1741000",5992-31-15,דירה בבית קומות,5,לא ידוע
8,אתרוג 5,90.37,"2025","1740000",5992-32-35,דירה בבית קומות,4,קומה ‎3‏
9,האיריסים 14,142.6,"2025","3125000",5992-11-1,דירה בבית קומות,5,קומה ‎0‏, קומה ‎1‏
10,ספיר 1,87,"2025","1625000",5992-28-11,דירה בבית קומות,3.5,שלישית
11,ציון אשר 12,143.75,"2024","3130000",5992-5-6,דירה בבית קומות,6,קומה ‎0‏, קומה ‎1‏
12,אתרוג 6,86,"2024","1600000",5992-30-5,דירה בבית קומות,4,שניה
13,ספיר 7,81.06,"2024","1600000",5992-27-23,דירה בבית קומות,3.5,קומה ‎1‏
14,אתרוג 2,95,"2024","1750000",5992-31-16,דירה בבית קומות,4,ראשונה
15,החבצלת 4,277,"2024","3600000",4354-114-2,דירה בבית קומות,5,ראשונה
16,הזית 9,280.6,"2024","3150000",4354-112-2,קוטג' דו משפחתי,5,קרקע, ראשונה, שניה
17,ספיר 8,100.32,"2024","2350000",5992-24-36,דירה בבית קומות,4,קומה ‎4‏, קומה ‎5‏
"18","הרמ"א 38","144.22","10/06/2024","1790000","5992-4-7","דירה בבית קומות","6","קומה ‎0‏, קומה ‎1‏"
19,ספיר 7,125.82,"2024","2500000",5992-27-37,דירה בבית קומות,5,קומה ‎4‏, קומה ‎5‏
20,אתרוג 2,97,"2024","1750000",5992-31-17,דירה בבית קומות,4,שלישית
21,ספיר 5,81.06,"2024","1740000",5992-27-14,דירה בבית קומות,3.5,קומה ‎3‏
22,אתרוג 5,81.67,"2024","1540000",5992-32-16,דירה בבית קומות,3.5,קומה ‎3‏
23,הכלנית 22,162.75,"2024","2975000",5992-15-2,דירה בבית קומות,6,קומה ‎0‏, קומה ‎1‏, קומה ‎2‏
24,הגפן 4,157.8,"2024","3350000",4354-181-2,דירה בבית קומות,5,מרתף קרקע וראשונה
25,אתרוג 10,85.73,"2024","1730000",5992-29-6,דירה בבית קומות,4,קומה ‎1‏
26,מבצע יונתן 10,170.7,"2024","3115000",4354-193-2,דירה בבית קומות,7,קרקע וראשונה
27,אתרוג 2,87,"2024","1570000",5992-31-18,דירה בבית קומות,4,ראשונה
28,ספיר 2,73.77,"2024","1450000",5992-25-19,דירה בבית קומות,3,קומה ‎4‏
29,ספיר 7,90.26,"2023","1670000",5992-27-32,דירה בבית קומות,4,קומה ‎3‏
30,אתרוג 6,97,"2023","1530000",5992-30-6,דירה בבית קומות,4,שלישית
31,ספיר 9,101.24,"2023","2400000",5992-26-36,דירה בבית קומות,5,קומה ‎4‏, קומה ‎5‏
32,ספיר 2,90.45,"2023","1500000",5992-25-6,דירה בבית קומות,4,קומה ‎1‏
33,ספיר 8,126.04,"2023","2650000",5992-24-35,דירת גג,5,קומה ‎4‏, קומה ‎5‏
