מספר סידורי,שם העיר,שם השכונה,כתובת,שטח במר,תאריך העסקה,מחיר העסקה,גוש,סוג נכס,מחיר למר,חדרים
1,הוד השרון,שרת,יהושע בן גמלא 39,153.89,2025,3700000,6455-1109-10,דירה בבית,5,24043
3,הוד השרון,שרת,ההסתדרות 8,62,2025,1925000,6455-584-5,דירה בבית,3,31048
4,הוד השרון,שרת,רמתיים 78,66.64,2025,1200000,6455-590-16,דירה בבית,3,18007
5,הוד השרון,שרת,ההסתדרות 6,86,2025,2430000,6455-583-11,דירה בבית,3,28256
6,הוד השרון,שרת,יהושע בן גמלא 41,103.08,2025,3300000,6455-1035-63,דירה בבית,4,32014
7,הוד השרון,שרת,הבנים 14,122.18,2025,1750000,6455-764-67,דירה בבית,1,14323
8,הוד השרון,שרת,יהושע בן גמלא 22,132,2025,3640000,6455-1119-8,דירה בבית,5,27576
9,הוד השרון,שרת,ישורון 15,112.4,2025,2682000,6455-641-18,דירה בבית,4,23861
10,הוד השרון,שרת,בן גוריון 19,223.5,2025,4000000,6455-827-5,דירת,5.5,17897
14,הוד השרון,שרת,ישורון 4,88.82,2025,1300000,6455-724-3,דירה בבית,4,14636
15,הוד השרון,שרת,הרשות 1,83.35,2025,2100000,6455-620-66,דירה בבית,4,25195
16,הוד השרון,שרת,ישורון 34,73,2025,2400000,6455-577-11,דירה בבית,3.5,32877
18,הוד השרון,שרת,יהושע בן גמלא 41,256.73,2025,7897200,6455-1035-73,דירה בבית,5,30761
19,הוד השרון,שרת,מגדיאל 7,67.05,2025,2350000,6455-565-23,דירה בבית,3,35048
20,הוד השרון,שרת,ישורון 31,100.32,2025,2800000,6455-675-4,דירה בבית,4,27911
21,הוד השרון,שרת,ההסתדרות 6,92,2025,2520000,6455-583-3,דירה בבית,4,27391
23,הוד השרון,שרת,יהושע בן גמלא 41,103.33,2025,3360000,6455-1035-62,דירה בבית,4,32517
25,הוד השרון,שרת,ישורון 19,92.5,2024,2900000,6455-710-5,דירה בבית,4,31351
27,הוד השרון,שרת,רמתיים 7,110.5,2024,3750000,6455-1067-49,דירה בבית,5,33937
28,הוד השרון,שרת,משאבים 26,82.33,2024,2615000,6455-616-15,דירה בבית,4,31762
30,הוד השרון,שרת,רמתיים 13,118,2024,3335000,6455-1062-1,דירה בבית,4,28263
34,הוד השרון,שרת,יהושע בן גמלא 24,103.46,2024,3060000,6455-976-24,דירה בבית,4,29577
36,הוד השרון,שרת,בן גוריון 28,79.5,2024,2400000,6455-610-21,דירה בבית,3.5,30189
37,הוד השרון,שרת,האילנות 5,121.7,2024,3900000,6455-1055-20,דירה בבית,5,32046
38,הוד השרון,שרת,יהושע בן גמלא 24,103.46,2024,3000000,6455-976-9,דירה בבית,4,28997
39,הוד השרון,שרת,ישורון 45,230,2024,4000000,6455-747-1,קוטג' דו משפחתי,6,17391
43,הוד השרון,שרת,הבוסתן 8,79.92,2024,2445000,6455-532-18,דירה בבית,4,30593
44,הוד השרון,שרת,רמתיים 7,95.5,2024,3340000,6455-1067-12,דירה בבית,4,34974
49,הוד השרון,שרת,בן גוריון 20,97,2024,2650000,6455-633-28,דירה בבית,4,27320
52,הוד השרון,שרת,פסנתר 6,276,2024,8300000,6451-444-2,קוטג' דו משפחתי,5,30072
53,הוד השרון,שרת,ההסתדרות 8,107,2024,3540000,6455-584-20,דירה בבית,4,33084
54,הוד השרון,שרת,משאבים 12,111,2024,3350000,6455-568-5,דירה בבית,4,30180
59,הוד השרון,שרת,יהושע בן גמלא 22,194,2024,2035000,6455-1119-6,דירה בבית,6,10490
61,הוד השרון,שרת,ישורון 37,79.54,2024,2395000,6455-695-3,דירה בבית,4,30111
62,הוד השרון,שרת,הגאולה 4,131.1,2024,3400000,6455-657-21,דירה בבית,6,25934
