מספר סידורי,שם העיר,שם השכונה,כתובת,שטח במר,תאריך העסקה,מחיר העסקה,גוש,סוג נכס,מחיר למר,חדרים
2,נשר,גבעת נשר,העלייה 31,36.32,2025,520000,11231-411-1,דירה בבית,3,14317
3,נשר,גבעת נשר,יפה נוף 28,68.4,2025,1160000,11231-552-23,דירה בבית,3,16959
4,נשר,גבעת נשר,יפה נוף 26,69,2025,1245000,11231-611-13,דירה בבית,3,18043
5,נשר,גבעת נשר,ההשכלה 18,42.3,2025,800000,11231-574-7,דירה בבית,2,18913
6,נשר,גבעת נשר,העלייה 40,84,2025,1300000,11231-394-2,דירה בבית,5,15476
7,נשר,גבעת נשר,החלוצים 14,194,2025,2900000,11231-76-1,קוטג' חד משפחתי,5,14948
8,נשר,גבעת נשר,הטף 11,339,2025,1100000,11231-516-1,דירה בבית,6,3245
9,נשר,גבעת נשר,יפה נוף 36,61.5,2025,1120000,11231-548-38,דירה בבית,3,18211
10,נשר,גבעת נשר,יפה נוף 30,69.4,2025,1190000,11231-551-13,דירה בבית,3,17147
12,נשר,גבעת נשר,יפה נוף 12,44,2025,900000,11231-661-5,דירה בבית,3,20455
13,נשר,גבעת נשר,המעפילים 19,45.35,2025,800000,11231-446-4,דירה בבית,2,17641
14,נשר,גבעת נשר,יפה נוף 9,62.4,2024,1060000,11231-418-17,דירה בבית,3,16987
15,נשר,גבעת נשר,יפה נוף 20,93.92,2024,1590000,11231-670-31,דירה בבית,4,16929
16,נשר,גבעת נשר,התשבי 18,37.7,2024,855000,11230-68-4,דירה בבית,2,22679
17,נשר,גבעת נשר,הטרשים 8,47.9,2024,950000,11231-658-31,דירה בבית,2,19833
18,נשר,גבעת נשר,יפה נוף 46,61.6,2024,980000,11231-547-6,דירה בבית,3,15909
19,נשר,גבעת נשר,התשבי 4,57.1,2024,770000,11230-123-4,דירה בבית,3,13485
20,נשר,גבעת נשר,המעפילים 9,72.63,2024,1200000,11231-584-14,דירה בבית,3,16522
21,נשר,גבעת נשר,הכלניות 13,57.1,2024,1180000,11230-98-17,דירה בבית,3,20665
22,נשר,גבעת נשר,המגינים 9,56.1,2024,1000000,11230-48-3,דירה בבית,3,17825
23,נשר,גבעת נשר,הוותיקים 3,780,2024,1500000,11231-490-1,קוטג' דו משפחתי,5,1923
24,נשר,גבעת נשר,ההשכלה 5,100,2024,1700000,11231-405-1,קוטג' חד משפחתי,5,17000
25,נשר,גבעת נשר,הטף 7,41.8,2024,755000,11231-612-4,דירה בבית,2,18062
26,נשר,גבעת נשר,יפה נוף 30,69.4,2024,1160000,11231-551-29,דירה בבית,3,16715
27,נשר,גבעת נשר,הקוממיות 19,37.7,2024,850000,11230-41-3,דירה בבית,2,22546
28,נשר,גבעת נשר,המרכז 10,51.5,2024,885000,11230-57-3,דירה בבית,3,17184
29,נשר,גבעת נשר,הוותיקים 2,157,2024,1500000,11231-539-2,קוטג' דו משפחתי,6,9554
30,נשר,גבעת נשר,המגינים 2,167,2024,1350000,11230-90-2,דירה בבית,6,8084
32,נשר,גבעת נשר,יפה נוף 4,43.8,2024,880000,11231-656-4,דירה בבית,3,20091
33,נשר,גבעת נשר,האילנות 13,176,2024,2000000,11231-84-1,קוטג' חד משפחתי,5,11364
34,נשר,גבעת נשר,המעפילים 13,49.9,2024,820000,11231-445-5,דירה בבית,2,16433
35,נשר,גבעת נשר,יפה נוף 20,108.87,2024,1650000,11231-670-32,דירה בבית,5,15156
36,נשר,גבעת נשר,הכלניות 13,56.4,2024,1185000,11230-98-3,דירה בבית,3,21011
37,נשר,גבעת נשר,יפה נוף 32,64.24,2024,925000,11231-550-25,דירה בבית,3,14399
39,נשר,גבעת נשר,יפה נוף 44,61.6,2024,980000,11231-547-26,דירה בבית,3,15909
40,נשר,גבעת נשר,העלייה 48,195,2024,2200000,11231-315-1,קוטג' דו משפחתי,6,11282
41,נשר,גבעת נשר,יפה נוף 26,67,2024,1030000,11231-611-28,דירה בבית,3,15373
42,נשר,גבעת נשר,הכלניות 15,56.5,2024,1080000,11230-78-9,דירה בבית,3,19115
43,נשר,גבעת נשר,יפה נוף 28,69.4,2024,333000,11231-552-5,דירה בבית,3,4798
44,נשר,גבעת נשר,המגינים 4,228,2024,2230000,11230-90-3,דירה בבית,6,9781
45,נשר,גבעת נשר,הכלניות 13,57.1,2024,1030000,11230-98-14,דירת גן,3.5,18039
