מספר סידורי,שם העיר,כתובת,שטח במר,תאריך העסקה,מחיר העסקה,גוש,סוג נכס,חדרים,מחיר למר
196,סח'נין,אל-כרמל 12,150,2019,2000000,19288-6-1,דירת גן,6,13333
198,סח'נין,אל-מוס'רארה 3,300,2019,2050000,19314-82-2,קוטג' חד משפחתי,5,6833
240,סח'נין,0,400,2019,2000000,19320-47-1,קוטג' חד משפחתי,8,5000
