מספר סידורי,שם העיר,שם השכונה,כתובת,שטח במר,תאריך העסקה,מחיר העסקה,גוש,סוג נכס,מחיר למר,חדרים
1,לוד,נווה זית,אנילביץ 21,64,2025,1750000,4024-158-2,דירה בבית,3,27344
2,לוד,נווה זית,כרמל 6,82.75,2025,1600000,4025-310-52,דירה בבית,4,19335
4,לוד,נווה זית,ז'בוטינסקי 7,169,2025,2240000,4024-164-3,דירה בבית,5,13254
5,לוד,נווה זית,צבר 4,124,2025,2350000,4025-80-1,דירה בבית,5,18952
7,לוד,נווה זית,כרמל 6,78.72,2025,1550000,4025-310-20,דירה בבית,4,19690
8,לוד,נווה זית,אנילביץ 18,79.34,2025,1380000,4024-163-16,דירה בבית,3,17393
10,לוד,נווה זית,כרמל 4,86.1,2025,1520000,4025-310-99,דירה בבית,4,17654
11,לוד,נווה זית,שפרינצק 6,102,2024,2180000,4025-178-2,דירה בבית,4,21373
12,לוד,נווה זית,ארלוזורוב 6,40,2024,900000,4024-147-4,דירה בבית,2,22500
13,לוד,נווה זית,כרמל 6,78.72,2024,1520000,4025-310-21,דירה בבית,4,19309
15,לוד,נווה זית,אלישבע אשכול 4,100,2024,897500,4025-137-1,דירה בבית,3,8975
16,לוד,נווה זית,פלדמן 1,109,2024,1760000,4541-38-26,דירה בבית,5,16147
17,לוד,נווה זית,ארלוזורוב 2,44.9,2024,1507000,4541-41-30,דירה בבית,3.5,33563
18,לוד,נווה זית,הדס 4,130,2024,2470000,4025-87-3,דירה בבית,4,19000
19,לוד,נווה זית,פלדמן 1,54.5,2024,1700000,4541-38-24,דירה בבית,4.5,31193
20,לוד,נווה זית,ארלוזורוב 4,87,2024,1510000,4024-148-3,דירה בבית,4,17356
21,לוד,נווה זית,כרמל 4,82.75,2024,1720000,4025-310-87,דירה בבית,4,20785
23,לוד,נווה זית,קפלן 3,120,2024,2445000,4025-175-4,דירה בבית,7,20375
24,לוד,נווה זית,פלדמן 1,99,2024,1790000,4541-38-18,דירה בבית,5,18081
25,לוד,נווה זית,שפרינצק 3,102,2024,1920000,4025-67-2,דירה בבית,4,18824
26,לוד,נווה זית,ז'בוטינסקי 1,59,2024,1300000,4541-40-16,דירה בבית,3,22034
28,לוד,נווה זית,קפלן 10,118,2024,2020000,4025-196-2,דירה בבית,5,17119
30,לוד,נווה זית,כרמל 4,78.72,2024,1570000,4025-310-76,דירה בבית,4,19944
31,לוד,נווה זית,אנילביץ 4,64,2024,1900000,4024-171-1,דירת גן,4,29688
32,לוד,נווה זית,ארלוזורוב 2,77,2024,1330000,4541-41-13,דירה בבית,4,17273
33,לוד,נווה זית,כרמל 6,80.77,2024,1500000,4025-310-18,דירה בבית,4,18571
34,לוד,נווה זית,ארלוזורוב 2,78,2024,1402000,4541-41-14,דירה בבית,4,17974
35,לוד,נווה זית,ארלוזורוב 8,38,2024,1200000,4024-146-1,דירה בבית,3,31579
36,לוד,נווה זית,כרמל 4,78.72,2024,1500000,4025-310-68,דירה בבית,4,19055
