מספר סידורי,שם העיר,שם השכונה,כתובת,שטח במר,תאריך העסקה,מחיר העסקה,גוש,סוג נכס,מחיר למר,חדרים
2,פתח תקווה,נווה גנים,החרמון 1,45.7,2023,550000,6372-154-4,דירה בבית,2.5,12035
3,פתח תקווה,נווה גנים,אנסקי 7,50.8,2022,1780000,6372-151-5,דירה בבית,3,35039
4,פתח תקווה,נווה גנים,אנסקי 11,48.5,2021,1350000,6372-147-18,דירה בבית,3,27835
5,פתח תקווה,נווה גנים,העצמון 6,46,2021,1480000,6372-149-21,דירה בבית,3,32174
6,פתח תקווה,נווה גנים,העצמון 6,48.5,2021,1400000,6372-149-1,דירה בבית,3,28866
7,פתח תקווה,נווה גנים,החרמון 4,49.1,2021,1455000,6372-152-7,דירה בבית,3,29633
8,פתח תקווה,נווה גנים,העצמון 6,46,2021,108000,6372-149-11,דירה בבית,3,2348
9,פתח תקווה,נווה גנים,אליעזר קפלן 32,40.9,2021,1000000,6372-159-9,דירה בבית,3,24450
10,פתח תקווה,נווה גנים,אנסקי 11,46,2021,1320000,6372-147-14,דירה בבית,3,28696
11,פתח תקווה,נווה גנים,החרמון 6,47.9,2020,1200000,6372-153-8,דירה בבית,3,25052
12,פתח תקווה,נווה גנים,העצמון 1,49,2020,1330000,6372-150-5,דירה בבית,3,27143
13,פתח תקווה,נווה גנים,החרמון 1,38.8,2020,1102000,6372-154-6,דירה בבית,2,28402
14,פתח תקווה,נווה גנים,אליעזר קפלן 30,73.1,2020,1350000,6372-157-4,דירה בבית,4.5,18468
15,פתח תקווה,נווה גנים,החרמון 4,49.1,2020,1390000,6372-152-14,דירה בבית,2.5,28310
16,פתח תקווה,נווה גנים,החרמון 6,38.8,2019,980000,6372-153-19,דירה בבית,2,25258
17,פתח תקווה,נווה גנים,אליעזר קפלן 32,40.9,2019,439000,6372-159-23,דירה בבית,2,10733
18,פתח תקווה,נווה גנים,אליעזר קפלן 32,50.2,2018,1125000,6372-159-33,דירה בבית,3,22410
19,פתח תקווה,נווה גנים,אנסקי 11,48.5,2018,1125000,6372-147-24,דירה בבית,2.5,23196
20,פתח תקווה,נווה גנים,החרמון 6,48.7,2018,1000000,6372-153-7,דירה בבית,3,20534
21,פתח תקווה,נווה גנים,החרמון 6,46.3,2018,1300000,6372-153-27,דירה בבית,2.5,28078
22,פתח תקווה,נווה גנים,החרמון 4,50.8,2018,900000,6372-152-1,דירה בבית,2.5,17717
23,פתח תקווה,נווה גנים,אנסקי 7,54,2017,570000,6372-151-6,דירה בבית,3,10556
24,פתח תקווה,נווה גנים,אנסקי 7,54,2017,1160000,6372-151-3,קוטג' דו משפחתי,3,21481
25,פתח תקווה,נווה גנים,אנסקי 3,60.5,2017,1280000,6372-155-1,דירה בבית,3,21157
27,פתח תקווה,נווה גנים,החרמון 6,52.7,2017,1199000,6372-153-20,דירה בבית,3,22751
28,פתח תקווה,נווה גנים,העצמון 1,38,2017,1119000,6372-150-14,דירה בבית,2,29447
29,פתח תקווה,נווה גנים,העצמון 1,38,2016,558000,6372-150-7,דירה בבית,2,14684
30,פתח תקווה,נווה גנים,אנסקי 3,59,2016,1049000,6372-155-7,דירה בבית,3,17780
31,פתח תקווה,נווה גנים,העצמון 1,38,2016,980000,6372-150-22,דירה בבית,2,25789
32,פתח תקווה,נווה גנים,העצמון 6,46,2016,1199000,6372-149-20,דירה בבית,3,26065
33,פתח תקווה,נווה גנים,העצמון 1,49,2015,947000,6372-150-13,דירה בבית,3,19327
34,פתח תקווה,נווה גנים,החרמון 4,50.8,2015,915000,6372-152-8,דירה בבית,3,18012
