Area Name,Area ID,Type
"א-שריף","89000200","Street"
"סלמאן אל-פארסי","89000410","Street"
"אל-הרבה","89000177","Street"
"א-נגד","89000435","Street"
"קלעת אל-פורסאן","89000280","Street"
"אל-מלעב אל-בלדי","89000395","Street"
"אבן זיידון","89000171","Street"
"עומר אבן אל-ח'טאב","89000101","Street"
"ז'אהר אל-עומר","89000305","Street"
"אבו אל-רמאן","89000248","Street"
"מעאד בן ג'בל","89000261","Street"
"אל-עין","89000120","Street"
"אבן ח'לדון","89000260","Street"
"א-זראעייה","89000402","Street"
"אל-אקצא","89000430","Street"
"אל-ח'ליפה","89000123","Street"
"א-טיון","89000156","Street"
"טארק בן זיאד","89000188","Street"
"ביסאן","89000439","Street"
"אל-חדיקה","89000348","Street"
"א-רויס","89000350","Street"
"אל-חדאדין","89000412","Street"
"ביר אל-ספרה","89000113","Street"
"פאטמה אל-זהראא","89000321","Street"
"אל-ביאן","89000366","Street"
"אבו בכר א-סדיק","89000300","Street"
"עמאר אבן יאסר","89000309","Street"
"אל-מלכ סולימאן","89000363","Street"
"אל-ח'לדיה","89000445","Street"
"אל-ימאמה","89000125","Street"
"אל-מנדוב","89000217","Street"
"א-ריבאט","89000157","Street"
"ח'לת אל גזאל","89000320","Street"
"בלקיס","89000147","Street"
"א-זעפראן","89000111","Street"
"א-שפאא","89000341","Street"
"אל-בסמה","89000285","Street"
"איעבלין","89000293","Street"
"א-סנובר","89000374","Street"
"א-שג'רה","89000447","Street"
"א-ראווי","89000383","Street"
"אל-חג'אז","89000372","Street"
"אל-מעראג'","89000131","Street"
"אל-מנארה","89000276","Street"
"אל-עסל","89000227","Street"
"ואדי אלמאס","89000266","Street"
"אל-מאמון","89000323","Street"
"א-סיידה עאישה","89000318","Street"
"אל-מגד","89000452","Street"
"באב אל-זאויה","89000246","Street"
"אל-ביידר","89000169","Street"
"אל-עומאל","89000325","Street"
"א-דריג'את","89000404","Street"
"עקאז'","89000269","Street"
"טראבלוס","89000345","Street"
"אל-עמראן","89000214","Street"
"אל-באז","89000367","Street"
"אל-ורוד","89000340","Street"
"אל-בלדיה","89000150","Street"
"א-נהר","89000259","Street"
"א-ספוח","89000194","Street"
"א-ריחאן","89000304","Street"
"אל-בצרה","89000191","Street"
"סמרקנד","89000388","Street"
"א-טיאר","89000222","Street"
"עסקלאן","89000334","Street"
"אבו הוריירה","89000117","Street"
"אל-ג'בל","89000190","Street"
"ג'בראן ח'ליל ג'בראן","89000258","Street"
"א-שראע","89000387","Street"
"אל-קאדסיה","89000208","Street"
"ביירות","89000151","Street"
