מספר סידורי,כתובת,שטח במר,תאריך העסקה,מחיר העסקה,גוש,סוג נכס,חדרים,קומה
1,ביאליק 3,92,"2025","2350000",6189-1058-13,דירה בבית קומות,4,רביעית
2,ביאליק 33,86.72,"2025","2400000",6189-928-1,דירה בבית קומות,4,ראשונה
"3","הפלמ"ח 14","67","11/05/2025","2535000","6189-640-7","דירה בבית קומות","3","רביעית"
"4","הפלמ"ח 14","146","06/05/2025","4950000","6189-640-9","דירה בבית קומות","6","לא ידוע"
5,יונה שפינדל 12,109,"2025","3840000",6189-604-1,דירה בבית קומות,4,לא ידוע
6,בארי 8,53.3,"2025","2380000",6189-580-6,דירה בבית קומות,3,א
7,גוש עציון 2,78.6,"2025","2330000",6189-835-6,דירה בבית קומות,4,שניה
"8","הפלמ"ח 10","160","30/03/2025","5400000","6189-641-4","דירה בבית קומות","6","לא ידוע"
9,טרומפלדור 20,100,"2025","2530000",6189-581-5,דירה בבית קומות,4,א
"10","הפלמ"ח 14","75","20/03/2025","2700000","6189-640-10","דירה בבית קומות","3","רביעית"
11,דוד אלעזר 9,103.7,"2025","2340000",6189-1018-17,דירה בבית קומות,4,חמישית וקרקע
"12","הפלמ"ח 14","71","13/03/2025","2655000","6189-640-11","דירה בבית קומות","3","שישית"
"13","הפלמ"ח 14","72","27/02/2025","2546000","6189-640-13","דירה בבית קומות","3","ראשונה"
14,נחום 5,138.62,"2025","4200000",6189-106-2,דירה בבית קומות,5.5,קרקע תחתונה+ק.עליונה
"15","הפלמ"ח 14","73","09/02/2025","2500000","6189-640-14","דירה בבית קומות","3","חמישית"
"16","הפלמ"ח 10","72","23/01/2025","2600000","6189-641-5","דירה בבית קומות","3","ראשונה"
"17","הפלמ"ח 14","62","22/01/2025","2283000","6189-640-18","דירה בבית קומות","3","ראשונה"
18,טרומפלדור 2,87,"2025","2800000",6189-77-3,דירה בבית קומות,4,ראשונה
"19","הפלמ"ח 10","101","14/01/2025","3130000","6189-641-6","דירה בבית קומות","4","ראשונה"
"20","הפלמ"ח 14","55","12/01/2025","2112000","6189-640-19","דירה בבית קומות","3","ראשונה"
"21","הפלמ"ח 14","89","31/12/2024","2830000","6189-640-20","דירה בבית קומות","4","שניה"
22,גוש עציון 12,90,"2024","2200000",6189-771-17,דירה בבית קומות,4,חמישית
"23","הפלמ"ח 14","101","23/12/2024","3165000","6189-640-21","דירה בבית קומות","4","שישית"
24,שטיינברג 12,145,"2024","4800000",6189-628-1,קרקע למגורים,לא ידוע,לא ידוע
25,לוחמי הגטאות 6,90,"2024","2810000",6189-935-2,דירה בבית קומות,4,קרקע
26,הנשיא 5,45.1,"2024","1835600",6189-879-12,דירה בבית קומות,2,רביעית
