מספר סידורי,שם העיר,שם השכונה,כתובת,שטח במר,תאריך העסקה,מחיר העסקה,גוש,סוג נכס,מחיר למר,חדרים
1,ראשון לציון,מרום ראשון,ההתיישבות 51,139.8,2025,3550000,6286-325-50,דירה בבית,5,25393
3,ראשון לציון,מרום ראשון,ההתיישבות 43,134,2025,4118000,6286-321-27,דירה בבית,6,30731
4,ראשון לציון,מרום ראשון,0,122,2025,3966000,6286-320-15,דירה בבית,5,32508
5,ראשון לציון,מרום ראשון,0,135,2025,4199000,6286-320-16,דירה בבית,6,31104
6,ראשון לציון,מרום ראשון,ההתיישבות 43,154,2025,3038000,6286-321-28,דירה בבית,5,19727
7,ראשון לציון,מרום ראשון,0,134,2025,4294000,6286-320-17,דירה בבית,6,32045
8,ראשון לציון,מרום ראשון,ההתיישבות 43,121,2025,3777000,6286-321-29,דירה בבית,5,31215
9,ראשון לציון,מרום ראשון,0,122,2025,3958000,6286-320-18,דירה בבית,5,32443
10,ראשון לציון,מרום ראשון,ההתיישבות 43,121,2025,3888000,6286-321-30,דירה בבית,5,32132
11,ראשון לציון,מרום ראשון,ההתיישבות 43,153,2024,2972000,6286-321-31,דירה בבית,5,19425
12,ראשון לציון,מרום ראשון,0,135,2024,4118000,6286-320-19,דירה בבית,6,30504
13,ראשון לציון,מרום ראשון,0,134,2024,4268000,6286-320-21,דירה בבית,5,31851
14,ראשון לציון,מרום ראשון,ההתיישבות 43,134,2024,4356000,6286-321-32,דירה בבית,6,32507
15,ראשון לציון,מרום ראשון,כתריאל 6,132,2024,3750000,6286-316-43,דירה בבית,5,28409
17,ראשון לציון,מרום ראשון,עין דור 4,131,2024,3850000,6286-317-41,דירה בבית,5,29389
18,ראשון לציון,מרום ראשון,ההתיישבות 16,124.4,2024,3500000,6286-333-11,דירה בבית,5,28135
19,ראשון לציון,מרום ראשון,ההתיישבות 8,114.1,2024,3100000,6286-315-29,דירה בבית,4,27169
20,ראשון לציון,מרום ראשון,ההתיישבות 43,134,2024,4268000,6286-321-34,דירה בבית,1,31851
23,ראשון לציון,מרום ראשון,ההתיישבות 53,112.31,2024,3500000,6286-324-25,דירה בבית,5,31164
24,ראשון לציון,מרום ראשון,ההתיישבות 53,95.08,2024,2850000,6286-324-2,דירה בבית,4,29975
25,ראשון לציון,מרום ראשון,ההתיישבות 5,151.2,2024,4720000,6286-398-58,דירה בבית,5,31217
26,ראשון לציון,מרום ראשון,ההתיישבות 43,121,2024,3767000,6286-321-36,דירה בבית,5,31132
28,ראשון לציון,מרום ראשון,ההתיישבות 51,112.1,2024,3110000,6286-325-47,דירה בבית,4,27743
29,ראשון לציון,מרום ראשון,ההתיישבות 43,134,2024,4309000,6286-321-37,דירה בבית,6,32157
31,ראשון לציון,מרום ראשון,ההתיישבות 43,121,2024,3837000,6286-321-38,דירה בבית,5,31711
33,ראשון לציון,מרום ראשון,ההתיישבות 43,121,2024,3867000,6286-321-39,דירה בבית,5,31959
35,ראשון לציון,מרום ראשון,ההתיישבות 43,121,2024,3717000,6286-321-40,דירה בבית,5,30719
38,ראשון לציון,מרום ראשון,ההתיישבות 43,134,2024,4267000,6286-321-42,דירה בבית,6,31843
40,ראשון לציון,מרום ראשון,ההתיישבות 43,122,2024,3958000,6286-321-43,דירה בבית,5,32443
46,ראשון לציון,מרום ראשון,ההתיישבות 43,168,2024,3221000,6286-321-46,דירה בבית,6,19173
