מספר סידורי,שם העיר,שם השכונה,כתובת,שטח במר,תאריך העסקה,מחיר העסקה,גוש,סוג נכס,מחיר למר,חדרים
1,רעננה,רום 2000,המיתר 9,308,2024,9600000,6582-450-2,קוטג' דו משפחתי,6,31169
2,רעננה,רום 2000,המיתר 23,73.5,2024,983000,6582-454-14,דירה בבית,3,13374
3,רעננה,רום 2000,המיתר 23,109,2023,154000,6582-454-10,דירת גן,5,1413
4,רעננה,רום 2000,המיתר 23,107.4,2022,3950000,6582-454-9,דירה בבית,4,36778
5,רעננה,רום 2000,המעיין 15,295,2022,9450000,7651-329-1,קוטג' חד משפחתי,5,32034
6,רעננה,רום 2000,לזר 24,250,2022,197000,7651-298-2,דירה בבית,7,788
7,רעננה,רום 2000,ירושלים 32,334,2022,6020000,7651-283-1,קוטג' דו משפחתי,5,18024
8,רעננה,רום 2000,המעיין 6,225.15,2021,8050000,7651-319-2,קוטג' דו משפחתי,8,35754
10,רעננה,רום 2000,המעיין 8,196.76,2021,6000000,7651-318-1,קוטג' דו משפחתי,5,30494
12,רעננה,רום 2000,המעיין 29,176.9,2021,5250000,7651-331-1,קוטג' דו משפחתי,6,29678
13,רעננה,רום 2000,בית השואבה 14,472,2021,8700000,7651-227-4,קוטג' דו משפחתי,8,18432
14,רעננה,רום 2000,בית השואבה 4,633,2021,6200000,7651-307-2,קוטג' חד משפחתי,1,9795
15,רעננה,רום 2000,בית השואבה 14,310,2021,6600000,7651-227-3,קוטג' דו משפחתי,7,21290
18,רעננה,רום 2000,המעיין 41,297,2019,4050000,7651-335-3,קוטג' דו משפחתי,6,13636
19,רעננה,רום 2000,הנחל 13,219.21,2019,5000000,7651-317-2,קוטג' דו משפחתי,6,22809
20,רעננה,רום 2000,יצחק שדה 37,325,2018,6350000,6582-449-2,קוטג' דו משפחתי,6,19538
21,רעננה,רום 2000,המיתר 21,97.1,2017,2350000,6582-454-5,דירה בבית,5,24202
23,רעננה,רום 2000,לזר 16,200,2017,3850000,7651-300-3,דירה בבית,6,19250
25,רעננה,רום 2000,המעיין 13,226,2015,4450000,7651-328-1,קוטג' דו משפחתי,6,19690
