מספר סידורי,שם העיר,שם השכונה,כתובת,שטח במר,תאריך העסקה,מחיר העסקה,גוש,סוג נכס,מחיר למר,חדרים
1,חדרה,הפועל המזרחי,יצחק גרינבוים 29,160,2025,3000000,10016-183-14,קוטג' דו משפחתי,5,18750
3,חדרה,הפועל המזרחי,התחייה 13,206,2024,4100000,10016-395-1,קוטג' חד משפחתי,5,19903
4,חדרה,הפועל המזרחי,הרמבן 14,48.1,2024,1060000,10016-311-14,דירה בבית,3,22037
5,חדרה,הפועל המזרחי,משה מרדכי אפשטיין 1,40.1,2023,1020000,10016-310-5,דירה בבית,3,25436
7,חדרה,הפועל המזרחי,משה מרדכי אפשטיין 1,40.1,2023,1020000,10016-310-22,דירה בבית,3,25436
8,חדרה,הפועל המזרחי,משה מרדכי אפשטיין 1,40.1,2023,324000,10016-310-29,דירה בבית,3,8080
9,חדרה,הפועל המזרחי,הרמבן 14,48.1,2022,970000,10016-311-6,דירה בבית,3,20166
10,חדרה,הפועל המזרחי,הרמבן 14,48.1,2022,140000,10016-311-7,דירה בבית,3,2911
12,חדרה,הפועל המזרחי,משה מרדכי אפשטיין 1,40.1,2022,730000,10016-310-9,דירה בבית,3,18204
13,חדרה,הפועל המזרחי,ים סוף 16,230,2021,3100000,10016-431-1,קוטג' חד משפחתי,6,13478
14,חדרה,הפועל המזרחי,הרמבן 14,48.1,2021,124000,10016-311-13,דירה בבית,3,2578
15,חדרה,הפועל המזרחי,הכינרת 3,150,2021,2580000,10016-407-1,קוטג' דו משפחתי,5,17200
16,חדרה,הפועל המזרחי,משה מרדכי אפשטיין 1,40.1,2021,660000,10016-310-26,דירה בבית,3,16459
17,חדרה,הפועל המזרחי,הרמבן 14,48.1,2020,132000,10016-311-11,דירה בבית,3,2744
18,חדרה,הפועל המזרחי,0,150,2020,2400000,10016-180-1,דירה בבית,7,16000
19,חדרה,הפועל המזרחי,מנרה 2,144,2019,1750000,10016-183-12,קוטג' דו משפחתי,6,12153
20,חדרה,הפועל המזרחי,משה מרדכי אפשטיין 1,40.1,2018,451000,10016-310-10,דירה בבית,3,11247
21,חדרה,הפועל המזרחי,בילינסון 14,177,2018,1724000,10016-444-3,דירה בבית,5,9740
22,חדרה,הפועל המזרחי,הרמבן 14,48.1,2017,740000,10016-311-5,דירה בבית,3,15385
23,חדרה,הפועל המזרחי,מנרה 8,130,2017,1799000,10016-183-15,דירה בבית,4,13838
24,חדרה,הפועל המזרחי,הרמבן 14,48.1,2017,787000,10016-311-8,דירה בבית,3,16362
25,חדרה,הפועל המזרחי,מנרה 4,120,2017,1910000,10016-183-16,קוטג' דו משפחתי,4,15917
26,חדרה,הפועל המזרחי,הכינרת 3,135,2017,1940000,10016-407-2,קוטג' דו משפחתי,5,14370
27,חדרה,הפועל המזרחי,הכינרת 1,217,2017,2090000,10016-127-1,קוטג' חד משפחתי,6,9631
28,חדרה,הפועל המזרחי,0,160,2017,1800000,10016-180-2,קוטג' דו משפחתי,6,11250
29,חדרה,הפועל המזרחי,0,159,2016,1680000,10016-180-3,קוטג' דו משפחתי,6,10566
30,חדרה,הפועל המזרחי,0,190,2016,2030000,10016-180-4,קוטג' דו משפחתי,7,10684
31,חדרה,הפועל המזרחי,מנרה 8,120,2015,752000,10016-183-11,קוטג' דו משפחתי,5,6267
32,חדרה,הפועל המזרחי,ים סוף 6,160,2015,2000000,10016-433-2,קוטג' חד משפחתי,6,12500
33,חדרה,הפועל המזרחי,בילינסון 14,189,2015,1032000,10016-444-1,קוטג' חד משפחתי,5,5460
34,חדרה,הפועל המזרחי,ים סוף 8,150,2015,1869000,10016-433-1,קוטג' דו משפחתי,5,12460
35,חדרה,הפועל המזרחי,מנרה 1,160,2015,1649000,10016-183-17,קוטג' דו משפחתי,6,10306
