מספר סידורי,כתובת,שטח במר,תאריך העסקה,מחיר העסקה,גוש,סוג נכס,חדרים,קומה
"1","המעפיל 1205","59","08/07/2025","400000","39518-23-17","דירה בבית קומות","3","ראשונה"
"2","השלום 47","90","30/06/2025","650000","39518-40-10","דירה בבית קומות","4","שלישית"
"3","היונה 59","59","04/06/2025","485000","39518-75-5","דירה בבית קומות","3","שניה"
"4","השלום 71","93","22/05/2025","1425000","39518-61-1","דירה בבית קומות","5","קרקע וראשונה"
"5","בן גוריון 1203","65","05/05/2025","535000","39518-21-5","דירה בבית קומות","3","שניה"
"6","מרחבים 54","90","28/04/2025","700000","39518-47-3","דירה בבית קומות","4","ראשונה"
"7","השלום 204","90","22/04/2025","650000","39518-158-6","דירה בבית קומות","4","שניה"
"8","המעפיל 22","77","20/04/2025","600000","39512-1-41","דירה בבית קומות","4","שניה"
"9","מרחבים 48","90","14/04/2025","550000","39518-4-3","דירה בבית קומות","4","ראשונה"
"10","מרחבים 60","88.6","31/03/2025","500000","39518-54-10","דירה בבית קומות","4","שלישית"
"11","השלום 25","90","26/03/2025","665000","39518-18-10","דירה בבית קומות","4","שלישית"
"12","דוכיפת 2","76","10/02/2025","1065000","39518-5-4","דירה בבית קומות","4","קרקע"
"13","דוכיפת 9","76","19/01/2025","1000000","39518-41-1","דירה בבית קומות","4","קרקע"
"14","היונה 59","64","16/01/2025","645000","39518-75-11","דירה בבית קומות","4","ראשונה"
"15","דוכיפת 14","76","15/01/2025","130000","39518-9-3","דירה בבית קומות","4","קרקע"
"16","המעפיל 32","77.9","13/01/2025","530000","39512-2-23","דירה בבית קומות","4","רביעית"
"17","המעפיל 47","42","29/12/2024","425000","39518-32-8","דירה בבית קומות","3","קרקע"
"18","המעפיל 47","42","29/12/2024","430700","39518-32-1","דירה בבית קומות","3","קרקע"
"19","השלום 204","90","17/12/2024","648000","39518-158-11","דירה בבית קומות","4","שלישית"
"20","המעפיל 32","77.9","13/12/2024","500000","39512-2-31","דירה בבית קומות","4","רביעית"
"21","דוכיפת 2","76","23/09/2024","1050000","39518-5-2","דירה בבית קומות","4","קרקע"
"22","המעפיל 42","77.9","26/08/2024","750000","39512-3-17","דירה בבית קומות","4","ראשונה"
"23","השלום 204","90","08/08/2024","500000","39518-158-14","דירה בבית קומות","4","רביעית"
