מספר סידורי,שם העיר,כתובת,שטח במר,תאריך העסקה,מחיר העסקה,גוש,סוג נכס,חדרים,מחיר למר
101,עראבה,א-סווסנה 1,128,2021,600000,19390-80-3,דירה בבית,4,4688
