מספר סידורי,כתובת,שטח במר,תאריך העסקה,מחיר העסקה,גוש,סוג נכס,חדרים,קומה
"1","טרומן 5","120.6","04/12/2024","2700000","6426-764-14","דירה בבית קומות","5","ראשונה"
"2","ליאון בלום 6","44.92","04/12/2024","2300000","6426-521-4","דירה בבית קומות","3","שניה"
"3","טרומן 5","153.2","01/08/2023","4640000","6426-764-10","דירה בבית קומות","5","רביעית + חמישית"
"4","טרומן 1","119.27","12/07/2023","2900000","6426-762-3","דירה בבית קומות","5","קרקע+שניה"
"5","טרומן 7","120.5","27/04/2023","3530000","6426-765-13","דירה בבית קומות","5","קרקע+שניה"
"6","ליאון בלום 6","44.92","19/12/2022","2950000","6426-521-2","דירה בבית קומות","3","ראשונה"
"7","טרומן 8","44.92","09/06/2022","1900000","6426-513-3","דירה בבית קומות","3","קומה ‎1‏,"
"8","שלום אש 3","108","11/05/2022","2800000","6426-546-1","דירה בבית קומות","4","ראשונה"
"9","שלום אש 11","191","30/03/2022","3165000","6426-550-3","דירה בבית קומות","6","שניה"
"10","בלום ליאון 2","75","04/01/2022","2650000","6426-517-4","דירה בבית קומות","4","שניה"
"11","טרומן 7","104.4","09/12/2021","2200000","6426-765-8","דירה בבית קומות","3","רביעית"
"12","טרומן 3","111.72","17/11/2021","2710000","6426-763-16","דירה בבית קומות","4","ראשונה"
"13","ליאון בלום 3","140","31/10/2021","2240000","6426-516-3","דירה בבית קומות","6","שניה"
"14","טרומן 5","103.9","31/10/2021","2170000","6426-764-8","דירה בבית קומות","4","שלישית"
"15","טרומן 1","97.43","14/10/2021","262000","6426-762-10","דירה בבית קומות","4","ראשונה"
"16","ליאון בלום 5","44.92","28/07/2021","1700000","6426-515-3","דירה בבית קומות","3","ראשונה"
"17","טרומן 7","105.7","06/04/2021","2330000","6426-765-6","דירה בבית קומות","4","קרקע+שלישית"
"18","טרומן 1","103.78","07/03/2021","2252000","6426-762-11","דירה בבית קומות","4","קרקע+ראשונה"
"19","טרומן 1","103.47","02/03/2021","2140000","6426-762-2","דירה בבית קומות","4","קרקע+ראשונה"
"20","טרומן 3","131.3","23/02/2021","2700000","6426-763-25","דירה בבית קומות","5","קרקע+רביעית+חמישית"
"21","שלום אש 7","110","22/02/2021","1740000","6426-548-3","דירה בבית קומות","4","ראשונה"
"22","ליאון בלום 5","134","21/01/2021","2070000","6426-515-2","דירה בבית קומות","5","ראשונה"
"23","טרומן 6","128","27/12/2020","1990000","6426-512-1","דירה בבית קומות","5","ראשונה"
"24","טרומן 3","109.73","15/12/2020","2335000","6426-763-4","דירה בבית קומות","4","שניה"
"25","טרומן 8","44.92","03/09/2020","510000","6426-513-1","דירה בבית קומות","3","קומה ‎0‏,"
"26","ליאון בלום 7","44.92","24/05/2020","1800000","6426-514-2","דירה בבית קומות","2","ראשונה"
"27","גאולה 39","44.92","12/05/2020","2825000","6426-518-3","דירה בבית קומות","4.5","ראשונה"
"28","שלום אש 9","140","24/03/2020","2775000","6426-549-3","דירה בבית קומות","5","שניה"
"29","גאולה 27","97.43","10/02/2020","2140000","6426-762-19","דירה בבית קומות","4","ראשונה"
"30","טרומן 7","107.1","16/12/2019","2090000","6426-765-17","דירה בבית קומות","4","קרקע+רביעית"
"31","ליאון בלום 4","200","13/12/2019","2065000","6426-520-3","דירה בבית קומות","5","ראשונה"
"32","טרומן 5","135.4","15/05/2019","2712000","6426-764-11","דירה בבית קומות","5","קרקע + ד' + ה'"
"33","סוקולוב 42","49.03","22/10/2018","1300000","6426-539-1","דירה בבית קומות","3","לא ידוע"
"34","ליאון בלום 4","148","29/05/2018","2850000","6426-520-1","דירה בבית קומות","5","ראשונה"
"35","טרומן 4","120","17/04/2018","1790000","6426-511-3","דירה בבית קומות","4","שניה"
"36","טרומן 5","117.7","26/03/2018","1940000","6426-764-9","דירה בבית קומות","4","קרקע + שלישית"
"37","טרומן 5","112.5","06/07/2017","2125000","6426-764-6","דירה בבית קומות","5","שניה"
