מספר סידורי,כתובת,שטח במר,תאריך העסקה,מחיר העסקה,גוש,סוג נכס,חדרים,קומה
"1","חיים סלע 6","180","20/07/2025","2750000","1935-234-4","דירה בבית קומות","6","שבע עשרה"
"2","גדעון בן יואש 39","97.94","16/07/2025","1450000","1937-419-31","דירה בבית קומות","4","שניה"
"3","קדש 37","148.5","15/07/2025","3400000","1935-230-117","דירה בבית קומות","5","חמש עשרה"
"4","בדולח 4","1004","10/07/2025","3630000","1937-163-1","דירה בבית קומות","5","לא ידוע"
"5","גדעון בן יואש 39","92.2","07/07/2025","1459500","1937-419-36","דירה בבית קומות","4","שלישית"
"6","ירושלים 29","102.97","26/06/2025","1330000","1933-42-35","דירה בבית קומות","4.5","שניה"
"7","עתניאל 16","172","24/06/2025","3700000","1937-249-1","דירה בבית קומות","6","לא ידוע"
"8","קדש 37","126.4","19/06/2025","1765000","1935-230-126","דירה בבית קומות","5","ראשונה"
"9","גדעון בן יואש 40","107.9","10/06/2025","1550000","1937-422-13","דירה בבית קומות","4","רביעית"
"10","ירושלים 29","121.81","28/05/2025","1520000","1933-42-17","דירה בבית קומות","5","חמישית"
"11","צלופחד 4","263","21/05/2025","3400000","1937-70-1","קוטג' דו משפחתי","5","לא ידוע"
"12","צבי סגל 14","321.23","20/05/2025","4200000","1937-263-1","דירה בבית קומות","6","מרתף קרקע ראשונה"
"13","חיים סלע 6","97","08/04/2025","1480000","1935-234-5","דירה בבית קומות","4","רביעית"
"14","בדולח 9","160","20/03/2025","3318000","1937-169-3","דירה בבית קומות","5","לא ידוע"
"15","צבי סגל 46","330","19/03/2025","5800000","1937-348-1","דירה בבית קומות","5","לא ידוע"
"16","גדעון בן יואש 31","81.57","10/03/2025","1450000","1937-417-64","דירה בבית קומות","4","חמישית"
"17","גדעון בן יואש 43","116.5","02/03/2025","1470000","1937-421-37","דירה בבית קומות","5","רביעית"
"18","קדש 39","84.1","23/02/2025","1530000","1935-230-81","דירה בבית קומות","3.5","חמישית"
"19","צבי סגל 74","202","30/01/2025","2400000","1937-333-2","קוטג' דו משפחתי","6","לא ידוע"
"20","גדעון בן יואש 40","107.6","26/01/2025","1510000","1937-422-11","דירה בבית קומות","4","שלישית"
"21","צבי סגל 79","130","24/01/2025","4000000","1937-200-1","קוטג' דו משפחתי","4","ראשונה"
"22","בדולח 3","227","23/01/2025","4100000","1937-172-2","דירה בבית קומות","7","ראשונה"
"23","איילון 1","107.9","23/01/2025","1530000","1937-425-16","דירה בבית קומות","4","רביעית"
"24","אב"א אחימאיר 103","82","14/01/2025","1800000","1938-51-13","דירה בבית קומות","4","ראשונה"
"25","ירושלים 33","82.7","25/12/2024","1200000","1933-41-19","דירה בבית קומות","4","חמישית"
"26","תרצה 5","283","23/12/2024","4000000","1937-90-2","קוטג' חד משפחתי","7","ראשונה"
"27","צלופחד 10","130","22/12/2024","3800000","1937-73-2","דירה בבית קומות","4","ראשונה"
"28","גדעון בן יואש 41","101.5","19/12/2024","1450000","1937-421-6","דירה בבית קומות","4","שניה"
"29","נועה 9","264","17/12/2024","7450000","1937-126-7","דירה בבית קומות","7","לא ידוע"
"30","גדעון בן יואש 37","102.35","05/12/2024","1340000","1937-419-8","לא ידוע","5","שניה"
"31","מלכיט 3","204","20/11/2024","4700000","1937-446-2","קוטג' חד משפחתי","5","לא ידוע"
"32","ירושלים 25","70","20/11/2024","366000","1933-43-11","דירה בבית קומות","4","ראשונה"
"33","ירושלים 29","102.97","19/11/2024","1220000","1933-42-29","דירה בבית קומות","4","ראשונה"
"34","אב"א אחימאיר 105","82","14/11/2024","1480000","1938-52-2","דירה בבית קומות","4","ראשונה"
"35","צבי סגל 53","552","05/11/2024","4500000","1937-213-4","קרקע למגורים","לא ידוע","לא ידוע"
"36","גדעון בן יואש 31","81.57","04/11/2024","1300000","1937-417-55","דירה בבית קומות","4","שניה"
"37","איילון 1","107.9","29/10/2024","1590000","1937-425-9","דירה בבית קומות","4","שלישית"
"38","יקותיאל אדם 10","278","22/10/2024","4800000","1938-397-2","קוטג' חד משפחתי","8","ראשונה"
"39","גדעון בן יואש 37","111.2","19/09/2024","1540000","1937-419-17","דירה בבית קומות","5","חמישית"
"40","איילון 19","144","21/08/2024","3375000","1937-300-2","קוטג' דו משפחתי","6","ראשונה"
"41","קדש 39","84.1","14/08/2024","1680000","1935-230-97","דירה בבית קומות","3.5","תשיעית"
"42","עתניאל 24","143.3","01/08/2024","2150000","1937-245-1","קוטג' דו משפחתי","5.5","מרתף+קרקע"
"43","גדעון בן יואש 31","81.57","31/07/2024","762000","1937-417-4","דירה בבית קומות","4","ראשונה"
"44","קדש 37","117.9","21/07/2024","1880000","1935-230-134","דירה בבית קומות","5","שלישית"
"45","חיים סלע 6","130","16/07/2024","2660000","1935-234-3","דירה בבית קומות","5","רביעית"
"46","חיים סלע 6","74","02/07/2024","1350000","1935-234-6","דירה בבית קומות","3","שניה"
"47","צבי סגל 14","152.43","30/06/2024","3000000","1937-263-2","דירה בבית קומות","5","קרקע ראשונה"
"48","צבי סגל 60","200","21/06/2024","3700000","1937-340-1","קוטג' דו משפחתי","6","ראשונה"
"49","צבי סגל 55","300","13/06/2024","3400000","1937-212-3","דירה בבית קומות","4.5","ראשונה"
"50","גדעון בן יואש 31","152.6","10/06/2024","2530000","1937-417-46","דירה בבית קומות","8","שישית"
"51","גדעון בן יואש 43","116.5","09/06/2024","1660000","1937-421-38","דירה בבית קומות","5","רביעית"
"52","יפתח הגלעדי 18","210","04/06/2024","4000000","1937-104-1","קוטג' דו משפחתי","6","ראשונה"
"53","אב"א אחימאיר 109","76","08/05/2024","1750000","1938-60-13","דירה בבית קומות","4","שלישית"
"54","גדעון בן יואש 41","101.5","18/04/2024","1555000","1937-421-22","דירה בבית קומות","4","שישית"
"55","אב"א אחימאיר 103","82","03/04/2024","1670000","1938-51-20","דירה בבית קומות","4","שלישית"
"56","ירושלים 33","82.7","13/03/2024","1200000","1933-41-15","דירה בבית קומות","4","רביעית"
"57","בדולח 12","220","26/02/2024","4550000","1937-167-2","קוטג' דו משפחתי","5","ראשונה"
"58","קדש 39","109.1","25/02/2024","1900000","1935-230-83","דירה בבית קומות","4","שישית"
"59","ירושלים 33","90.8","22/02/2024","1370000","1933-41-8","דירה בבית קומות","4","שניה"
"60","ירושלים 29","102.97","13/02/2024","1385000","1933-42-45","דירה בבית קומות","4","חמישית"
"61","ירושלים 29","102.97","01/02/2024","1350000","1933-42-37","דירה בבית קומות","4","שלישית"
"62","נחל נעמן 14","351","02/01/2024","1650000","1938-283-1","קרקע למגורים","לא ידוע","לא ידוע"
"63","נחל נעמן 10","351","02/01/2024","1650000","1938-284-1","קרקע למגורים","לא ידוע","לא ידוע"
"64","חיים סלע 10","108.9","20/11/2023","2100000","1935-230-12","דירה בבית קומות","4","שניה"
"65","חיים סלע 6","112","30/10/2023","2550000","1935-234-7","דירה בבית קומות","4","חמישית"
"66","קדש 39","84.2","24/10/2023","1520000","1935-230-129","דירה בבית קומות","4","שניה"
"67","יפתח הגלעדי 7","200","31/08/2023","2500000","1933-48-4","דירה בבית קומות","5","ראשונה"
"68","טופז 5","156","28/08/2023","3400000","1937-461-1","קוטג' דו משפחתי","5","ראשונה"
"69","גדעון בן יואש 31","96.07","25/08/2023","1480000","1937-417-36","דירה בבית קומות","4","שלישית"
"70","ירושלים 33","82.7","06/08/2023","1227000","1933-41-3","דירה בבית קומות","4","ראשונה"
"71","צבי סגל 25","200","03/08/2023","4000000","1937-227-1","קוטג' דו משפחתי","5","ראשונה"
"72","גדעון בן יואש 24","127","20/07/2023","2354000","1937-306-3","בית בודד","4","ראשונה"
"73","ירושלים 25","57.5","28/06/2023","1500000","1933-43-9","דירה בבית קומות","3","ראשונה"
"74","מרגלית 12","304","16/06/2023","354000","1937-191-2","קוטג' דו משפחתי","5","ראשונה"
"75","איילון 1","107.9","29/05/2023","1275000","1937-425-4","דירה בבית קומות","4","ראשונה"
"76","צבי סגל 4","180","17/05/2023","4090000","1937-65-1","קוטג' דו משפחתי","5","ראשונה"
"77","גדעון בן יואש 31","81.57","12/05/2023","1500000","1937-417-13","דירה בבית קומות","4","רביעית"
