מספר סידורי,שם העיר,שם השכונה,כתובת,שטח במר,תאריך העסקה,מחיר העסקה,גוש,סוג נכס,מחיר למר,חדרים
1,ירושלים,כרם אברהם,מלאכי 29,80,2025,3360000,30082-74-6,דירה בבית,3,42000
2,ירושלים,כרם אברהם,צפניה 38,55,2025,1600000,30082-23-2,דירה בבית,3,29091
3,ירושלים,כרם אברהם,עמוס 17,82,2025,822000,30082-67-3,דירה בבית,5,10024
4,ירושלים,כרם אברהם,צפניה 22,59,2025,1150000,30082-73-2,דירה בבית,3,19492
5,ירושלים,כרם אברהם,צפניה 32,47,2025,700000,30082-16-6,דירה בבית,2,14894
6,ירושלים,כרם אברהם,צפניה 32,79,2025,850000,30082-16-8,דירה בבית,3,10759
7,ירושלים,כרם אברהם,עמוס 19,40.8,2025,1870000,30082-61-5,דירה בבית,2.5,45833
8,ירושלים,כרם אברהם,עמוס 22,110,2025,3600000,30082-110-9,דירה בבית,4,32727
9,ירושלים,כרם אברהם,צפניה 32,54,2025,1400000,30082-16-2,דירה בבית,3,25926
10,ירושלים,כרם אברהם,צפניה 39,45.95,2025,1850000,30084-27-10,דירה בבית,2,40261
16,ירושלים,כרם אברהם,עמוס 20,62,2024,700000,30082-109-10,דירה בבית,3,11290
17,ירושלים,כרם אברהם,עמוס 21,59.3,2024,1000000,30082-60-6,דירה בבית,3,16863
18,ירושלים,כרם אברהם,עמוס 18,47,2024,2350000,30082-109-9,דירה בבית,3,50000
19,ירושלים,כרם אברהם,עובדיה 11,50,2024,840000,30082-56-1,דירה בבית,2.5,16800
22,ירושלים,כרם אברהם,זכריה 6,65.27,2024,3300000,30082-84-3,דירה בבית,3,50559
23,ירושלים,כרם אברהם,צפניה 31,59.3,2024,1950000,30084-36-11,דירה בבית,3,32884
25,ירושלים,כרם אברהם,צפניה 28,33,2024,1400000,30082-69-7,דירה בבית,2,42424
27,ירושלים,כרם אברהם,0,51,2024,1800000,30082-87-4,דירה בבית,3,35294
28,ירושלים,כרם אברהם,צפניה 42,74,2024,3227000,30082-21-7,דירה בבית,4,43608
30,ירושלים,כרם אברהם,עובדיה 5,58,2024,2500000,30082-65-1,דירה בבית,3,43103
