מספר סידורי,כתובת,שטח במר,תאריך העסקה,מחיר העסקה,גוש,סוג נכס,חדרים,קומה
"1","פיארברג 16","66.6","28/08/2025","2050000","7169-41-10","דירה בבית קומות","3","קומה ‎2‏"
"2","סוקולוב 125","52.73","21/08/2025","1850000","6021-89-15","דירה בבית קומות","2","שניה"
"3","אביבים 8","104.4","10/08/2025","1930000","7166-225-39","דירה בבית קומות","4","שניה"
"4","הפלמ"ח 17","52.81","24/07/2025","1830000","7168-96-7","דירה בבית קומות","2","שלישית"
"5","חנקין 41","71","17/07/2025","2395000","7168-182-66","דירה בבית קומות","3","קומה ‎3‏"
"6","חנקין 39","80","15/07/2025","2435000","7168-182-121","דירה בבית קומות","3","שישית"
"7","שנקר 24","48","07/07/2025","800000","7166-4-44","דירה בבית קומות","2","רביעית"
"8","מקווה ישראל 30","79.4","03/07/2025","2175000","7167-211-1","דירה בבית קומות","4","ראשונה"
"9","הצנחנים 3","60","02/07/2025","2290000","7167-74-3","דירה בבית קומות","3","שלישית"
"10","סוקולוב 51","93.4","02/07/2025","1785000","7166-232-184","דירה בבית קומות","4","חמישית"
"11","הגליל 6","69.1","30/06/2025","1840000","7166-9-13","דירה בבית קומות","3","שלישית"
"12","בן יהודה 3","38","25/06/2025","1020000","7168-109-11","דירה בבית קומות","2","ראשונה"
"13","חנקין 40","66","12/06/2025","825000","7168-169-3","דירה בבית קומות","3","קרקע"
"14","ניל"י 10","50","10/06/2025","1970000","7167-217-18","דירה בבית קומות","2","שלישית"
"15","ניל"י 10","50","09/06/2025","1970000","7167-217-17","לא ידוע","2","לא ידוע"
"16","השומר 10","92","08/06/2025","3000000","7167-12-16","דירה בבית קומות","5","שניה"
"17","ניל"י 10","110","04/06/2025","4700000","7167-217-19","דירה בבית קומות","5","לא ידוע"
"18","ההגנה 15","68.31","04/06/2025","2200000","7167-76-10","דירה בבית קומות","3","רביעית"
"19","אז"ר 9","59.51","04/06/2025","366000","7168-138-4","דירה בבית קומות","3","ראשונה"
"20","ניל"י 10","110","03/06/2025","4700000","7167-217-16","לא ידוע","5","לא ידוע"
