מספר סידורי,שם העיר,שם השכונה,כתובת,שטח במר,תאריך העסקה,מחיר העסקה,גוש,סוג נכס,מחיר למר,חדרים
1,פתח תקווה,הדר המושבות,רחובות 2,80.3,2025,2173000,7194-60-30,דירה בבית,3,27061
2,פתח תקווה,הדר המושבות,זיכרון יעקב 17,115.9,2025,3250000,7194-26-58,דירה בבית,4.5,28041
3,פתח תקווה,הדר המושבות,יסוד המעלה 2,72.63,2025,2225000,7195-24-18,דירה בבית,3,30635
4,פתח תקווה,הדר המושבות,חדרה 26,90,2025,2645000,7194-14-18,דירה בבית,4,29389
5,פתח תקווה,הדר המושבות,זיכרון יעקב 14,78.49,2025,2220000,7195-68-173,דירה בבית,3,28284
6,פתח תקווה,הדר המושבות,מאיר שפיה 4,122,2025,3570000,7195-13-61,דירה בבית,5,29262
7,פתח תקווה,הדר המושבות,זיכרון יעקב 12,90.15,2025,2740000,7195-68-139,דירה בבית,4,30394
8,פתח תקווה,הדר המושבות,חדרה 8,90.41,2025,2450000,7194-73-29,דירה בבית,3.5,27099
9,פתח תקווה,הדר המושבות,זיכרון יעקב 14,96,2025,2800000,7195-68-184,דירה בבית,4,29167
10,פתח תקווה,הדר המושבות,זיכרון יעקב 14,82.65,2025,2300000,7195-68-181,דירה בבית,3,27828
11,פתח תקווה,הדר המושבות,חדרה 17,77,2025,2350000,7194-15-41,דירה בבית,3,30519
12,פתח תקווה,הדר המושבות,זיכרון יעקב 26,100.78,2025,2535000,7194-67-9,דירה בבית,3.5,25154
13,פתח תקווה,הדר המושבות,זיכרון יעקב 6,89.21,2025,2200000,7195-68-53,דירה בבית,3.5,24661
14,פתח תקווה,הדר המושבות,חדרה 3,84,2025,2465000,7194-25-33,דירה בבית,3.5,29345
15,פתח תקווה,הדר המושבות,זיכרון יעקב 31,84.1,2025,2350000,7195-7-66,דירה בבית,3,27943
18,פתח תקווה,הדר המושבות,זכרון יעקב 9,91.1,2025,2640000,7195-12-19,דירה בבית,4,28979
19,פתח תקווה,הדר המושבות,זיכרון יעקב 8,105.15,2025,2750000,7195-68-78,דירה בבית,4,26153
20,פתח תקווה,הדר המושבות,ראש פינה 1,91.44,2025,502000,7195-21-16,דירה בבית,4,5490
21,פתח תקווה,הדר המושבות,זיכרון יעקב 17,102.8,2025,2600000,7194-26-160,דירה בבית,4,25292
24,פתח תקווה,הדר המושבות,מאיר שפיה 9,98.6,2025,2850000,7195-76-14,דירה בבית,4,28905
25,פתח תקווה,הדר המושבות,עתלית 2,91.61,2025,1370000,7195-22-122,דירה בבית,4,14955
27,פתח תקווה,הדר המושבות,עתלית 5,84.11,2025,2350000,7195-23-18,דירה בבית,4,27940
28,פתח תקווה,הדר המושבות,זיכרון יעקב 3,78.6,2024,2470000,7195-20-20,דירה בבית,3,31425
29,פתח תקווה,הדר המושבות,זיכרון יעקב 12,141.07,2024,4200000,7195-68-130,דירה בבית,4.5,29772
30,פתח תקווה,הדר המושבות,חדרה 10,98.26,2024,2220000,7194-73-68,דירה בבית,3.5,22593
31,פתח תקווה,הדר המושבות,נס ציונה 12,84.3,2024,2525000,7195-7-37,דירה בבית,4,29953
32,פתח תקווה,הדר המושבות,חדרה 10,83.35,2024,2245000,7194-73-51,דירה בבית,3,26935
33,פתח תקווה,הדר המושבות,זיכרון יעקב 14,90.15,2024,2790000,7195-68-166,דירה בבית,4,30948
34,פתח תקווה,הדר המושבות,זיכרון יעקב 8,82,2024,2535000,7195-68-88,דירה בבית,3.5,30915
35,פתח תקווה,הדר המושבות,עתלית 5,118.2,2024,3100000,7195-23-43,דירה בבית,5,26227
36,פתח תקווה,הדר המושבות,מאיר שפיה 2,94,2024,2630000,7195-13-29,דירה בבית,4,27979
37,פתח תקווה,הדר המושבות,זיכרון יעקב 17,100.9,2024,2810000,7194-26-174,דירה בבית,4,27849
39,פתח תקווה,הדר המושבות,גדרה 5,103.14,2024,2790000,7194-58-16,דירה בבית,4,27051
40,פתח תקווה,הדר המושבות,מזכרת בתיה 9,91.44,2024,2750000,7195-21-152,דירה בבית,4,30074
41,פתח תקווה,הדר המושבות,זיכרון יעקב 24,116.76,2024,2825000,7194-63-18,דירה בבית,4,24195
42,פתח תקווה,הדר המושבות,זיכרון יעקב 3,78.6,2024,2360000,7195-20-10,דירה בבית,3,30025
43,פתח תקווה,הדר המושבות,חדרה 32,96.19,2024,2500000,7194-12-27,דירה בבית,3.5,25990
44,פתח תקווה,הדר המושבות,זיכרון יעקב 5,91.4,2024,2440000,7195-20-31,דירה בבית,4,26696
45,פתח תקווה,הדר המושבות,נס ציונה 4,90,2024,2440000,7195-9-23,דירה בבית,4,27111
46,פתח תקווה,הדר המושבות,זיכרון יעקב 17,101.9,2024,2750000,7194-26-162,דירה בבית,4,26987
49,פתח תקווה,הדר המושבות,זיכרון יעקב 12,78.49,2024,2560000,7195-68-133,דירה בבית,3,32616
50,פתח תקווה,הדר המושבות,נס ציונה 12,84.3,2024,2320000,7195-7-48,דירה בבית,3.5,27521
51,פתח תקווה,הדר המושבות,זיכרון יעקב 18,95.95,2024,2800000,7195-67-9,דירה בבית,4,29182
52,פתח תקווה,הדר המושבות,זיכרון יעקב 5,91.4,2024,2630000,7195-20-27,דירה בבית,4,28775
53,פתח תקווה,הדר המושבות,זיכרון יעקב 6,99.34,2024,2735000,7195-68-46,דירה בבית,4,27532
54,פתח תקווה,הדר המושבות,חדרה 11,113.7,2024,3000000,7194-16-111,דירה בבית,4,26385
55,פתח תקווה,הדר המושבות,זיכרון יעקב 17,102.4,2024,2600000,7194-26-163,דירה בבית,4,25391
56,פתח תקווה,הדר המושבות,זיכרון יעקב 10,94.65,2024,2800000,7195-68-126,דירה בבית,4,29583
58,פתח תקווה,הדר המושבות,זיכרון יעקב 28,101.52,2024,2520000,7194-66-14,דירה בבית,3.5,24823
59,פתח תקווה,הדר המושבות,זיכרון יעקב 17,109.5,2024,3050000,7194-26-65,דירה בבית,4,27854
61,פתח תקווה,הדר המושבות,נס ציונה 2,96,2024,2550000,7195-9-20,דירה בבית,4,26563
62,פתח תקווה,הדר המושבות,חדרה 25,80.3,2024,2380000,7195-70-14,דירה בבית,3,29639
63,פתח תקווה,הדר המושבות,נס ציונה 4,92,2024,2670000,7195-9-41,דירה בבית,4,29022
64,פתח תקווה,הדר המושבות,חדרה 28,108,2024,2475000,7194-14-9,דירה בבית,5,22917
65,פתח תקווה,הדר המושבות,חדרה 23,87.22,2024,2400000,7194-15-92,דירה בבית,3,27517
66,פתח תקווה,הדר המושבות,חדרה 32,95.02,2024,1500000,7194-12-20,דירה בבית,3.5,15786
67,פתח תקווה,הדר המושבות,חדרה 8,83.35,2024,2300000,7194-73-42,דירה בבית,3,27594
68,פתח תקווה,הדר המושבות,גדרה 10,57.2,2024,316000,7194-21-77,דירה בבית,2,5524
69,פתח תקווה,הדר המושבות,זיכרון יעקב 17,123.1,2024,3430000,7194-26-52,דירה בבית,5,27864
70,פתח תקווה,הדר המושבות,מאיר שפיה 4,90,2024,2635000,7195-13-51,דירה בבית,4,29278
71,פתח תקווה,הדר המושבות,מאיר שפיה 6,94,2024,2580000,7195-13-81,דירה בבית,4,27447
72,פתח תקווה,הדר המושבות,חדרה 17,99.33,2024,2800000,7194-15-48,דירה בבית,4,28189
73,פתח תקווה,הדר המושבות,גדרה 5,122.27,2024,2820000,7194-58-10,דירה בבית,4.5,23064
74,פתח תקווה,הדר המושבות,בת שלמה 4,126,2024,3530000,7194-26-309,דירה בבית,5,28016
75,פתח תקווה,הדר המושבות,זיכרון יעקב 16,108.51,2024,2850000,7195-68-27,דירה בבית,4,26265
76,פתח תקווה,הדר המושבות,זיכרון יעקב 16,98.99,2024,2885000,7195-68-14,דירה בבית,4,29144
77,פתח תקווה,הדר המושבות,גדרה 15,83.35,2024,2385000,7194-69-5,דירה בבית,3,28614
78,פתח תקווה,הדר המושבות,חדרה 9,82.4,2024,2385000,7194-16-79,דירה בבית,3,28944
80,פתח תקווה,הדר המושבות,זיכרון יעקב 16,103.1,2024,2780000,7195-68-26,דירה בבית,4,26964
81,פתח תקווה,הדר המושבות,מאיר שפיה 6,96,2024,2700000,7195-13-69,דירה בבית,4,28125
82,פתח תקווה,הדר המושבות,ראש פינה 29,95.4,2024,2700000,7194-16-89,דירה בבית,4,28302
83,פתח תקווה,הדר המושבות,זיכרון יעקב 5,78.6,2024,2480000,7195-20-26,דירה בבית,3.5,31552
84,פתח תקווה,הדר המושבות,זיכרון יעקב 12,90.15,2024,2570000,7195-68-134,דירה בבית,4,28508
85,פתח תקווה,הדר המושבות,חדרה 11,89.7,2024,2404000,7194-16-107,דירה בבית,3,26800
86,פתח תקווה,הדר המושבות,מאיר שפיה 4,92,2024,2936000,7195-13-34,דירה בבית,4,31913
87,פתח תקווה,הדר המושבות,זיכרון יעקב 17,100.3,2024,2730000,7194-26-82,דירה בבית,4,27218
88,פתח תקווה,הדר המושבות,זיכרון יעקב 8,82,2024,2650000,7195-68-68,דירה בבית,3.5,32317
89,פתח תקווה,הדר המושבות,מאיר שפיה 4,92,2024,2715000,7195-13-42,דירה בבית,4,29511
90,פתח תקווה,הדר המושבות,זיכרון יעקב 16,94.65,2024,2560000,7195-68-2,דירה בבית,4,27047
