מספר סידורי,שם העיר,שם השכונה,כתובת,שטח במר,תאריך העסקה,מחיר העסקה,גוש,סוג נכס,מחיר למר,חדרים
1,בני ברק,הפועל המזרחי א,אנילביץ 60,63.7,2025,1875000,6124-196-18,דירה בבית,2.5,29435
2,בני ברק,הפועל המזרחי א,עובדיה 8,81.7,2025,2950000,6124-138-5,דירה בבית,3,36108
3,בני ברק,הפועל המזרחי א,אהרונסון 27,96,2025,3000000,6124-156-4,דירה בבית,5,31250
4,בני ברק,הפועל המזרחי א,ניסנבוים 2,104,2025,2050000,6124-116-3,דירה בבית,3,19712
5,בני ברק,הפועל המזרחי א,ניסנבוים 10,67,2025,2200000,6124-120-1,דירה בבית,3,32836
6,בני ברק,הפועל המזרחי א,גרשטנקורן 13,118,2025,3580000,6124-245-12,דירה בבית,5,30339
7,בני ברק,הפועל המזרחי א,הרב הירש 16,143,2025,3600000,6188-553-7,דירה בבית,5,25175
8,בני ברק,הפועל המזרחי א,דניאל 12,69.3,2025,2550000,6124-319-4,דירה בבית,4,36797
9,בני ברק,הפועל המזרחי א,אהרונסון 27,88,2025,2400000,6124-156-5,דירה בבית,4,27273
10,בני ברק,הפועל המזרחי א,פנקס 6,87.79,2025,3000000,6124-340-6,דירה בבית,4,34172
11,בני ברק,הפועל המזרחי א,פנקס 15,70.05,2025,3110000,6124-113-5,דירה בבית,4,44397
12,בני ברק,הפועל המזרחי א,אנילביץ 84,89,2025,2692000,6124-273-11,דירה בבית,4,30247
13,בני ברק,הפועל המזרחי א,אנילביץ 74,55.9,2025,1700000,6124-215-5,דירה בבית,3,30411
14,בני ברק,הפועל המזרחי א,אהרונסון 27,88,2025,2500000,6124-156-6,דירה בבית,4,28409
15,בני ברק,הפועל המזרחי א,עמיאל 7,73,2025,2250000,6124-261-11,דירה בבית,3,30822
17,בני ברק,הפועל המזרחי א,אהרונסון 27,140,2025,4400000,6124-156-7,דירה בבית,6,31429
18,בני ברק,הפועל המזרחי א,אביי ורבא 4,70,2025,69000,6188-245-1,דירה בבית,3,986
