מספר סידורי,שם העיר,שם השכונה,כתובת,שטח במר,תאריך העסקה,מחיר העסקה,גוש,סוג נכס,חדרים,מחיר למר
1,שדרות,נאות המייסדים,משה זרח 19,144,2025,2320000,1896-92-1,קוטג' דו משפחתי,5,16111
2,שדרות,נאות המייסדים,הוורד 42,33,2025,390000,1896-47-6,דירה בבית,3,11818
3,שדרות,נאות המייסדים,יוספטל 21,139,2025,900000,2480-107-2,קוטג' דו משפחתי,5,6475
5,שדרות,נאות המייסדים,אלבז נתן 20,81,2025,1535000,1895-196-1,דירה בבית,4,18951
6,שדרות,נאות המייסדים,חטיבת הראל 15,280,2025,860000,2480-177-1,דירה בבית,7,3071
7,שדרות,נאות המייסדים,אהבת ישראל 10,118,2025,1060000,1896-138-24,דירה בבית,5,8983
8,שדרות,נאות המייסדים,ההגנה 2,102,2025,1734600,1897-65-1,דירה בבית,4,17006
9,שדרות,נאות המייסדים,הוורד 1,82.5,2025,1050000,1896-136-8,דירה בבית,5,12727
10,שדרות,נאות המייסדים,האתרוג 5,92,2025,1340000,1896-5-3,דירה בבית,4,14565
12,שדרות,נאות המייסדים,יצחק בן צבי 24,82,2024,188000,1897-85-2,קוטג' דו משפחתי,6,2293
13,שדרות,נאות המייסדים,הוורד 44,37.7,2024,156000,1896-48-20,דירה בבית,3,4138
14,שדרות,נאות המייסדים,הוורד 17,75.2,2024,850000,1896-131-16,דירה בבית,4,11303
16,שדרות,נאות המייסדים,אהבת ישראל 10,75,2024,800000,1896-138-17,דירה בבית,4,10667
19,שדרות,נאות המייסדים,השומר 4,83,2024,1250000,1895-91-2,קוטג' דו משפחתי,4,15060
20,שדרות,נאות המייסדים,חטיבת יפתח 8,165,2024,2100000,2480-85-2,קוטג' חד משפחתי,6,12727
21,שדרות,נאות המייסדים,יוספטל 37,126,2024,1630000,1895-63-2,דירת גן,5,12937
22,שדרות,נאות המייסדים,אהבת ישראל 12,116,2024,825000,1896-139-4,דירה בבית,5,7112
25,שדרות,נאות המייסדים,השקד 1,106,2023,1350000,1882-95-1,דירה בבית,4,12736
27,שדרות,נאות המייסדים,יוספטל 41,100,2023,1262600,1897-66-1,דירה בבית,3,12626
29,שדרות,נאות המייסדים,אהבת ישראל 10,89.6,2023,945000,1896-138-4,דירה בבית,6,10547
30,שדרות,נאות המייסדים,הוורד 9,36.5,2023,600000,1896-133-18,דירה בבית,3,16438
31,שדרות,נאות המייסדים,הוורד 44,37.7,2023,173000,1896-48-13,דירה בבית,3,4589
32,שדרות,נאות המייסדים,ורדימון 10,121,2023,1650000,1895-253-1,קוטג' דו משפחתי,4,13636
33,שדרות,נאות המייסדים,הוורד 44,37.7,2023,178000,1896-48-17,דירה בבית,3,4721
34,שדרות,נאות המייסדים,הוורד 40,33,2023,266000,1896-46-6,דירה בבית,2,8061
35,שדרות,נאות המייסדים,הוורד 1,36.5,2023,236000,1896-136-23,דירה בבית,3,6466
36,שדרות,נאות המייסדים,ההגנה 19,84,2023,1300000,1897-76-1,קוטג' דו משפחתי,4,15476
39,שדרות,נאות המייסדים,משה זרח 25,120,2022,815000,1896-90-1,דירה בבית,4,6792
40,שדרות,נאות המייסדים,הוורד 11,102,2022,220000,1896-130-15,דירה בבית,5,2157
42,שדרות,נאות המייסדים,יוספטל 65,141,2022,2200000,1897-93-2,דירה בבית,6,15603
44,שדרות,נאות המייסדים,רמבם 43,165,2022,1200000,1896-32-2,קוטג' דו משפחתי,7,7273
45,שדרות,נאות המייסדים,הוורד 11,102,2022,129000,1896-130-16,דירה בבית,5,1265
46,שדרות,נאות המייסדים,האתרוג 5,90,2022,1290000,1896-5-2,דירה בבית,4,14333
47,שדרות,נאות המייסדים,הרקפת 18,130,2022,2160000,2480-30-1,דירה בבית,6,16615
48,שדרות,נאות המייסדים,הוורד 13,36.5,2022,163000,1896-129-10,דירה בבית,3,4466
49,שדרות,נאות המייסדים,אהבת ישראל 12,120,2022,760000,1896-139-5,דירה בבית,5,6333
50,שדרות,נאות המייסדים,האצל 5,135,2022,1950000,1895-79-1,דירה בבית,5,14444
51,שדרות,נאות המייסדים,בן צבי יצחק 7,222,2022,1600000,1895-159-1,קוטג' דו משפחתי,7,7207
52,שדרות,נאות המייסדים,חטיבת צנחנים 15,180,2022,237000,2480-170-1,קוטג' חד משפחתי,5,1317
53,שדרות,נאות המייסדים,העצמאות 2,98,2022,1850000,2480-41-3,קוטג' דו משפחתי,5,18878
54,שדרות,נאות המייסדים,0,123,2022,1500000,1884-25-3,דירה בבית,4,12195
56,שדרות,נאות המייסדים,קרן היסוד 28,890,2022,1400000,2480-72-0,קוטג' דו משפחתי,6,1573
57,שדרות,נאות המייסדים,0,100,2022,1450000,1884-27-12,דירה בבית,4,14500
