מספר סידורי,כתובת,שטח במר,תאריך העסקה,מחיר העסקה,גוש,סוג נכס,חדרים,קומה
1,0,154,"2025","1896000",9086-10-36,משרד,לא ידוע,שביעית
2,0,128,"2025","1370000",9086-10-38,משרד,לא ידוע,שביעית
3,0,91,"2025","2759000",9086-10-39,חנות,לא ידוע,ראשונה
4,0,115,"2025","4222000",9086-10-40,חנות,לא ידוע,ראשונה
5,0,148,"2025","1755000",9086-10-42,משרד,לא ידוע,שביעית
6,0,95,"2024","2288000",9086-10-43,חנות,לא ידוע,ראשונה
7,0,102,"2024","1130000",9086-10-44,משרד,לא ידוע,שביעית
8,0,167,"2024","2053000",8239-165-81,משרד,לא ידוע,שניה
9,האורזים 1,70,"2024","2100000",8234-195-12,משרד,לא ידוע,ראשונה
10,0,לא ידוע,"2024","310000",8239-57-3,ללא תיכנון,לא ידוע,לא ידוע
11,0,477,"2024","1916000",8234-80-1,ללא תיכנון,לא ידוע,לא ידוע
12,0,58,"2024","472000",8239-165-80,משרד,לא ידוע,שישית
13,המסגר 9,90.6,"2024","767000",8234-45-15,משרד,לא ידוע,שניה
14,פנקס דוד 12,121.44,"2024","1031000",8234-45-17,משרד,לא ידוע,שניה
15,המסגר 9,142.14,"2024","1201000",8234-45-16,משרד,לא ידוע,שניה
16,0,50.8,"2024","760000",8234-81-3,מסחרי + משרדים,לא ידוע,קרקע
17,המסגר 9,56.5,"2024","2600000",8234-45-7,חנות,לא ידוע,קרקע
18,0,125,"2024","285000",8239-56-1,ללא תיכנון,לא ידוע,לא ידוע
19,0,130,"2024","1474000",9086-10-45,משרד,לא ידוע,ראשונה
20,האורזים 1,55,"2024","1660000",8234-195-13,משרד,לא ידוע,לא ידוע
21,האורזים 1,85,"2024","1181000",8234-195-14,משרד,לא ידוע,שניה
22,0,240,"2024","3193000",9086-10-46,משרד,לא ידוע,שביעית
23,0,לא ידוע,"2024","125000",8239-110-13,ללא תיכנון,לא ידוע,לא ידוע
24,פנקס דוד 12,41.6,"2024","500000",8234-45-18,משרד,לא ידוע,שניה
25,המסגר 9,26.7,"2024","400000",8234-45-19,משרד,לא ידוע,שניה
26,המסגר 9,243,"2024","2200000",8234-45-13,משרד,לא ידוע,שניה
27,0,58,"2024","900000",8239-165-79,דירה בבית קומות,1,שניה
28,האורזים 1,210,"2024","2538000",8234-195-15,משרד,לא ידוע,שניה
29,0,37,"2024","135000",8239-110-12,ללא תיכנון,לא ידוע,לא ידוע
30,0,37,"2024","775000",8239-165-82,משרד,לא ידוע,ראשונה
31,האורזים 1,123,"2023","1591000",8234-195-16,משרד,לא ידוע,שניה
32,0,103,"2023","564000",9086-10-47,משרד,לא ידוע,שלישית
33,0,200,"2023","3128000",8239-177-1,משרד,לא ידוע,שלישית
34,האורזים 1,152,"2023","1929000",8234-195-18,משרד,לא ידוע,שניה
35,האורזים 1,178,"2023","2164000",8234-195-19,משרד,לא ידוע,ראשונה
36,האורזים 1,353,"2023","5001000",8234-195-20,משרד,לא ידוע,שניה
37,0,500,"2023","1200000",8239-74-1,ללא תיכנון,לא ידוע,לא ידוע
38,האורזים 1,72,"2023","783000",8234-195-21,משרד,לא ידוע,שניה
39,0,168,"2023","2648000",8239-163-9,משרד,לא ידוע,שלישית
40,0,לא ידוע,"2023","373000",8239-165-83,משרד,לא ידוע,שישית
41,0,73,"2023","1263000",8239-177-2,משרד,לא ידוע,רביעית
42,המסגר 4,1184,"2023","11000000",8234-49-2,ללא תיכנון,לא ידוע,לא ידוע
43,0,125,"2023","300000",8239-57-2,ללא תיכנון,לא ידוע,לא ידוע
44,0,49,"2023","807000",8239-177-3,משרד,לא ידוע,ראשונה
45,0,73,"2023","625000",8239-165-78,משרד,לא ידוע,שלישית
46,0,37,"2023","265000",8239-165-76,משרד,לא ידוע,שלישית
47,0,138,"2023","1747000",9086-10-49,משרד,לא ידוע,חמישית
48,0,69,"2023","1440000",9086-10-50,משרד,לא ידוע,חמישית
49,0,164,"2023","2812000",8239-162-2,משרד,לא ידוע,שלישית
