מספר סידורי,שם העיר,שם השכונה,כתובת,שטח במר,תאריך העסקה,מחיר העסקה,גוש,סוג נכס,מחיר למר,חדרים
1,פתח תקווה,קרית אליעזר פרי,נתן אלתרמן 7,88,2025,1800000,6401-34-38,דירה בבית,4,20455
2,פתח תקווה,קרית אליעזר פרי,לאה גולדברג 7,62.9,2025,200000,6401-28-29,דירה בבית,3,3180
3,פתח תקווה,קרית אליעזר פרי,נתן אלתרמן 8,74.3,2025,1850000,6401-32-12,דירה בבית,4,24899
4,פתח תקווה,קרית אליעזר פרי,נתן אלתרמן 7,88,2025,2000000,6401-34-60,דירה בבית,4,22727
5,פתח תקווה,קרית אליעזר פרי,עין גנים 83,76.5,2024,2150000,6406-133-3,דירה בבית,4,28105
6,פתח תקווה,קרית אליעזר פרי,נתן אלתרמן 12,73.9,2024,866000,6401-31-14,דירה בבית,4,11719
7,פתח תקווה,קרית אליעזר פרי,עין גנים 83,73.5,2024,1900000,6406-133-14,דירה בבית,3,25850
9,פתח תקווה,קרית אליעזר פרי,עין גנים 83,76,2024,700000,6406-133-4,דירה בבית,4,9211
10,פתח תקווה,קרית אליעזר פרי,נתן אלתרמן 4,73.9,2024,1670000,6401-33-30,דירה בבית,3.5,22598
11,פתח תקווה,קרית אליעזר פרי,עין גנים 81,92.21,2024,2000000,6406-180-2,דירה בבית,4,21690
12,פתח תקווה,קרית אליעזר פרי,נתן אלתרמן 4,65.3,2024,1690000,6401-33-19,דירה בבית,3,25881
13,פתח תקווה,קרית אליעזר פרי,עין גנים 83,63.5,2024,1800000,6406-133-17,דירה בבית,3,28346
14,פתח תקווה,קרית אליעזר פרי,נתן אלתרמן 7,88,2024,1600000,6401-34-47,דירה בבית,4,18182
15,פתח תקווה,קרית אליעזר פרי,לאה גולדברג 1,62.9,2024,1630000,6401-27-45,דירה בבית,3,25914
17,פתח תקווה,קרית אליעזר פרי,לאה גולדברג 7,60.7,2024,1470000,6401-28-46,דירה בבית,3,24217
18,פתח תקווה,קרית אליעזר פרי,קופל ויסוקר 4,95,2024,1900000,6324-86-3,דירה בבית,5,20000
19,פתח תקווה,קרית אליעזר פרי,נתן אלתרמן 4,65.3,2024,1700000,6401-33-3,דירה בבית,3,26034
20,פתח תקווה,קרית אליעזר פרי,לאה גולדברג 1,62.9,2023,1550000,6401-27-35,דירה בבית,3,24642
21,פתח תקווה,קרית אליעזר פרי,נתן אלתרמן 4,74.3,2023,1660000,6401-33-24,דירה בבית,4,22342
22,פתח תקווה,קרית אליעזר פרי,לאה גולדברג 1,62.9,2023,1560000,6401-27-31,דירה בבית,3,24801
25,פתח תקווה,קרית אליעזר פרי,0,78,2023,1750000,6328-169-1,דירה בבית,3,22436
26,פתח תקווה,קרית אליעזר פרי,ה' באייר 7,256,2023,4750000,6325-201-1,דירה בבית,6,18555
27,פתח תקווה,קרית אליעזר פרי,ה' באייר 13,107,2023,1500000,6325-28-3,קוטג' חד משפחתי,3,14019
28,פתח תקווה,קרית אליעזר פרי,ויסוקר קופל 12,127.78,2023,2000000,6324-90-1,דירה בבית,4,15652
29,פתח תקווה,קרית אליעזר פרי,לאה גולדברג 1,62.9,2023,674000,6401-27-43,דירה בבית,3,10715
