מספר סידורי,כתובת,שטח במר,תאריך העסקה,מחיר העסקה,גוש,סוג נכס,חדרים,קומה
"1","רש"י 36","108","26/03/2025","175000","5507-37-1","ללא תיכנון","4","לא ידוע"
2,רמת הגולן 8,168,"2025","3800000",5508-72-2,דירה בבית קומות,6,ראשונה
3,שילה 29,34,"2024","309000",5508-7-2,קרקע למגורים,לא ידוע,לא ידוע
"4","רש"י 54","120","10/04/2024","2700000","5507-33-2","דירה בבית קומות","5","ראשונה"
5,שילה 49,118,"2024","833000",5508-12-2,ללא תיכנון,לא ידוע,לא ידוע
6,0,1579,"2024","1075000",5507-57-0,קוטג' חד משפחתי,5,ראשונה
"7","רש"י 129","לא ידוע","24/12/2023","700000","5508-132-1","קוטג' דו משפחתי","7","ראשונה"
"8","רש"י 97","29.2","19/12/2022","5450000","5508-65-2","קרקע למגורים","לא ידוע","לא ידוע"
9,יהודה הלוי 145,56.18,"2022","94000",4270-83-1,דירה בבית קומות,2,קרקע
10,סיני 21,58.6,"2022","1700000",5508-34-2,קרקע למגורים,לא ידוע,לא ידוע
11,שילה 49,60,"2022","200000",5508-12-1,דירה בבית קומות,3,ראשונה
12,אברהם עמרני 24,103.76,"2022","2400000",5507-102-11,דירה בבית קומות,4,ראשונה, גג
"13","רש"י 10","83.37","25/07/2022","800000","4274-170-2","דירה בבית קומות","3","ראשונה"
14,הסנהדרין 84,לא ידוע,"2022","1450000",4272-123-2,דירה בבית קומות,1,ראשונה
"15","רש"י 139","264","04/07/2022","733000","5508-128-1","דירה בבית קומות","8","ראשונה"
16,רבי אביץ יחיא 5,23.5,"2022","1750000",5507-83-2,קרקע למגורים,לא ידוע,דירה
"17","רש"י 167","79.8","25/04/2022","2100000","4270-87-1","קוטג' דו משפחתי","3","ראשונה"
18,הסלע 1,124.3,"2022","1950000",5507-105-3,דירה בבית קומות,6,ראשונה + שניה
19,ירושלים השלמה 9,128,"2022","1965000",5507-55-1,דירה בבית קומות,4,ראשונה
20,שילה 42,29.2,"2022","314000",5508-61-2,קרקע למגורים,לא ידוע,לא ידוע
"21","רש"י 51","21.6","22/02/2022","4250000","5507-57-1","קרקע למגורים","לא ידוע","ראשונה"
22,הסנהדרין 34,34.8,"2022","960000",4274-162-2,קרקע למגורים,לא ידוע,לא ידוע
"23","רש"י 33","161","16/02/2022","2630000","5507-47-1","קוטג' חד משפחתי","6","ראשונה"
"24","רש"י 57","168","14/02/2022","3200000","5507-65-2","דירה בבית קומות","6","ראשונה"
"25","רש"י 64","110","10/02/2022","4200000","5507-30-2","קוטג' דו משפחתי","4","קומה ‎0‏"
26,אברהם עמרני 30,154.97,"2021","3170000",5507-103-1,דירה בבית קומות,6,קרקע + ראשונה+גג
27,קוממיות 14,22.11,"2021","2200000",5507-70-1,קרקע למגורים,לא ידוע,לא ידוע
28,הבנים 19,22.1,"2021","1550000",5508-47-1,דירה בבית קומות,2,ראשונה
29,יהודה הלוי 97,21.87,"2021","700000",4272-119-3,קרקע למגורים,לא ידוע,לא ידוע
30,סיני 10,34.4,"2021","1250000",5508-24-1,קרקע למגורים,לא ידוע,ראשונה
31,קוממיות 16,36.5,"2021","1749000",5507-70-2,קרקע למגורים,לא ידוע,לא ידוע
32,רבי יחיא אביץ 14,22.11,"2021","1000000",5507-92-1,קרקע למגורים,לא ידוע,לא ידוע
33,הסנהדרין 5,140.31,"2021","2730000",4274-173-2,קרקע למגורים,לא ידוע,קרקע
34,יהודה הלוי 9,80,"2021","1402000",4274-334-1,דירה בבית קומות,3,ראשונה
35,הסנהדרין 88,60.3,"2021","1300000",4272-234-2,קוטג' חד משפחתי,3,קרקע
36,הסנהדרין 88,145.4,"2021","2190000",4272-234-1,קוטג' חד משפחתי,5,קרקע, ראשונה
"37","רש"י 50","39","20/06/2021","778000","5507-34-2","דירה בבית קומות","1","ראשונה"
38,ששת הימים 10,56.3,"2021","2750000",5507-80-1,קרקע למגורים,לא ידוע,ראשונה
39,הסנהדרין 53,246,"2021","2900000",5507-21-2,קוטג' חד משפחתי,7,לא ידוע
40,הסנהדרין 84,450,"2021","1850000",4272-123-1,קרקע למגורים,לא ידוע,לא ידוע
41,הסנהדרין 70,21.19,"2021","972000",4272-127-2,קרקע למגורים,לא ידוע,לא ידוע
42,הסנהדרין 35,53,"2021","550000",5507-16-2,קוטג' דו משפחתי,3,קרקע
43,אברהם עמרני 16,118,"2021","1383000",5507-101-10,דירת גג,4,רביעית
44,הבנים 14,118.64,"2021","1640000",5508-37-2,קרקע למגורים,לא ידוע,קרקע
45,ששת הימים 7,1566,"2021","650000",5507-72-0,קרקע למגורים,לא ידוע,לא ידוע
46,שילה 44,132,"2020","2090000",5508-62-2,קוטג' טורי,5,ראשונה
47,0,1314,"2020","392000",5507-60-0,קוטג' חד משפחתי,1,ראשונה
48,אברהם עמרני 28,153.05,"2020","2320000",5507-103-3,קוטג' דו משפחתי,6,קרקע + ראשונה+גג
49,רבי יחיא אביץ 18,22.11,"2020","820000",5507-93-1,קרקע למגורים,לא ידוע,לא ידוע
50,קוממיות 9,22.11,"2020","2600000",5507-63-1,קוטג' דו משפחתי,2,לא ידוע
51,רמת הגולן 14,156,"2020","2260000",5508-74-2,קוטג' חד משפחתי,7,לא ידוע
52,יהודה הלוי 81,21.19,"2019","1170000",4272-115-2,קרקע למגורים,לא ידוע,לא ידוע
53,יהודה הלוי 107,33.15,"2019","190000",4272-121-1,קרקע למגורים,לא ידוע,לא ידוע
54,הסלע 1,146.6,"2019","1500000",5507-105-20,דירה בבית קומות,5,ראשונה+שניה
55,הבנים 29,370,"2019","400000",5508-50-2,דירה בבית קומות,8,ראשונה
"56","רש"י 147","42.6","18/09/2019","1300000","5508-98-1","קרקע למגורים","לא ידוע","לא ידוע"
"57","רש"י 165","55","02/09/2019","1699000","5508-94-1","קוטג' דו משפחתי","2","ראשונה"
58,הסלע 1,146.6,"2019","1630000",5507-105-19,דירת גג,6,ראשונה+שניה
59,סיני 23,22.1,"2019","1820000",5508-34-1,קוטג' חד משפחתי,1,לא ידוע
60,הסנהדרין 22,21.19,"2018","700000",4274-165-2,קרקע למגורים,לא ידוע,לא ידוע
"61","רש"י 80","38.5","04/10/2018","600000","5508-8-1","קוטג' דו משפחתי","3","לא ידוע"
"62","רש"י 69","1418","03/10/2018","1229000","5507-77-0","קרקע למגורים","לא ידוע","לא ידוע"
"63","רש"י 69","250","26/07/2018","2200000","5507-77-2","קוטג' חד משפחתי","5","לא ידוע"
"64","רש"י 50","84","08/07/2018","848000","5507-34-1","דירה בבית קומות","4","לא ידוע"
"65","רש"י 25","29.25","24/01/2018","1290000","5507-45-1","קרקע למגורים","לא ידוע","לא ידוע"
66,אברהם עמרני 16,92,"2018","1750000",5507-101-8,דירה בבית קומות,4,לא ידוע
"67","רש"י 125","103","01/11/2017","1300000","5511-94-1","דירה בבית קומות","3","שניה"
68,0,469,"2017","700000",5507-134-1,קרקע למגורים,לא ידוע,לא ידוע
"69","רש"י 125","69","14/06/2017","1160000","5511-94-2","דירה בבית קומות","3","שלישית"
70,אברהם עמרני 27,1401,"2017","1775000",5507-99-0,קוטג' חד משפחתי,6,ראשונה
"71","רש"י 8","175","19/03/2017","2000000","4274-171-2","קוטג' דו משפחתי","7","ראשונה"
72,ששת הימים 3,84.4,"2016","2280000",5507-67-2,קוטג' חד משפחתי,5,לא ידוע
73,ששת הימים 15,22.1,"2016","800000",5507-74-2,קרקע למגורים,לא ידוע,ראשונה
74,הסנהדרין 35,71,"2016","1700000",5507-16-1,דירה בבית קומות,4,קרקע
75,ירושלים השלמה 11,130,"2016","465000",5507-55-2,דירת גן,6,לא ידוע
76,שילה 38,77,"2015","950000",5508-60-1,קוטג' דו משפחתי,3,א
77,יהודה הלוי 117,120,"2015","999000",4272-163-1,קוטג' דו משפחתי,5,קרקע
78,אברהם עמרני 24,103.76,"2015","1400000",5507-102-12,דירה בבית קומות,4,ראשונה, גג
