מספר סידורי,כתובת,שטח במר,תאריך העסקה,מחיר העסקה,גוש,סוג נכס,חדרים,מחיר למר
34,0,121,2016,1500000,8901-8-2,דירת גן,4,12397
35,0,120,2016,1500000,8901-8-1,דירה,4,12500
