Area Name,Area ID,Type,מחיר למר
"ס'לאח א-דין","6380164","Street",
"אל-קודס","6380163","Street",
"אל-ואדי","6380173","Street",
"באב חטה","6380288","Street",
"אבו הוריירה","6380259","Street",
"רח' 158","6380148","Street",
"א-סובל","6380189","Street",
"אל-אנדלוס","6380185","Street",
"א-נענע","6380181","Street",
"א-נח'יל","6380272","Street",
"אל-בוח'ארי","6380238","Street",
"רח' 16","6380151","Street",
"מכה","6380263","Street",
"א-רשיד","6380167","Street",
"אבו בכר","6380218","Street",
"אל-אקסא","6380228","Street",
"חיטין","6380199","Street",
"א-זעתר","6380187","Street",
"אבן סינא","6380165","Street",
"אל-חג'אז","6380264","Street",
"א-זיתון","6380267","Street",
"אל-בורג'","6380215","Street",
"אל-אסאלה","6380210","Street",
"א-זגאריד","6380169","Street",
"בדר","6380253","Street",
"א-רחמה","6380203","Street",
"א-דסוקי","6380240","Street",
"אל-פאראבי","6380248","Street",
"א-סבר","6380271","Street",
"אל-מותלת","6380195","Street",
"אג'אנדין","6380281","Street",
"אל-כהף","6380270","Street",
"באב אל-עאמוד","6380284","Street",
"עסקלאן","6380191","Street",
"א-זהרא","6380265","Street",
"אל-ביאדר","6380184","Street",
"אל-מלכ","6380162","Street",
"ג'דה","6380235","Street",
"חיפה","6380277","Street",
"חמזה","6380227","Street",
"אל-מהדי","6380261","Street",
"אל-עולום","6380246","Street",
"א-זביר","6380223","Street",
"אל-קנדי","6380242","Street",
"אל-חסן בן עלי","6380226","Street",
"אבו חניפה","6380237","Street",
"אל-מעראג'","6380204","Street",
"אל-ג'ילאני","6380232","Street",
"אבן כת'יר","6380245","Street",
"א-טברי","6380233","Street",
"אל-בלוט","6380273","Street",
"סוראקה","6380274","Street",
"אל-קירוואן","6380279","Street",
"ח'אלד בן אל-וליד","6380256","Street",
"א-רומאן","6380269","Street",
"אל-חפאייר","6380171","Street",
"א-ראזי","6380231","Street",
"א-שפא","6380224","Street",
"אל-חוריה","6380201","Street",
"אל-אספהאני","6380250","Street",
"אל-ג'ורי","6380180","Street",
"אל-ירמוכ","6380252","Street",
"אל-ח'נדק","6380254","Street",
"א-תות","6380266","Street",
"טארק אבן זיאד","6380278","Street",
"אל-הודא","6380213","Street",
"אל-פול","6380178","Street",
"עומר בן אל-ח'טאב","6380166","Street",
"אל-ח'וארזמי","6380249","Street",
"סעד בן וקאס","6380221","Street",
"ג'עפר בן אבי טאלב","6380229","Street",
"אל-אמאן","6380200","Street",
"אל-בראק","6380206","Street",
"אל-ורוד","6380186","Street",
"אל-מדינה","6380262","Street",
"אל-חמרא","6380280","Street",
"אל-בטוף","6380192","Street",
"א-נרג'יס","6380176","Street",
"אל-ענבר","6380175","Street",
"אל-קורונפול","6380174","Street",
"אל-ביסאן","6380183","Street",
"א-רבאט","6380255","Street",
"בילאל","6380225","Street",
"קורטבה","6380276","Street",
"א-ראפעי","6380234","Street",
"אל-בנפסג'","6380179","Street",
"אל-בירוני","6380243","Street",
"אל-בלדיה","6380197","Street",
"א-ראשידיה","6380217","Street",
"מג'דל","6380190","Street",
"אריחא","6380194","Street",
"אל-חארה","6380205","Street",
"אל-מסק","6380177","Street",
"אבן מסעוד","6380220","Street",
"א-זנבק","6380172","Street",
"א-תין","6380268","Street",
"אל-ג'ליל","6380198","Street",
"א-סעאדה","6380207","Street",
"אל-קובה","6380287","Street",
"אל-בירווה","6380196","Street",
"עומאן בן עפאן","6380219","Street",
"אבן ח'לדון","6380247","Street",
"מוואתה","6380275","Street",
"א-סבאט","6380286","Street",
"אל-כרמל","6380182","Street",
"אבן רושד","6380170","Street",
"עלי בן אבי טאלב","6380216","Street",
"א-סוסן","6380188","Street",
"אל-חליל","6380283","Street",
"אבן חנבל","6380241","Street",
"אל-ארקם","6380260","Street",
"טלחה","6380257","Street",
"אוחוד","6380258","Street",
"אל-חוואכיר","6380214","Street",
"אל-פאתח","6380209","Street",
"אל-אבראר","6380230","Street",
"דאר אל-קווראן","6380212","Street",
"אל-פלוג'ה","6380193","Street",
"גרנאטה","6380251","Street",
"אל-מוואדה","6380202","Street",
