מספר סידורי,שם העיר,שם השכונה,כתובת,שטח במר,תאריך העסקה,מחיר העסקה,גוש,סוג נכס,מחיר למר,חדרים
1,רעננה,קריית שרת,התקווה 13,125,2025,2800000,7652-289-63,דירה בבית,4,22400
3,רעננה,קריית שרת,גאולה 11,121,2025,4208000,7649-138-47,דירה בבית,5,34777
4,רעננה,קריית שרת,מורדי הגטאות 15,99,2025,1062000,7652-131-2,קוטג' דו משפחתי,4,10727
6,רעננה,קריית שרת,התחיה 5,88.2,2024,3060000,8573-3-8,דירת גן,4,34694
7,רעננה,קריית שרת,גאולה 9,50.6,2024,2680000,7649-139-46,דירה בבית,3,52964
8,רעננה,קריית שרת,פרץ 13,89,2024,192000,7649-35-3,קוטג' חד משפחתי,4,2157
9,רעננה,קריית שרת,פטרייה 36,238,2024,5370000,7649-157-1,קוטג' דו משפחתי,6,22563
10,רעננה,קריית שרת,הת 20,106.4,2024,2530000,8573-5-6,דירת,4,23778
11,רעננה,קריית שרת,גאולה 9,50.6,2024,2807000,7649-139-42,דירה בבית,3,55474
12,רעננה,קריית שרת,גאולה 11,74,2024,2680000,7649-138-48,דירה בבית,3,36216
15,רעננה,קריית שרת,גאולה 11,135,2024,4921000,7649-138-49,דירה בבית,5,36452
16,רעננה,קריית שרת,גאולה 9,50.6,2024,2680000,7649-139-45,דירה בבית,3,52964
17,רעננה,קריית שרת,גאולה 11,74,2024,2680000,7649-138-50,דירה בבית,3,36216
18,רעננה,קריית שרת,גאולה 11,130,2024,4003000,7649-138-51,דירה בבית,4,30792
19,רעננה,קריית שרת,גאולה 11,129,2024,4568000,7649-138-53,דירה בבית,5,35411
20,רעננה,קריית שרת,דרור 8,74.5,2024,2600000,8573-8-9,דירה בבית,3.5,34899
21,רעננה,קריית שרת,גאולה 11,82,2024,2967000,7649-138-54,דירה בבית,3,36183
22,רעננה,קריית שרת,0,271,2024,7533000,7649-45-1,דירה בבית,8,27797
23,רעננה,קריית שרת,גאולה 11,83,2024,2832000,7649-138-55,דירה בבית,3,34120
24,רעננה,קריית שרת,גאולה 11,99,2024,3453000,7649-138-56,דירה בבית,4,34879
25,רעננה,קריית שרת,גאולה 11,104,2024,3702000,7649-138-57,דירה בבית,4,35596
29,רעננה,קריית שרת,הת 20,68.2,2024,2200000,8573-5-11,דירה בבית,3,32258
31,רעננה,קריית שרת,קיבוץ גלויות 19,63,2024,2307000,7652-209-2,דירה בבית,3,36619
32,רעננה,קריית שרת,גאולה 11,130,2024,5344000,7649-138-58,דירה בבית,5,41108
