מספר סידורי,כתובת,שטח במר,תאריך העסקה,מחיר העסקה,גוש,סוג נכס,חדרים,קומה
1,איריס 14,102.09,"2025","6921000",6614-239-1,קוטג' דו משפחתי,5,קרקע
2,הסייפן 41,127.68,"2025","992000",6614-340-11,דירה בבית קומות,5,שלישית
3,ששת הימים 36,165,"2024","5319000",6614-349-19,דירה בבית קומות,5,שלישית
4,דליה 15,101.6,"2024","295000",6614-99-1,קרקע למגורים,לא ידוע,קרקע+עליונה
5,ששת הימים 62,122.36,"2024","1792000",6614-352-2,קוטג' דו משפחתי,4,ראשונה ושניה
6,ששת הימים 34,146,"2024","5500000",6614-349-0,לא ידוע,5,שניה
7,טהון 7,227,"2024","262000",6333-159-4,דירה בבית קומות,5,ראשונה
8,ששת הימים 72,122.36,"2024","364000",6614-352-5,קוטג' חד משפחתי,4,ראשונה ושניה
9,ששת הימים 36,183,"2024","5650000",6614-349-20,דירה בבית קומות,5,ראשונה
10,הזית 29,89.55,"2024","3992000",6333-46-2,קוטג' דו משפחתי,6,קרקע
11,ששת הימים 36,183,"2024","5300000",6614-349-21,דירה בבית קומות,5,שניה
12,ששת הימים 34,180,"2024","5450000",6614-349-22,דירה בבית קומות,5,שישית
13,הסייפן 43,103.35,"2024","2125000",6614-341-30,דירה בבית קומות,5,שמינית
"14","תרפ"ד 34","125.81","16/07/2024","524000","6614-321-4","קוטג' דו משפחתי","6","קרקע וראשונה"
15,ראשונים 62,173,"2024","5710000",6614-101-2,קוטג' דו משפחתי,5,קרקע
16,הסייפן 7,106.58,"2024","2800000",6614-246-1,דירה בבית קומות,5,קרקע וראשונה
17,הסייפן 27,105.44,"2024","4000000",6614-309-24,דירה בבית קומות,4,שישית
18,היסמין 26,265,"2024","4781000",6614-148-3,משרד,לא ידוע,תשיעית
19,הסייפן 35,127.17,"2024","4000000",6614-345-19,דירה בבית קומות,5,חמישית
20,חצב 1,80.46,"2024","400000",6614-117-1,קרקע למגורים,לא ידוע,קרקע
21,המייסדים 10,170,"2024","222000",6614-61-1,קרקע למגורים,לא ידוע,לא ידוע
22,המייסדים 21,66.4,"2023","875000",6614-93-1,קרקע למגורים,לא ידוע,קרקע
23,הסייפן 35,114.88,"2023","4150000",6614-345-26,דירה בבית קומות,4,שביעית
24,ששת הימים 64,122.36,"2023","751000",6614-352-1,דירה בבית קומות,5,ראשונה ושניה
25,הסייפן 2,103.06,"2023","8050000",6614-251-1,קוטג' דו משפחתי,7,קרקע+ראשונה
26,קוממיות 25,103.06,"2023","8150000",6614-244-1,קוטג' דו משפחתי,6,קרקע וראשונה
27,ששת הימים 54,164,"2023","5350000",6614-351-4,דירה בבית קומות,5,שניה
28,ששת הימים 52,122.36,"2023","6960000",6614-350-3,קוטג' דו משפחתי,4,ראשונה ושניה
29,ששת הימים 14,144,"2022","5500000",6614-378-0,לא ידוע,5,ראשונה
30,הסייפן 11,106.58,"2022","9600000",6614-247-1,דירה בבית קומות,5,קרקע +ראשונה
31,ששת הימים 34,210,"2022","7250000",6614-349-24,דירה בבית קומות,5,שביעית
32,ששת הימים 14,144,"2022","5800000",6614-378-19,דירה בבית קומות,5,רביעית
33,ראשונים 88,531,"2022","9570000",6614-167-1,ללא תיכנון,לא ידוע,לא ידוע
34,הזית 25,93.25,"2022","7550000",6333-47-2,קוטג' חד משפחתי,3,קרקע
35,ששת הימים 36,121,"2022","6200000",6614-349-25,דירה בבית קומות,4,ראשונה
36,ששת הימים 80,78.02,"2022","3680000",6614-443-8,דירה בבית קומות,4,שניה
37,ששת הימים 14,144,"2022","5900000",6614-378-20,דירה בבית קומות,5,שישית
38,ששת הימים 14,144,"2022","5600000",6614-378-21,דירה בבית קומות,5,שלישית
39,קרן היסוד 19,127.38,"2022","4305000",6614-389-2,קוטג' דו משפחתי,5,ראשונה
40,הסייפן 35,150.38,"2022","549000",6614-345-33,דירה בבית קומות,6,תשיעית
41,שבטי ישראל 30,106.9,"2022","6700000",6333-40-2,קרקע למגורים,לא ידוע,קרקע
42,הסיפן 52,122.36,"2022","5300000",6614-373-2,דירת גן,4,ראשונה ושניה
43,ששת הימים 52,122.36,"2022","8000000",6614-350-7,קוטג' דו משפחתי,4,ראשונה ושניה
44,היסמין 2,82.96,"2022","1380000",6614-229-2,דירה בבית קומות,5,ראשונה
45,המייסדים 32,204,"2021","8000000",6614-128-1,דירה בבית קומות,6,קרקע
46,ששת הימים 34,131,"2021","5350000",6614-349-26,דירה בבית קומות,5,שביעית
47,ששת הימים 24,122.36,"2021","7100000",6614-348-3,דירת גן,5,ראשונה ושניה
48,ששת הימים 34,128,"2021","5500000",6614-349-27,דירה בבית קומות,5,שביעית
49,עלייה 11,104,"2021","4150000",6614-163-3,קוטג' דו משפחתי,4,שניה
50,ששת הימים 36,143,"2021","4730000",6614-349-28,דירה בבית קומות,5,שישית
51,המאבק 42,97.31,"2021","5500000",6614-135-3,בית בודד,3,קרקע+ראשונה
52,הסייפן 27,105.61,"2021","3400000",6614-309-7,דירה בבית קומות,4,שניה
53,ששת הימים 14,144,"2021","4560000",6614-378-22,דירה בבית קומות,5,שישית
54,המייסדים 67,161,"2021","2476000",6614-145-1,קרקע למגורים,לא ידוע,לא ידוע
55,אגדים 11,97.31,"2021","6230000",6614-125-2,קוטג' חד משפחתי,5,קרקע + ראשונה
56,ששת הימים 34,128,"2021","5462000",6614-349-29,דירת גג,5,ראשונה
57,הסייפן 90,147.86,"2021","8200000",6614-358-1,קוטג' דו משפחתי,6,ראשונה ושניה
58,קרן היסוד 48,127.8,"2021","6200000",6614-414-2,קוטג' דו משפחתי,5,ראשונה ושניה
59,ששת הימים 54,211,"2021","5950000",6614-351-18,דירה בבית קומות,6,שלישית
60,המאבק 16,84.7,"2021","4160000",6614-111-3,דירה בבית קומות,4,קרקע+ראשונה
61,ששת הימים 34,179,"2021","4691000",6614-349-30,דירה בבית קומות,5,שישית
62,קוממיות 10,125,"2021","6750000",6614-39-1,קרקע למגורים,לא ידוע,לא ידוע
63,נורדאו 3,46.56,"2021","2555000",6333-161-7,דירה בבית קומות,3,שניה
64,חצב 5,80.46,"2021","7480000",6614-121-2,קוטג' דו משפחתי,4,קרקע
