מספר סידורי,כתובת,שטח במר,תאריך העסקה,מחיר העסקה,גוש,סוג נכס,חדרים,קומה
"1","עליית הנוער 18","1448","16/06/2025","1528000","10013-70-1","ללא תיכנון","לא ידוע","לא ידוע"
"2","0","201","08/06/2025","3600000","10013-157-1","קוטג' דו משפחתי","6","לא ידוע"
"3","רשב"ם 8","240","15/04/2025","3300000","10012-91-2","קוטג' דו משפחתי","6","לא ידוע"
"4","0","1000","15/01/2025","6962000","10012-109-1","ללא תיכנון","לא ידוע","לא ידוע"
"5","0","1000","15/01/2025","7080000","10012-108-1","ללא תיכנון","לא ידוע","לא ידוע"
"6","אופירה 10","244","18/12/2024","3930000","10013-31-8","קוטג' חד משפחתי","6","ראשונה"
"7","0","430","09/12/2024","2100000","10012-135-2","קרקע למגורים","לא ידוע","לא ידוע"
"8","הגר"א 12","162","21/11/2024","2600000","10013-100-2","קוטג' דו משפחתי","5","קומה ‎0‏"
"9","האחו 9","173","30/09/2024","3850000","10013-212-1","קוטג' דו משפחתי","5","לא ידוע"
"10","ההרדוף 14","176","24/09/2024","3500000","10012-100-3","קוטג' חד משפחתי","5","ראשונה"
"11","מאיר בר אילן 16","29.24","26/08/2024","1335000","10013-58-3","קוטג' דו משפחתי","1","קרקע"
"12","0","1850","01/07/2024","9520000","10013-161-1","קומבינציה","לא ידוע","לא ידוע"
"13","0","210","23/05/2024","700000","10012-136-1","קרקע למגורים","לא ידוע","לא ידוע"
"14","0","219","23/05/2024","750000","10012-135-3","ללא תיכנון","לא ידוע","לא ידוע"
"15","0","398","07/04/2024","1530000","10012-133-1","קרקע למגורים","לא ידוע","לא ידוע"
"16","החיד"א 1","837","14/03/2024","2100000","10013-34-8","קרקע למגורים","לא ידוע","לא ידוע"
"17","הגר"א 4","171","22/02/2024","3390000","10013-32-14","קוטג' חד משפחתי","6","ראשונה"
"18","הרב אבוחצירא 45","110","25/01/2024","1347000","10012-31-1","קוטג' דו משפחתי","4","ראשונה"
"19","מאיר בר אילן 22","90","22/11/2023","1800000","10013-52-4","קוטג' חד משפחתי","3","קרקע"
"20","רשב"ם 5","100","14/09/2023","1876000","10012-85-1","קוטג' חד משפחתי","3","ראשונה"
"21","אופירה 14","180","12/09/2023","3000000","10013-30-8","דירה בבית קומות","6","ראשונה"
"22","נערן 2","182","27/07/2023","3300000","10012-24-2","קוטג' דו משפחתי","5","ראשונה"
"23","אופירה 6","107","29/06/2023","1450000","10013-32-13","דירה בבית קומות","4","ראשונה"
"24","לח"י 2","91","27/06/2023","2590000","10012-70-1","דירה בבית קומות","4","ראשונה"
"25","0","758","18/05/2023","1270000","10013-147-1","מסחרי + משרדים","לא ידוע","לא ידוע"
"26","הרב אבוחצירא 52","172","20/03/2023","1400000","10012-42-2","קוטג' דו משפחתי","7","ראשונה"
"27","החיד"א 21","580","26/02/2023","4000000","10013-109-1","ללא תיכנון","לא ידוע","לא ידוע"
"28","עמק יזרעאל 30","170","22/02/2023","3350000","10013-191-6","קוטג' דו משפחתי","6","ראשונה"
"29","עולי הגרדום 5","86","19/02/2023","1900000","10012-58-1","קוטג' דו משפחתי","3","ראשונה"
"30","0","873","14/12/2022","2674000","10013-90-1","קרקע למגורים","לא ידוע","לא ידוע"
"31","הגר"א 24","188","11/12/2022","4051000","10013-96-2","ללא תיכנון","לא ידוע","לא ידוע"
"32","השומר 31","10496","06/11/2022","914000","10012-20-1","קרקע למגורים","לא ידוע","לא ידוע"
"33","המכבים 7","124.86","08/08/2022","2300000","10012-77-2","דירה בבית קומות","5","קרקע"
"34","נערן 2","240","29/04/2022","500000","10012-24-4","מגורים","לא ידוע","לא ידוע"
"35","הרב אבוחצירא 52","109","15/03/2022","1453000","10012-42-1","דירה בבית קומות","4","ראשונה"
"36","נערן 6","134","06/03/2022","2500000","10012-24-5","קוטג' דו משפחתי","5","ראשונה"
"37","אופירה 8","156","02/03/2022","3550000","10013-31-7","קוטג' חד משפחתי","5","ראשונה"
"38","עמק יזרעאל 30","177","21/12/2021","2950000","10013-191-5","קוטג' דו משפחתי","5","ראשונה"
"39","החיד"א 3","130","09/12/2021","2350000","10013-165-3","דירה בבית קומות","4","ראשונה"
"40","רשב"ם 3","120","22/09/2021","2150000","10012-84-1","דירה בבית קומות","6","ראשונה"
"41","0","348","12/09/2021","1375000","10012-15-1","ללא תיכנון","לא ידוע","לא ידוע"
"42","נערן 6","138","18/08/2021","2430000","10012-24-6","קוטג' דו משפחתי","6","ראשונה"
"43","מרבד הקסמים 4","58","03/08/2021","1830000","10012-54-1","דירה בבית קומות","3","ראשונה"
"44","עמק יזרעאל 10","110","01/08/2021","2550000","10013-32-12","קוטג' חד משפחתי","4","ראשונה"
"45","לח"י 5","209","27/07/2021","2350000","10012-66-1","קוטג' חד משפחתי","6","ראשונה"
"46","0","442","19/07/2021","1050000","10012-15-2","ללא תיכנון","לא ידוע","לא ידוע"
"47","עליית הנוער 3","120","06/07/2021","984000","10013-65-5","קוטג' חד משפחתי","4","ראשונה"
"48","0","486","04/07/2021","1050000","10012-15-3","מגורים","לא ידוע","לא ידוע"
"49","0","329","21/06/2021","1100000","10012-15-4","מגורים","לא ידוע","לא ידוע"
"50","עמק יזרעאל 3","150","30/05/2021","2030000","10013-184-2","דירה בבית קומות","5","ראשונה"
"51","0","439","27/05/2021","1100000","10012-15-5","מגורים","לא ידוע","לא ידוע"
"52","0","346","14/04/2021","1295000","10012-15-6","מגורים","לא ידוע","לא ידוע"
"53","ההרדוף 2","120","14/04/2021","2150000","10012-92-1","קוטג' דו משפחתי","4","ראשונה"
"54","עמק יזרעאל 28","204","15/03/2021","2250000","10013-191-4","קוטג' דו משפחתי","5","ראשונה"
"55","החיד"א 4","130","14/03/2021","2210000","10013-166-1","קוטג' חד משפחתי","5","ראשונה"
"56","נערן 2","184","11/02/2021","2600000","10012-24-7","קוטג' חד משפחתי","5","ראשונה"
"57","נערן 6","235","29/01/2021","720000","10012-24-8","מגורים","לא ידוע","לא ידוע"
"58","רשב"ם 8","61","31/12/2020","1520000","10012-91-1","דירה בבית קומות","3","ראשונה"
"59","החיד"א 8","129","23/12/2020","2375000","10013-32-11","קוטג' חד משפחתי","5","ראשונה"
"60","0","352","17/11/2020","1040000","10012-15-7","ללא תיכנון","לא ידוע","לא ידוע"
"61","הגר"א 5","269","22/09/2020","2600000","10013-93-2","קוטג' חד משפחתי","5","קרקע ראשונה"
"62","האחו 8","131","21/09/2020","1025000","10013-207-2","קוטג' דו משפחתי","5","לא ידוע"
"63","רשב"ם 2","185","14/09/2020","1945000","10012-103-1","קוטג' חד משפחתי","5","ראשונה"
"64","0","5490","27/07/2020","12216000","10012-12-1","מגורים","לא ידוע","לא ידוע"
"65","לח"י 4","80","06/04/2020","1550000","10012-71-2","קוטג' חד משפחתי","3","לא ידוע"
"66","0","458","04/03/2020","1175000","10012-134-1","מגורים","לא ידוע","לא ידוע"
"67","אופירה 8","170","23/01/2020","2500000","10013-31-6","קוטג' חד משפחתי","5","לא ידוע"
"68","0","478","09/01/2020","1110000","10012-15-8","מגורים","לא ידוע","לא ידוע"
"69","אופירה 12","187","11/12/2019","2360000","10013-30-6","קוטג' חד משפחתי","6","לא ידוע"
"70","אופירה 6","107","02/12/2019","1820000","10013-32-15","דירה בבית קומות","4","לא ידוע"
"71","אופירה 24","247","12/11/2019","2430000","10013-190-3","קוטג' חד משפחתי","5","לא ידוע"
