מספר סידורי,שם העיר,שם השכונה,כתובת,שטח במר,תאריך העסקה,מחיר העסקה,גוש,סוג נכס,מחיר למר,חדרים
1,חדרה,גבעת בוסל,כספי 4,68.25,2025,1173000,10032-404-6,דירה בבית,3,17187
2,חדרה,גבעת בוסל,כספי 6,82.75,2024,1350000,10032-404-39,דירה בבית,4,16314
4,חדרה,גבעת בוסל,כספי 6,81.4,2023,1450000,10032-404-29,דירה בבית,3,17813
5,חדרה,גבעת בוסל,כספי 6,68.25,2023,1250000,10032-404-34,דירה בבית,3,18315
6,חדרה,גבעת בוסל,כספי 2,66.55,2022,1150000,10032-403-15,דירה בבית,3,17280
7,חדרה,גבעת בוסל,כספי 2,91.8,2022,1180000,10032-403-5,דירה בבית,3,12854
9,חדרה,גבעת בוסל,ינאי המלך 2,138.92,2021,1880000,10032-410-1,דירה בבית,5,13533
10,חדרה,גבעת בוסל,כספי 4,66.55,2021,800000,10032-404-8,דירה בבית,3,12021
11,חדרה,גבעת בוסל,כספי 10,122.5,2021,1520000,10032-405-3,קוטג' דו משפחתי,4,12408
13,חדרה,גבעת בוסל,כספי 6,68.25,2020,850000,10032-404-30,דירה בבית,3,12454
14,חדרה,גבעת בוסל,כספי 6,98.14,2020,1150000,10032-404-37,דירה בבית,5,11718
15,חדרה,גבעת בוסל,חטיבת גולני 13,190.47,2018,1710000,10032-412-2,קוטג' חד משפחתי,6,8978
16,חדרה,גבעת בוסל,כספי 4,82.75,2018,913200,10032-404-7,דירה בבית,4,11036
17,חדרה,גבעת בוסל,כספי 2,66.55,2017,819000,10032-403-19,דירה בבית,3,12307
18,חדרה,גבעת בוסל,כספי 2,66.55,2016,680000,10032-403-11,דירה בבית,3,10218
19,חדרה,גבעת בוסל,כספי 6,82.75,2016,799000,10032-404-23,דירה בבית,4,9656
20,חדרה,גבעת בוסל,כספי 6,66.55,2016,725000,10032-404-32,דירה בבית,3,10894
21,חדרה,גבעת בוסל,0,120,2016,1170000,10032-330-2,דירה בבית,5,9750
22,חדרה,גבעת בוסל,כספי 2,68.25,2016,679000,10032-403-17,דירה בבית,3,9949
23,חדרה,גבעת בוסל,ינאי המלך 2,138.92,2015,1641000,10032-410-4,קוטג' דו משפחתי,5,11813
24,חדרה,גבעת בוסל,כספי 4,66.55,2015,615000,10032-404-12,דירה בבית,3,9241
25,חדרה,גבעת בוסל,כספי 2,81.4,2015,800000,10032-403-20,דירה בבית,4,9828
26,חדרה,גבעת בוסל,כספי 2,81.4,2015,640000,10032-403-4,דירה בבית,4,7862
