מספר סידורי,כתובת,שטח במר,תאריך העסקה,מחיר העסקה,גוש,סוג נכס,חדרים,קומה
"1","מימון 45","130","20/08/2025","2430000","12448-8-53","דירה בבית קומות","6","חמישית"
"2","נחמיה 21","84","12/08/2025","670000","10882-87-6","דירה בבית קומות","4","שניה"
"3","חניתה 57","48.7","22/07/2025","1690000","10882-153-16","דירה בבית קומות","2","קרקע"
"4","הגליל 44","50","22/07/2025","1300000","12466-18-5","דירה בבית קומות","3","ראשונה"
"5","גלבוע 15","32","17/07/2025","800000","10885-76-7","דירה בבית קומות","1","לא ידוע"
"6","חן 61","100.6","08/07/2025","1499900","10878-65-22","דירה בבית קומות","4","שישית"
"7","מימון 32","54","06/07/2025","1250000","10892-63-4","דירה בבית קומות","3","שניה"
"8","חן 38","105.7","03/07/2025","1570000","11211-45-6","דירה בבית קומות","4","שלישית"
"9","הגליל 1","52.41","29/06/2025","204000","11211-29-10","דירה בבית קומות","3","ראשונה"
"10","גדליהו 31","70.4","26/06/2025","1180000","10893-4-22","דירה בבית קומות","3","שישית"
"11","חן 21","52","24/06/2025","1160000","10878-20-22","דירה בבית קומות","3","שלישית"
"12","הבריכה 7","88.7","24/06/2025","1598000","10882-83-4","דירה בבית קומות","4","שניה"
"13","התיכון 64","82.5","18/06/2025","1415000","10882-115-18","דירה בבית קומות","4","שלישית"
"14","נחמיה 27","93.9","11/06/2025","350000","10882-77-3","דירה בבית קומות","5","שניה"
"15","יעקב סלומון 28","89.1","09/06/2025","1600000","12449-13-4","דירה בבית קומות","4","ראשונה"
"16","חיים בר לב 3","70.15","08/06/2025","1420000","11212-105-20","דירה בבית קומות","3","שניה"
"17","חניתה 75","62.25","29/05/2025","1400000","10882-165-2","דירה בבית קומות","3","קרקע"
"18","חניתה 29","29.7","29/05/2025","345000","12460-15-52","דירה בבית קומות","1","שניה"
"19","יעקב חזן 13","92.49","27/05/2025","1700000","11213-108-19","דירה בבית קומות","4","ראשונה"
"20","יעקב סלומון 30","95.3","27/05/2025","1414100","12449-12-9","דירה בבית קומות","4","רביעית"
"21","טרומפלדור 1","51","25/05/2025","1250000","10892-13-20","דירה בבית קומות","3","שניה"
"22","0","75.7","23/05/2025","1720000","10882-75-7","דירה בבית קומות","3","קרקע"
"23","נחמיה 36","71.14","21/05/2025","1480000","10882-53-2","דירה בבית קומות","3","קרקע"
"24","הגליל 65","87","20/05/2025","620000","10882-5-1","דירה בבית קומות","3.5","קרקע"
"25","פינסקר 19","50.3","20/05/2025","1100000","10885-110-3","דירה בבית קומות","3","קרקע"
"26","הגליל 41","82.83","20/05/2025","1650000","12462-1-5","דירה בבית קומות","4","שלישית"
"27","0","75.7","19/05/2025","1550000","10882-75-3","דירה בבית קומות","4","ראשונה"
"28","מצפה 9","78","15/05/2025","2000000","10882-26-1","דירה בבית קומות","3","קרקע"
"29","מצפה 24","129","14/05/2025","2545000","11213-5-4","דירה בבית קומות","5","ראשונה"
"30","יעקב סלומון 22","95.9","08/05/2025","1620000","12617-4-10","דירה בבית קומות","4","רביעית"
"31","התיכון 79","68","06/05/2025","1200000","10882-105-10","דירה בבית קומות","3","שלישית"
"32","יעקב חזן 13","87.21","05/05/2025","1450000","11213-108-3","דירה בבית קומות","4","שניה"
"33","הברכה 5","69.12","29/04/2025","691000","10882-49-2","דירה בבית קומות","3","ראשונה"
"34","התיכון 30","60.9","29/04/2025","647000","12465-3-2","דירה בבית קומות","3","קרקע"
"35","הגליל 63","54","27/04/2025","1650000","10882-4-3","דירה בבית קומות","3","ראשונה"
"36","הבריכה 13","63","24/04/2025","1600000","10882-118-12","דירה בבית קומות","3","ראשונה"
"37","חיים בר לב 5","95.2","24/04/2025","1750000","11212-105-39","דירה בבית קומות","5","רביעית"
"38","חן 75","101.04","21/04/2025","1550000","11212-26-10","דירה בבית קומות","5","חמישית"
"39","חן 67","101.71","10/04/2025","1550000","10878-67-39","דירה בבית קומות","4","שישית"
"40","הגליל 132","136","08/04/2025","2565000","12448-3-7","דירה בבית קומות","6","קומה ‎0‏"
"41","מימון 14","51.56","06/04/2025","1065000","10892-57-9","דירה בבית קומות","3","שלישית"
"42","נחמיה 13","74.99","31/03/2025","1690000","10882-94-4","דירה בבית קומות","3","קרקע"
"43","חיים בר לב 21","87.3","31/03/2025","1450000","11213-117-6","דירה בבית קומות","4","שלישית"
"44","הגליל 65","88.1","25/03/2025","1380000","10882-5-6","דירה בבית קומות","3","שניה"
"45","אריה דולצ'ין 4","70","23/03/2025","1525000","11212-104-6","דירה בבית קומות","3","ראשונה"
"46","התיכון 24","78.6","23/03/2025","233000","12463-6-5","לא ידוע","3","ראשונה"
"47","גדליהו 1","70.4","20/03/2025","1250000","12447-12-17","דירה בבית קומות","3","חמישית"
"48","חן 10","52.41","20/03/2025","1030000","11211-28-21","דירה בבית קומות","2","שניה"
"49","מצפה 1","83.65","19/03/2025","1595000","10882-32-5","דירה בבית קומות","4","שלישית"
"50","התיכון 5","122","17/03/2025","2194000","12461-7-8","דירה בבית קומות","5","שלישית"
"51","התיכון 5","115","16/03/2025","2590000","12461-7-10","לא ידוע","5","לא ידוע"
"52","חיים בר לב 5","72.45","14/03/2025","1300000","11212-105-35","דירה בבית קומות","3","שניה"
"53","מצפה 36","84.68","12/03/2025","2280000","11213-2-5","דירה בבית קומות","6","ראשונה"
"54","חן 75","99.84","11/03/2025","1700000","11212-26-7","דירה בבית קומות","5","רביעית"
"55","חניתה 11","80","11/03/2025","1350000","11211-74-3","דירה בבית קומות","3","ראשונה"
"56","התיכון 34","25.55","09/03/2025","765000","12465-6-19","דירה בבית קומות","2","שניה"
"57","התיכון 76","51","06/03/2025","1990000","10882-108-7","דירה בבית קומות","3","קרקע"
"58","מימון 15","65.03","05/03/2025","1325000","10892-48-6","דירה בבית קומות","3","שניה"
"59","אריה דולצ'ין 13","89.8","27/02/2025","1350000","11213-56-6","דירה בבית קומות","4","שלישית"
"60","חניתה 27","24.5","25/02/2025","725000","12460-15-21","דירה בבית קומות","1","שניה"
"61","ציון 19","84.8","23/02/2025","430000","10882-140-2","דירה בבית קומות","3.5","קרקע"
"62","מצפה 27","75","20/02/2025","1320000","10882-12-12","דירה בבית קומות","3","שניה"
"63","גלבוע 7","59.02","17/02/2025","1455000","10885-66-4","דירה בבית קומות","2.5","ראשונה"
"64","התיכון 72","69.15","16/02/2025","1660000","10882-110-2","דירה בבית קומות","3","קרקע"
"65","מימון 20","54","12/02/2025","1263000","10892-58-4","דירה בבית קומות","3","שניה"
"66","התיכון 5","54.3","09/02/2025","291000","12461-7-1","דירה בבית קומות","3","קרקע"
"67","התיכון 5","115","05/02/2025","3101000","12461-6-5","דירה בבית קומות","5","שישית"
"68","יעקב חזן 13","93.34","05/02/2025","1570000","11213-108-6","דירה בבית קומות","4","רביעית"
"69","חניתה 27","31.6","03/02/2025","1000000","12460-15-2","דירה בבית קומות","2","ראשונה"
"70","הגליל 1","52.41","03/02/2025","1048000","11211-29-2","דירה בבית קומות","3","ראשונה"
"71","אריה דולצ'ין 4","79","03/02/2025","1650000","11212-104-2","דירה בבית קומות","4","קרקע"
"72","גלבוע 9","70","30/01/2025","1484800","10885-67-3","דירה בבית קומות","3","ראשונה"
"73","חן 21","52","29/01/2025","1235000","10878-19-5","דירה בבית קומות","2","שלישית"
"74","פינסקר 14","76.3","29/01/2025","1500000","10885-63-7","דירה בבית קומות","4","שניה"
"75","הגליל 34","62.77","28/01/2025","1275500","12462-10-6","דירה בבית קומות","3","שניה"
"76","הגליל 138","99","23/01/2025","2170000","12448-8-52","דירה בבית קומות","5","שניה"
"77","חן 33","70","23/01/2025","1300000","10878-76-52","דירה בבית קומות","3","ראשונה"
"78","אריה דולצ'ין 13","126.05","21/01/2025","1780000","11213-56-10","דירה בבית קומות","4","חמישית + שישית"
"79","התיכון 34","25","19/01/2025","690000","12465-6-18","לא ידוע","1","ראשונה"
"80","מימון 15","65.03","15/01/2025","1050000","10892-48-8","דירה בבית קומות","3","שלישית"
"81","חניתה 57","48.7","14/01/2025","1261000","10882-153-11","דירה בבית קומות","2","שניה"
"82","חניתה 57","48.7","14/01/2025","1371000","10882-153-20","דירה בבית קומות","2","ראשונה"
