מספר סידורי,כתובת,שטח במר,תאריך העסקה,מחיר העסקה,גוש,סוג נכס,חדרים,קומה
"1","ההסתדרות 120","42.63","04/08/2025","1770000","6021-936-45","דירה בבית קומות","2","רביעית"
"2","התחייה 12","93.16","14/07/2025","2500000","6021-947-8","דירה בבית קומות","4.5","שניה"
"3","גאולים 52","49.03","01/07/2025","2025200","6021-969-16","דירה בבית קומות","3","שניה"
"4","התחייה 24","97.22","30/06/2025","2400000","6021-950-4","דירה בבית קומות","4","ראשונה"
"5","חנקין 115","38.9","11/06/2025","950000","6021-526-4","דירה בבית קומות","2","ראשונה"
"6","התחייה 24","97.22","20/05/2025","2500000","6021-950-6","דירה בבית קומות","4","שניה"
"7","0","39.6","08/04/2025","1750000","6021-502-7","דירה בבית קומות","2","קומה ‎1‏"
"8","ההסתדרות 92","63.92","03/04/2025","1920000","6021-883-12","דירה בבית קומות","3","ראשונה"
"9","גאולים 42","65.82","26/03/2025","1950000","6021-938-74","דירה בבית קומות","3","רביעית"
"10","חנקין 115","39","20/02/2025","480000","6021-526-28","דירה בבית קומות","2","שלישית"
"11","גאולים 56","74.1","24/12/2024","2200000","6020-1039-11","דירה בבית קומות","3","ראשונה"
"12","התחייה 2","92.73","16/12/2024","2121200","6021-1013-23","דירה בבית קומות","4","שלישית"
"13","התחייה 19","52.85","12/12/2024","1845000","6021-940-19","דירה בבית קומות","3","שניה"
"14","גאולים 46","65.82","17/11/2024","1970000","6021-938-21","דירה בבית קומות","3","ראשונה"
"15","ראש פינה 3","75.9","13/11/2024","2070000","6021-851-47","דירה בבית קומות","3","שניה"
"16","התחייה 26","104","10/11/2024","2780000","6021-951-12","דירה בבית קומות","5","שלישית"
"17","ראש פינה 3","78.9","17/09/2024","2120000","6021-851-38","דירה בבית קומות","3","שניה"
"18","ראש פנה 4","63.92","19/08/2024","2080000","6021-886-4","דירה בבית קומות","3","ראשונה"
"19","התחייה 19","42.4","05/08/2024","1620000","6021-940-40","דירה בבית קומות","2","רביעית"
"20","גאולים 52","55.83","19/07/2024","2150000","6021-969-7","דירה בבית קומות","3","ראשונה"
"21","התחייה 19","52.25","08/07/2024","1850000","6021-940-5","דירה בבית קומות","3","ראשונה"
"22","התחייה 19","52.25","25/06/2024","1850000","6021-940-8","דירה בבית קומות","2.5","ראשונה"
"23","קדושי בלזן 8","69.7","06/06/2024","1550000","6021-885-10","דירה בבית קומות","3","שניה"
"24","ראש פינה 7","40.5","21/05/2024","1820000","6021-767-21","דירה בבית קומות","2","שלישית"
"25","התחייה 22","97.22","19/05/2024","2450000","6021-949-22","דירה בבית קומות","4","שישית"
"26","ראש פינה 17","37","16/05/2024","1050000","6021-1017-28","דירה בבית קומות","2","שלישית"
"27","חנקין 117","36.6","10/05/2024","1740000","6021-522-24","דירה בבית קומות","2","ראשונה"
"28","התחייה 12","78.24","09/04/2024","2330000","6021-947-6","דירה בבית קומות","4","שניה"
"29","התחייה 20","97.22","29/02/2024","2184900","6021-948-7","דירה בבית קומות","4","שניה"
"30","גאולים 52","55.83","15/02/2024","2100000","6021-969-27","דירה בבית קומות","3","שלישית"
"31","ראש פינה 3","35.1","20/12/2023","1444400","6021-851-14","דירה בבית קומות","2","ראשונה"
"32","התחייה 8","93.16","10/12/2023","2400000","6021-945-24","דירה בבית קומות","4","שישית"
"33","גאולים 52","53.56","16/11/2023","2040000","6021-969-44","דירה בבית קומות","3","רביעית"
"34","התחייה 19","52.25","14/11/2023","1700000","6021-940-32","דירה בבית קומות","3","שלישית"
"35","ההסתדרות 86","69.7","13/09/2023","750000","6021-884-4","דירה בבית קומות","3","ראשונה"
"36","התחייה 8","76.89","12/09/2023","2116000","6021-945-27","דירה בבית קומות","4","שביעית"
"37","ההסתדרות 120","42.63","31/08/2023","1692700","6021-936-27","דירה בבית קומות","2","שלישית"
"38","חנקין 113","45.3","28/08/2023","150000","6021-525-6","דירה בבית קומות","2","קרקע"
"39","התחייה 22","97.22","30/07/2023","2460000","6021-949-16","דירה בבית קומות","4","רביעית"
"40","חנקין 105","43.5","04/07/2023","1737300","6021-501-7","דירה בבית קומות","2","קומה ‎1‏"
"41","התחייה 8","93.16","29/06/2023","2340000","6021-945-12","דירה בבית קומות","4","שלישית"
"42","חנקין 117","55.4","09/06/2023","2000000","6021-522-16","דירה בבית קומות","2","קרקע"
"43","התחייה 22","97.22","29/05/2023","2270000","6021-949-2","דירה בבית קומות","4","ראשונה"
"44","חנקין 101","43.5","28/05/2023","1730000","6021-499-2","דירה בבית קומות","2.5","קרקע"
"45","חנקין 103","38.5","16/05/2023","1500000","6021-500-17","דירה בבית קומות","2","קומה ‎2‏"
"46","חנקין 117","40.5","01/05/2023","1450000","6021-522-27","דירה בבית קומות","2","שניה"
"47","התחייה 26","78.23","02/04/2023","2580800","6021-951-24","דירה בבית קומות","4","שישית"
"48","חנקין 115","38.6","20/03/2023","1440000","6021-526-30","דירה בבית קומות","2","שלישית"
"49","ראש פינה 21","34.2","16/03/2023","651000","6021-739-22","דירה בבית קומות","2","שלישית"
"50","ראש פינה 17","37","14/03/2023","1200000","6021-1017-9","דירה בבית קומות","1.5","ראשונה"
"51","ההסתדרות 120","42.63","07/03/2023","1655000","6021-936-34","דירה בבית קומות","2","שלישית"
"52","התחייה 10","76.89","01/03/2023","2100000","6021-946-27","דירה בבית קומות","4","שביעית"
"53","התחייה 28","78.23","12/01/2023","1950000","6021-952-11","דירה בבית קומות","3","שלישית"
"54","ראש פנה 4","63.92","09/01/2023","1900000","6021-886-20","דירה בבית קומות","3","שניה"
"55","התחייה 11","65.66","05/01/2023","1890000","6021-941-28","דירה בבית קומות","3","שלישית"
"56","ההסתדרות 122","73","03/11/2022","1750000","6021-937-6","דירה בבית קומות","3","ראשונה"
"57","התחייה 24","97.22","18/09/2022","2400000","6021-950-14","דירה בבית קומות","4","רביעית"
"58","ראש פינה 3","58.5","07/09/2022","1752500","6021-851-61","דירה בבית קומות","3","שלישית"
"59","ראש פינה 19","34.2","07/09/2022","450000","6021-738-3","דירה בבית קומות","2","ראשונה"
"60","ראש פינה 21","34.2","28/08/2022","1760000","6021-739-8","דירה בבית קומות","2","ראשונה"
"61","ההסתדרות 116","63.21","17/08/2022","1790000","6021-934-43","דירה בבית קומות","3","רביעית"
"62","ראש פינה 17","37","05/08/2022","1200000","6021-1017-22","דירה בבית קומות","2","שלישית"
"63","גאולים 44","65.82","25/07/2022","1750000","6021-938-69","דירה בבית קומות","3","רביעית"
"64","ראש פינה 3","58.9","25/07/2022","1730000","6021-851-53","דירה בבית קומות","3","שלישית"
"65","ראש פינה 23","34.2","12/07/2022","1500000","6021-740-28","דירה בבית קומות","2","שלישית"
"66","ההסתדרות 86","69.7","04/07/2022","1850000","6021-884-20","דירה בבית קומות","3.5","רביעית"
"67","התחייה 19","52.85","23/06/2022","1680000","6021-940-36","דירה בבית קומות","3","שלישית"
"68","קדושי בלזן 14","39","14/06/2022","1700000","6021-714-9","דירה בבית קומות","2","שניה"
"69","חנקין 103","40.3","06/06/2022","1500000","6021-500-10","דירה בבית קומות","2","קומה ‎1‏"
"70","התחייה 2","92.73","30/05/2022","2250000","6021-1013-45","דירה בבית קומות","4","חמישית"
"71","התחייה 19","52.85","19/05/2022","1400000","6021-940-7","דירה בבית קומות","3","ראשונה"
"72","התחייה 2","92.73","09/05/2022","2050000","6021-1013-41","דירה בבית קומות","4","חמישית"
"73","ההסתדרות 116","63.21","09/05/2022","1585000","6021-934-48","דירה בבית קומות","3","רביעית"
"74","ראש פינה 3","59","14/04/2022","1600000","6021-851-8","דירה בבית קומות","3","ראשונה"
"75","ההסתדרות 116","58.63","13/04/2022","1500000","6021-934-5","דירה בבית קומות","3","ראשונה"
"76","ראש פינה 3","71.6","07/04/2022","1616100","6021-851-49","דירה בבית קומות","3","שלישית"
"77","ההסתדרות 120","52.68","05/04/2022","1054000","6021-936-36","דירה בבית קומות","3","שלישית"
"78","ההסתדרות 116","48.34","17/03/2022","1550000","6021-934-4","דירה בבית קומות","3","ראשונה"
"79","התחייה 2","92.73","13/03/2022","2030000","6021-1013-21","דירה בבית קומות","4","שניה"
"80","ההסתדרות 116","48.34","23/02/2022","1400000","6021-934-15","דירה בבית קומות","3","שניה"
"81","התחייה 10","93.16","22/02/2022","2230000","6021-946-16","דירה בבית קומות","4","רביעית"
"82","ההסתדרות 86","77.93","20/02/2022","1580000","6021-884-1","דירה בבית קומות","3","ראשונה"
"83","ההסתדרות 120","51.31","14/02/2022","1460000","6021-936-47","דירה בבית קומות","3","רביעית"
"84","ראש פינה 8","93.84","14/02/2022","2130000","6021-752-4","דירה בבית קומות","4","שניה"
"85","גאולים 44","65.82","13/02/2022","1660000","6021-938-31","דירה בבית קומות","3","שניה"
"86","ראש פינה 3","66.3","13/01/2022","1735000","6021-851-11","דירה בבית קומות","3","ראשונה"
"87","התחייה 8","94.51","09/01/2022","2150000","6021-945-9","דירה בבית קומות","4","שלישית"
"88","ראש פינה 3","78.9","06/01/2022","1590000","6021-851-64","דירה בבית קומות","3","שלישית"
"89","התחייה 2","92.73","24/12/2021","300000","6021-1013-14","דירה בבית קומות","4","ראשונה"
"90","ההסתדרות 116","58.63","06/12/2021","1465000","6021-934-44","דירה בבית קומות","3","רביעית"
"91","התחייה 5","80.31","29/11/2021","1930000","6021-944-9","דירה בבית קומות","4","שלישית"
"92","ההסתדרות 116","63.21","01/11/2021","1350000","6021-934-36","דירה בבית קומות","3","שלישית"
