מספר סידורי,כתובת,שטח במר,תאריך העסקה,מחיר העסקה,גוש,סוג נכס,חדרים,מחיר למר
2,הנביאים 5,71,2025,2030000,7154-252-13,דירה בבית,3,28592
3,הנביאים 69,59.3,2025,2000000,7120-126-1,דירה בבית,3,33727
4,הנביאים 45,42.8,2025,1500000,7120-57-27,דירה בבית,2.5,35047
6,הנביאים 45,46.09,2025,1680000,7120-57-19,דירה בבית,2.5,36450
7,רבינוביץ 11,49,2025,1540000,7154-370-15,דירה בבית,2,31429
8,הרב יצחק ניסנבוים 37,98,2025,2559000,7129-134-80,דירה בבית,4,26112
9,הרב יצחק ניסנבוים 37,118,2025,3600000,7129-134-81,דירה בבית,5,30508
11,קהילת סלונים 5,54.61,2025,1775000,7154-263-7,דירה בבית,3,32503
12,הנביאים 69,54.78,2025,2050000,7120-126-3,דירה בבית,3,37422
14,רבינוביץ 3,90,2025,2300000,7154-369-18,דירה בבית,4,25556
16,רבינוביץ 11,59.72,2025,1990000,7154-370-19,דירה בבית,2,33322
17,הרב יצחק ניסנבוים 37,87,2025,2380000,7129-134-79,דירה בבית,3,27356
21,הרב יצחק ניסנבוים 37,54,2025,1711000,7129-134-82,דירה בבית,2,31685
22,רבינוביץ 11,58.34,2025,1590000,7154-370-16,דירה בבית,2,27254
23,רבינוביץ 18,53.79,2025,1690000,7154-271-11,דירה בבית,2,31418
24,החרושת 20,105,2025,2950000,7129-134-77,דירה בבית,4,28095
25,דר נחום ניר 22,64,2025,2200000,7120-108-3,דירה בבית,3,34375
