city,neighborhood,transaction_id,address,area_sqm,transaction_date,transaction_price,block,property_type,rooms,price_per_sqm
יבנה,נאות רבין שכונה ירו,61,הצדף 18,92.7,2024,2680000,5960-18-35,דירה בבית,4,28910
יבנה,נאות רבין שכונה ירו,62,המפרש 6,130.05,2024,2700000,5959-29-128,דירה בבית,5,20761
יבנה,נאות רבין שכונה ירו,64,0,131.3,2024,2880000,5961-5-6,דירה בבית,5,21935
יבנה,נאות רבין שכונה ירו,65,הנמל 40,101.2,2024,2530000,80005-10-39,דירה בבית,4,25000
יבנה,נאות רבין שכונה ירו,66,השונית 6,110.2,2024,2700000,80004-21-10,דירה בבית,4.5,24501
יבנה,נאות רבין שכונה ירו,67,הדוגית 5,148.9,2024,3280000,5959-20-18,דירה בבית,5,22028
יבנה,נאות רבין שכונה ירו,68,סנפיר 3,121,2024,2810000,80004-12-8,דירה בבית,5,23223
יבנה,נאות רבין שכונה ירו,69,האלמוג 3,103.25,2024,2470000,80005-8-5,דירה בבית,4,23923
יבנה,נאות רבין שכונה ירו,70,הנמל 10,175,2024,3300000,5962-7-43,דירה בבית,5,18857
יבנה,נאות רבין שכונה ירו,71,העוגן 9,135.3,2024,3830000,80004-6-18,דירה בבית,5,28307
יבנה,נאות רבין שכונה ירו,72,התורן 2,96.96,2024,2550000,5959-19-9,דירה בבית,4,26300
יבנה,נאות רבין שכונה ירו,73,הדייגים 3,99,2024,2600000,5961-9-25,דירה בבית,4,26263
יבנה,נאות רבין שכונה ירו,75,הנמל 10,181,2024,3445000,5962-7-44,דירה בבית,5,19033
יבנה,נאות רבין שכונה ירו,76,הדוגית 9,92,2024,2145000,5959-20-64,דירה בבית,4,23315
יבנה,נאות רבין שכונה ירו,78,הסיפון 2,138.8,2024,2570000,5960-17-5,דירה בבית,5,18516
יבנה,נאות רבין שכונה ירו,79,הדוגית 29,148.3,2024,3300000,5960-9-80,דירה בבית,5,22252
יבנה,נאות רבין שכונה ירו,80,הדוגית 7,117.8,2024,3200000,5959-20-53,דירה בבית,5,27165
יבנה,נאות רבין שכונה ירו,81,0,95.91,2024,2294000,5960-16-101,דירה בבית,3,23918
יבנה,נאות רבין שכונה ירו,82,התורן 14,167.1,2024,4325000,5959-14-2,דירה בבית,6,25883
יבנה,נאות רבין שכונה ירו,83,הסירה 1,145.75,2024,3245000,80005-16-20,דירה בבית,6,22264
יבנה,נאות רבין שכונה ירו,84,הסירה 16,101.4,2024,2435000,80005-13-44,דירה בבית,4,24014
יבנה,נאות רבין שכונה ירו,85,הנחשול 15,102.45,2024,2515000,80005-17-39,דירה בבית,4,24549
יבנה,נאות רבין שכונה ירו,86,הדוגית 29,114,2024,2800000,5960-9-71,דירה בבית,4,24561
יבנה,נאות רבין שכונה ירו,88,הנחשול 15,102.05,2024,2390000,80005-17-64,דירה בבית,4,23420
יבנה,נאות רבין שכונה ירו,90,סנפיר 5,101,2024,2530000,80004-12-37,דירה בבית,4,25050
יבנה,נאות רבין שכונה ירו,91,הדוגית 31,125.6,2024,3050000,5960-9-57,דירה בבית,5,24283
יבנה,נאות רבין שכונה ירו,93,הדוגית 5,92,2024,2200000,5959-20-5,דירה בבית,4,23913
יבנה,נאות רבין שכונה ירו,95,העוגן 13,110.2,2024,2975000,80004-22-35,דירה בבית,4.5,26996
יבנה,נאות רבין שכונה ירו,96,סנפיר 5,110.1,2024,2900000,80004-12-46,דירה בבית,4.5,26340
יבנה,נאות רבין שכונה ירו,99,העוגן 13,127,2024,3060000,80004-22-42,דירה בבית,5,24094
יבנה,נאות רבין שכונה ירו,101,הצדף 6,141.83,2024,3870000,5960-14-48,דירה בבית,5,27286
יבנה,נאות רבין שכונה ירו,102,הנמל 12,160,2024,3430000,5962-8-9,דירה בבית,5,21438
יבנה,נאות רבין שכונה ירו,103,הסירה 7,85.2,2024,2130000,80005-14-57,דירה בבית,3,25000
יבנה,נאות רבין שכונה ירו,105,השונית 4,146.5,2024,3200000,80004-5-25,דירה בבית,6,21843
יבנה,נאות רבין שכונה ירו,106,המשוט 6,111,2024,2700000,5959-32-51,דירה בבית,5,24324
יבנה,נאות רבין שכונה ירו,107,הנמל 40,85.1,2024,2150000,80005-10-44,דירה בבית,3,25264
יבנה,נאות רבין שכונה ירו,108,הנמל 12,137,2024,3440000,5962-8-10,דירה בבית,6,25109
יבנה,נאות רבין שכונה ירו,109,הסיפון 3,115.7,2024,2800000,5962-5-54,דירה בבית,4,24201
יבנה,נאות רבין שכונה ירו,110,המפרש 5,120.1,2024,2820000,5959-28-23,דירה בבית,4.5,23480
יבנה,נאות רבין שכונה ירו,111,השונית 6,102,2024,2550000,80004-21-51,דירה בבית,4,25000
יבנה,נאות רבין שכונה ירו,113,הצדף 6,123.22,2024,3540000,5960-14-58,דירה בבית,5,28729
יבנה,נאות רבין שכונה ירו,114,הסירה 3,104.15,2024,2510000,80005-16-59,דירה בבית,4,24100
יבנה,נאות רבין שכונה ירו,115,השונית 1,85.8,2024,2200000,80004-11-17,דירה בבית,3,25641
יבנה,נאות רבין שכונה ירו,116,העוגן 4,137.5,2024,3285000,80004-10-33,דירה בבית,5,23891
יבנה,נאות רבין שכונה ירו,117,השונית 4,144.5,2024,3115000,80004-5-23,דירה בבית,6,21557
יבנה,נאות רבין שכונה ירו,118,המפרש 2,142,2024,4000000,5959-30-55,דירה בבית,5,28169
