מספר סידורי,שם העיר,כתובת,שטח במר,תאריך העסקה,מחיר העסקה,גוש,סוג נכס,חדרים,מחיר למר
112,טירה,אל-חפאיר 2,168,2018,1700000,7773-24-2,קוטג' חד משפחתי,6,10119
132,טירה,עמאר בן יאסיר 1,280,2018,1600000,7784-44-1,קוטג' דו משפחתי,6,5714
