מספר סידורי,שם העיר,שם השכונה,כתובת,שטח במר,תאריך העסקה,מחיר העסקה,גוש,סוג נכס,מחיר למר,חדרים
1,אשקלון,ברנע ב,0,176,2025,2750000,1935-223-55,דירה בבית,6,15625
2,אשקלון,ברנע ב,ירושלים 137,101,2025,1593000,1935-191-16,דירה בבית,4,15772
3,אשקלון,ברנע ב,רחבעם זאבי 29,99.7,2025,1700000,1966-393-5,דירה בבית,4,17051
4,אשקלון,ברנע ב,ירושלים 137,120,2025,1770000,1935-191-15,דירה בבית,5,14750
5,אשקלון,ברנע ב,ירושלים 145,100,2025,1580000,1935-188-11,דירה בבית,4,15800
6,אשקלון,ברנע ב,ירושלים 145,100,2025,1830000,1935-188-16,דירה בבית,4,18300
7,אשקלון,ברנע ב,רחבעם זאבי 14,96,2025,1750000,1935-188-60,דירה בבית,4,18229
8,אשקלון,ברנע ב,אבני החושן 10,109,2025,1500000,1935-129-1,דירה בבית,4,13761
9,אשקלון,ברנע ב,קדש 36,100,2025,1600000,1935-237-6,דירה בבית,4,16000
10,אשקלון,ברנע ב,קדש 36,77,2025,1450000,1935-237-7,דירה בבית,3,18831
11,אשקלון,ברנע ב,ירושלים 137,92,2024,1935000,1935-191-14,דירה בבית,4,21033
13,אשקלון,ברנע ב,טבלן 1,407,2024,4800000,1966-94-1,דירה בבית,6,11794
14,אשקלון,ברנע ב,רחבעם זאבי 27,91.6,2024,1627000,1966-393-14,דירה בבית,4,17762
15,אשקלון,ברנע ב,0,110,2024,2075000,1935-223-56,דירה בבית,4,18864
17,אשקלון,ברנע ב,יסעור 5,42,2024,840000,1966-106-1,דירה בבית,2,20000
18,אשקלון,ברנע ב,רחבעם זאבי 16,100,2024,1700000,1935-188-36,דירה בבית,4,17000
19,אשקלון,ברנע ב,שחף 2,352,2024,2400000,1966-108-1,קוטג' חד משפחתי,7,6818
20,אשקלון,ברנע ב,יצחק חכימי 15,120,2024,1652000,1935-190-12,דירה בבית,5,13767
21,אשקלון,ברנע ב,קדש 36,110,2024,1550000,1935-237-5,דירה בבית,4,14091
22,אשקלון,ברנע ב,קדש 36,187,2024,2500000,1935-237-8,דירה בבית,6,13369
23,אשקלון,ברנע ב,ירושלים 137,71,2024,1390000,1935-191-13,דירת גן,4,19577
27,אשקלון,ברנע ב,קדש 36,121,2024,1920000,1935-237-9,דירה בבית,5,15868
28,אשקלון,ברנע ב,תרשיש 14,380,2024,5000000,1936-114-1,קוטג' חד משפחתי,9,13158
29,אשקלון,ברנע ב,האשד 4,549,2024,10200000,1936-236-2,קוטג' חד משפחתי,5,18579
30,אשקלון,ברנע ב,0,76,2024,1350000,1935-223-57,דירה בבית,3,17763
31,אשקלון,ברנע ב,רחבעם זאבי 17,104.9,2024,1600000,1966-393-38,דירה בבית,4,15253
32,אשקלון,ברנע ב,רחבעם זאבי 21,95.3,2024,2050000,1966-393-67,דירה בבית,4,21511
33,אשקלון,ברנע ב,ירושלים 137,110,2024,1440000,1935-191-17,דירה בבית,4,13091
34,אשקלון,ברנע ב,0,100,2023,1600000,1935-184-2,דירה בבית,4,16000
36,אשקלון,ברנע ב,קדש 36,124,2023,850000,1935-237-4,דירה בבית,4,6855
42,אשקלון,ברנע ב,קדש 36,88,2023,1550000,1935-237-10,דירה בבית,4,17614
44,אשקלון,ברנע ב,קדש 36,90,2023,1650000,1935-237-11,דירה בבית,4,18333
46,אשקלון,ברנע ב,0,74,2023,1450000,1935-223-58,דירה בבית,3,19595
