מספר סידורי,שם העיר,שם השכונה,כתובת,שטח במר,תאריך העסקה,מחיר העסקה,גוש,סוג נכס,מחיר למר,חדרים
1,ירושלים,רמות רחל-ארנונה החד,אליהו לנקין 9,72.8,2025,3030300,30695-22-163,דירה בבית,3,41625
2,ירושלים,רמות רחל-ארנונה החד,אליהו לנקין 7,125.1,2025,5000000,30695-22-266,דירה בבית,5,39968
4,ירושלים,רמות רחל-ארנונה החד,העסקן 20,90,2025,3950000,30695-45-116,דירה בבית,4,43889
5,ירושלים,רמות רחל-ארנונה החד,אנצו בונהונטורה 2,96.3,2025,3500000,30695-29-82,דירה בבית,4,36345
7,ירושלים,רמות רחל-ארנונה החד,פרימו לוי 8,93.9,2025,3525200,30695-45-16,דירה בבית,4,37542
8,ירושלים,רמות רחל-ארנונה החד,גד טדסקי 5,73.45,2025,3000000,30695-45-67,דירה בבית,3,40844
9,ירושלים,רמות רחל-ארנונה החד,שניאור פלג 6,65.5,2025,725000,30695-16-88,דירה בבית,3,11069
10,ירושלים,רמות רחל-ארנונה החד,פרימו לוי 2,73.3,2025,3232300,30695-45-128,דירה בבית,3,44097
11,ירושלים,רמות רחל-ארנונה החד,יצחק בן דוד 7,93,2024,3300000,30695-29-183,דירה בבית,4,35484
12,ירושלים,רמות רחל-ארנונה החד,ישראל אלדד 2,87.55,2024,3200000,30695-9-97,דירה בבית,4,36551
13,ירושלים,רמות רחל-ארנונה החד,ישראל אלדד 23,83.9,2024,3050000,30695-22-231,דירה בבית,3,36353
14,ירושלים,רמות רחל-ארנונה החד,גד טדסקי 5,72.4,2024,3000000,30695-45-62,דירה בבית,3,41436
17,ירושלים,רמות רחל-ארנונה החד,ישראל אלדד 27,87.4,2024,3400000,30695-22-137,דירה בבית,4,38902
18,ירושלים,רמות רחל-ארנונה החד,פרימו לוי 3,93.3,2024,3300000,30695-22-58,דירה בבית,4,35370
19,ירושלים,רמות רחל-ארנונה החד,אליהו לנקין 5,78.5,2024,3100000,30695-22-273,דירה בבית,3,39490
20,ירושלים,רמות רחל-ארנונה החד,שניאור פלג 6,113.1,2024,3580000,30695-16-10,דירה בבית,4,31653
21,ירושלים,רמות רחל-ארנונה החד,פרימו לוי 6,70.75,2024,2671700,30695-45-166,דירה בבית,3,37763
22,ירושלים,רמות רחל-ארנונה החד,0,83,2024,3045000,30696-44-22,דירה בבית,3,36687
23,ירושלים,רמות רחל-ארנונה החד,0,93,2024,3200000,30695-95-1,דירה בבית,4,34409
25,ירושלים,רמות רחל-ארנונה החד,0,128,2024,3895000,30696-44-23,דירה בבית,4,30430
28,ירושלים,רמות רחל-ארנונה החד,0,139,2024,5130000,30696-44-25,דירה בבית,5,36906
31,ירושלים,רמות רחל-ארנונה החד,פרימו לוי 8,65.95,2024,2420000,30695-45-17,דירה בבית,3,36694
32,ירושלים,רמות רחל-ארנונה החד,יצחק בן דוד 21,108,2024,4035000,30695-2-4,דירה בבית,5,37361
34,ירושלים,רמות רחל-ארנונה החד,העסקן 8,79.6,2024,2800000,30695-29-75,דירה בבית,4,35176
35,ירושלים,רמות רחל-ארנונה החד,ישראל אלדד 27,65,2024,2640000,30695-22-202,דירה בבית,3,40615
36,ירושלים,רמות רחל-ארנונה החד,יצחק בן דוד 7,64.1,2024,2065000,30695-29-13,דירה בבית,2.5,32215
37,ירושלים,רמות רחל-ארנונה החד,שניאור פלג 6,75.1,2024,2740000,30695-16-9,דירה בבית,3,36485
38,ירושלים,רמות רחל-ארנונה החד,שניאור פלג 6,108.6,2024,1700000,30695-16-80,דירה בבית,4,15654
39,ירושלים,רמות רחל-ארנונה החד,0,138,2024,5230000,30696-44-26,דירה בבית,5,37899
40,ירושלים,רמות רחל-ארנונה החד,אנצו בונהונטורה 5,94.1,2024,3181800,30695-38-98,דירה בבית,3,33813
41,ירושלים,רמות רחל-ארנונה החד,אנצו בונהונטורה 5,73.8,2024,2500000,30695-38-30,דירה בבית,3,33875
43,ירושלים,רמות רחל-ארנונה החד,0,123,2024,4800000,30696-44-27,דירה בבית,4,39024
46,ירושלים,רמות רחל-ארנונה החד,0,81,2023,2850000,30696-44-29,דירה בבית,3,35185
49,ירושלים,רמות רחל-ארנונה החד,ישראל אלדד 27,73.1,2023,2525000,30695-22-101,דירה בבית,3,34542
50,ירושלים,רמות רחל-ארנונה החד,גד טדסקי 1,116.8,2023,4300000,30695-45-101,דירה בבית,5,36815
51,ירושלים,רמות רחל-ארנונה החד,0,147,2023,5255000,30696-44-30,דירה בבית,5,35748
52,ירושלים,רמות רחל-ארנונה החד,0,127,2023,4130000,30696-44-31,דירה בבית,5,32520
54,ירושלים,רמות רחל-ארנונה החד,פרימו לוי 5,111.5,2023,4330000,30695-22-52,דירה בבית,5,38834
56,ירושלים,רמות רחל-ארנונה החד,0,146,2023,4637000,30696-44-32,דירה בבית,5,31760
63,ירושלים,רמות רחל-ארנונה החד,ישראל אלדד 2,107.24,2023,4320000,30695-9-57,דירה בבית,5,40283
64,ירושלים,רמות רחל-ארנונה החד,0,128,2023,4200000,30696-44-39,דירה בבית,5,32813
66,ירושלים,רמות רחל-ארנונה החד,0,81,2023,2800000,30696-44-40,דירה בבית,3,34568
